manufacturers,models,titels,dates,types,refrigerants,mass_of_refrigerants,spl_indoor,spl_outdoor,eta,p_rated,scop,t_biv,tol,p_th_minus7,cop_minus7,p_th_2,cop_2,p_th_7,cop_7,p_th_12,cop_12,p_th_tbiv,cop_tbiv,p_th_tol,cop_tol,rated_airflows,wtols,poffs,ptos,psbs,pcks,supply_energy,supp_energy_types,p_sups,p_design_cools,seers,pdcs_35,eer_35,pdcs_30,eer_30,pdcs_25,eer_25,pdcs_20,eer_20,temperatures
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch Compress 6000 AW-17 AWB,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",41,53,141,10.00,3.61,-10,-10,9.51,2.25,5.60,3.64,5.07,4.49,6.01,5.79,10.11,1.90,10.11,1.90,,60,24,41,24,11,Electricity,0,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch Compress 6000 AW-17 AWE,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",41,53,191,12.00,4.84,-10,-10,11.36,2.87,6.84,4.84,4.21,6.41,3.03,7.31,12.26,2.43,12.26,2.43,,60,24,41,24,11,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch Compress 6000 AW-17 AWE,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",41,53,141,10.00,3.61,-10,-10,9.51,2.25,5.60,3.64,5.07,4.49,6.01,5.79,10.11,1.90,10.11,1.90,,60,24,41,24,11,Electricity,1,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch Compress 6000 AW-17 AWM,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",26,53,191,12.00,4.84,-10,-10,11.36,2.87,6.84,4.84,4.21,6.41,3.03,7.31,12.26,2.43,12.26,2.43,,60,24,41,24,11,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch Compress 6000 AW-17 AWM,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",26,53,141,10.00,3.61,-10,-10,9.51,2.25,5.60,3.64,5.07,4.49,6.01,5.79,10.11,1.90,10.11,1.90,,60,24,41,24,11,Electricity,1,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch Compress 6000 AW-17 AWMS,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",26,53,191,12.00,4.84,-10,-10,11.36,2.87,6.84,4.84,4.21,6.41,3.03,7.31,12.26,2.43,12.26,2.43,,60,24,41,24,11,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch Compress 6000 AW-17 AWMS,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",26,53,141,10.00,3.61,-10,-10,9.51,2.25,5.60,3.64,5.07,4.49,6.01,5.79,10.11,1.90,10.11,1.90,,60,24,41,24,11,Electricity,1,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 IRB-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",51,37,194,12.13,4.92,-10,-10,10.89,2.98,6.78,4.91,4.05,6.33,3.00,7.60,12.13,2.56,12.13,2.56,,60,22,23,22,0,Electricity,0,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 IRB-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",51,37,140,10.00,3.56,-10,-10,8.44,2.25,5.45,3.56,4.98,4.44,5.93,5.76,10.00,1.88,10.00,1.88,,60,22,23,22,0,Electricity,0,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 IRE-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",51,37,194,12.13,4.92,-10,-10,10.89,2.98,6.78,4.91,4.05,6.33,3.00,7.60,12.13,2.56,12.13,2.56,,60,22,23,22,0,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 IRE-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",51,37,140,10.00,3.56,-10,-10,8.44,2.25,5.45,3.56,4.98,4.44,5.93,5.76,10.00,1.88,10.00,1.88,,60,22,23,22,0,Electricity,1,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 IRM-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",51,37,194,12.13,4.92,-10,-10,10.89,2.98,6.78,4.91,4.05,6.33,3.00,7.60,12.13,2.56,12.13,2.56,,60,22,23,22,0,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 IRM-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",51,37,140,10.00,3.56,-10,-10,8.44,2.25,5.45,3.56,4.98,4.44,5.93,5.76,10.00,1.88,10.00,1.88,,60,22,23,22,0,Electricity,1,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 IRMB-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",51,37,185,12.13,4.70,-10,-10,10.89,2.92,6.78,4.69,4.05,5.96,3.00,7.04,12.13,2.52,12.13,2.52,,60,22,23,22,0,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 IRMB-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",51,37,136,10.00,3.48,-10,-10,8.44,2.22,5.45,3.48,4.98,4.32,5.93,5.57,10.00,1.86,10.00,1.86,,60,22,23,22,0,Electricity,1,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 IRMS-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",51,37,194,12.13,4.92,-10,-10,10.89,2.98,6.78,4.91,4.05,6.33,3.00,7.60,12.13,2.56,12.13,2.56,,60,22,23,22,0,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 IRMS-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",51,37,140,10.00,3.56,-10,-10,8.44,2.25,5.45,3.56,4.98,4.44,5.93,5.76,10.00,1.88,10.00,1.88,,60,22,23,22,0,Electricity,1,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 ORB-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",41,53,191,12.00,4.84,-10,-10,11.36,2.87,6.84,4.84,4.21,6.41,3.03,7.31,12.26,2.43,12.26,2.43,,60,24,41,24,11,Electricity,0,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 ORB-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",41,53,141,10.00,3.61,-10,-10,9.51,2.25,5.60,3.64,5.07,4.49,6.01,5.79,10.11,1.90,10.11,1.90,,60,24,41,24,11,Electricity,0,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 ORE-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",41,53,191,12.00,4.84,-10,-10,11.36,2.87,6.84,4.84,4.21,6.41,3.03,7.31,12.26,2.43,12.26,2.43,,60,24,41,24,11,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 ORE-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",41,53,141,10.00,3.61,-10,-10,9.51,2.25,5.60,3.64,5.07,4.49,6.01,5.79,10.11,1.90,10.11,1.90,,60,24,41,24,11,Electricity,1,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 ORM-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",26,53,191,12.00,4.84,-10,-10,11.36,2.87,6.84,4.84,4.21,6.41,3.03,7.31,12.26,2.43,12.26,2.43,,60,24,41,24,11,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 ORM-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",26,53,141,10.00,3.61,-10,-10,9.51,2.25,5.60,3.64,5.07,4.49,6.01,5.79,10.11,1.90,10.11,1.90,,60,24,41,24,11,Electricity,1,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 ORMS-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",26,53,191,12.00,4.84,-10,-10,11.36,2.87,6.84,4.84,4.21,6.41,3.03,7.31,12.26,2.43,12.26,2.43,,60,24,41,24,11,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7000iAW 17 ORMS-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",26,53,141,10.00,3.61,-10,-10,9.51,2.25,5.60,3.64,5.07,4.49,6.01,5.79,10.11,1.90,10.11,1.90,,60,24,41,24,11,Electricity,1,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7001iAW 17 ORB-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",41,53,191,12.00,4.84,-10,-10,11.36,2.87,6.84,4.84,4.21,6.41,3.03,7.31,12.26,2.43,12.26,2.43,,60,24,41,24,11,Electricity,0,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7001iAW 17 ORB-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",41,53,141,10.00,3.61,-10,-10,9.51,2.25,5.60,3.64,5.07,4.49,6.01,5.79,10.11,1.90,10.11,1.90,,60,24,41,24,11,Electricity,0,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7001iAW 17 ORE-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",41,53,191,12.00,4.84,-10,-10,11.36,2.87,6.84,4.84,4.21,6.41,3.03,7.31,12.26,2.43,12.26,2.43,,60,24,41,24,11,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7001iAW 17 ORE-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",41,53,141,10.00,3.61,-10,-10,9.51,2.25,5.60,3.64,5.07,4.49,6.01,5.79,10.11,1.90,10.11,1.90,,60,24,41,24,11,Electricity,1,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7001iAW 17 ORM-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",26,53,191,12.00,4.84,-10,-10,11.36,2.87,6.84,4.84,4.21,6.41,3.03,7.31,12.26,2.43,12.26,2.43,,60,24,41,24,11,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7001iAW 17 ORM-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",26,53,141,10.00,3.61,-10,-10,9.51,2.25,5.60,3.64,5.07,4.49,6.01,5.79,10.11,1.90,10.11,1.90,,60,24,41,24,11,Electricity,1,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7001iAW 17 ORMB-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",49,53,183,12.00,4.64,-10,-10,11.36,2.82,6.84,4.64,4.21,6.02,3.03,6.87,12.26,2.40,12.26,2.40,,60,24,41,24,11,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7001iAW 17 ORMB-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",49,53,138,10.00,3.52,-10,-10,9.51,2.22,5.60,3.56,5.07,4.36,6.01,5.58,10.11,1.88,10.11,1.88,,60,24,41,24,11,Electricity,1,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7001iAW 17 ORMS-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",26,53,191,12.00,4.84,-10,-10,11.36,2.87,6.84,4.84,4.21,6.41,3.03,7.31,12.26,2.43,12.26,2.43,,60,24,41,24,11,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 17 OR and IR, Compress 6000 AW-17, Bosch CS7001iAW 17",Bosch CS7001iAW 17 ORMS-T,18.07.2017,Outdoor Air/Water,R410A,"4,000 kg",26,53,141,10.00,3.61,-10,-10,9.51,2.25,5.60,3.64,5.07,4.49,6.01,5.79,10.11,1.90,10.11,1.90,,60,24,41,24,11,Electricity,1,0.00,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 M - FLEX,ARIANEXT FLEX 120 M LINK R32 ,05.07.2022,Outdoor Air/Water,R32,"2,100 kg",35,58,204,10.84,5.16,-7,-20,9.59,3.42,5.74,5.10,4.16,6.88,4.71,8.66,9.59,3.42,9.11,3.09,,60,14,14,14,14,Electricity,1,1.73,9.05,5.40,9.05,3.15,6.86,4.72,4.31,6.14,4.45,7.5,low
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 M - FLEX,ARIANEXT FLEX 120 M LINK R32 ,05.07.2022,Outdoor Air/Water,R32,"2,100 kg",35,58,143,9.42,3.65,-7,-20,8.33,2.43,5.47,3.33,3.98,5.04,4.75,6.86,8.33,2.43,8.68,2.11,,60,14,14,14,14,Electricity,1,0.74,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 M - FLEX,ARIANEXT FLEX 120 M-T LINK R32 ,05.07.2022,Outdoor Air/Water,R32,"2,100 kg",35,58,204,10.84,5.16,-7,-20,9.59,3.42,5.74,5.10,4.16,6.88,4.71,8.66,9.59,3.42,9.11,3.09,,60,14,14,14,14,Electricity,1,1.73,9.05,5.40,9.05,3.15,6.86,4.72,4.31,6.14,4.45,7.5,low
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 M - FLEX,ARIANEXT FLEX 120 M-T LINK R32 ,05.07.2022,Outdoor Air/Water,R32,"2,100 kg",35,58,143,9.42,3.65,-7,-20,8.33,2.43,5.47,3.33,3.98,5.04,4.75,6.86,8.33,2.43,8.68,2.11,,60,14,14,14,14,Electricity,1,0.74,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 M - FLEX,ARIANEXT FLEX 150 M LINK R32 ,05.07.2022,Outdoor Air/Water,R32,"2,100 kg",35,58,202,12.48,5.12,-7,-20,11.04,3.29,6.98,4.92,4.39,6.76,4.71,8.55,11.04,3.29,11.18,3.00,,60,14,14,14,14,Electricity,1,1.30,11,5.22,11,2.93,8.18,4.4,5.23,5.77,4.5,7.53,low
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 M - FLEX,ARIANEXT FLEX 150 M LINK R32 ,05.07.2022,Outdoor Air/Water,R32,"2,100 kg",35,58,151,11.59,3.85,-7,-20,10.25,2.50,6.50,3.67,3.96,5.04,4.69,6.97,10.25,2.50,10.52,2.06,,60,14,14,14,14,Electricity,1,1.07,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 M - FLEX,ARIANEXT FLEX 150 M-T LINK R32 ,05.07.2022,Outdoor Air/Water,R32,"2,100 kg",35,58,202,12.48,5.12,-7,-20,11.04,3.29,6.98,4.92,4.39,6.76,4.71,8.55,11.04,3.29,11.18,3.00,,60,14,14,14,14,Electricity,1,1.30,11,5.22,11,2.93,8.18,4.4,5.23,5.77,4.5,7.53,low
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 M - FLEX,ARIANEXT FLEX 150 M-T LINK R32 ,05.07.2022,Outdoor Air/Water,R32,"2,100 kg",35,58,151,11.59,3.85,-7,-20,10.25,2.50,6.50,3.67,3.96,5.04,4.69,6.97,10.25,2.50,10.52,2.06,,60,14,14,14,14,Electricity,1,1.07,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 M - FLEX,NIMBUS FLEX 120 M NET R32 ,05.07.2022,Outdoor Air/Water,R32,"2,100 kg",35,58,204,10.84,5.16,-7,-20,9.59,3.42,5.74,5.10,4.16,6.88,4.71,8.66,9.59,3.42,9.11,3.09,,60,14,14,14,14,Electricity,1,1.73,9.05,5.40,9.05,3.15,6.86,4.72,4.31,6.14,4.45,7.5,low
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 M - FLEX,NIMBUS FLEX 120 M NET R32 ,05.07.2022,Outdoor Air/Water,R32,"2,100 kg",35,58,143,9.42,3.65,-7,-20,8.33,2.43,5.47,3.33,3.98,5.04,4.75,6.86,8.33,2.43,8.68,2.11,,60,14,14,14,14,Electricity,1,0.74,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 M - FLEX,NIMBUS FLEX 120 M-T NET R32 ,05.07.2022,Outdoor Air/Water,R32,"2,100 kg",35,58,204,10.84,5.16,-7,-20,9.59,3.42,5.74,5.10,4.16,6.88,4.71,8.66,9.59,3.42,9.11,3.09,,60,14,14,14,14,Electricity,1,1.73,9.05,5.40,9.05,3.15,6.86,4.72,4.31,6.14,4.45,7.5,low
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 M - FLEX,NIMBUS FLEX 120 M-T NET R32 ,05.07.2022,Outdoor Air/Water,R32,"2,100 kg",35,58,143,9.42,3.65,-7,-20,8.33,2.43,5.47,3.33,3.98,5.04,4.75,6.86,8.33,2.43,8.68,2.11,,60,14,14,14,14,Electricity,1,0.74,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 M - FLEX,NIMBUS FLEX 150 M NET R32 ,05.07.2022,Outdoor Air/Water,R32,"2,100 kg",35,58,202,12.48,5.12,-7,-20,11.04,3.29,6.98,4.92,4.39,6.76,4.71,8.55,11.04,3.29,11.18,3.00,,60,14,14,14,14,Electricity,1,1.30,11,5.22,11,2.93,8.18,4.4,5.23,5.77,4.5,7.53,low
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 M - FLEX,NIMBUS FLEX 150 M NET R32 ,05.07.2022,Outdoor Air/Water,R32,"2,100 kg",35,58,151,11.59,3.85,-7,-20,10.25,2.50,6.50,3.67,3.96,5.04,4.69,6.97,10.25,2.50,10.52,2.06,,60,14,14,14,14,Electricity,1,1.07,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 M - FLEX,NIMBUS FLEX 150 M-T NET R32 ,05.07.2022,Outdoor Air/Water,R32,"2,100 kg",35,58,202,12.48,5.12,-7,-20,11.04,3.29,6.98,4.92,4.39,6.76,4.71,8.55,11.04,3.29,11.18,3.00,,60,14,14,14,14,Electricity,1,1.30,11,5.22,11,2.93,8.18,4.4,5.23,5.77,4.5,7.53,low
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 M - FLEX,NIMBUS FLEX 150 M-T NET R32 ,05.07.2022,Outdoor Air/Water,R32,"2,100 kg",35,58,151,11.59,3.85,-7,-20,10.25,2.50,6.50,3.67,3.96,5.04,4.69,6.97,10.25,2.50,10.52,2.06,,60,14,14,14,14,Electricity,1,1.07,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S - FLEX,ARIANEXT FLEX 120 S LINK R32,03.10.2022,Outdoor Air/Water,R32,"1,840 kg",37,57,180.82,10.75,4.60,-7,-20,9.54,3.30,5.96,4.40,3.81,6.10,4.24,7.50,9.54,3.30,9.92,2.90,,60,14,14,14,14,Electricity,1,0.83,9.75,4.84,9.75,2.80,7.02,4.28,4.48,5.59,3.78,6.17,low
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S - FLEX,ARIANEXT FLEX 120 S LINK R32,03.10.2022,Outdoor Air/Water,R32,"1,840 kg",37,57,141.18,9.39,3.60,-7,-20,8.44,2.30,5.43,3.50,3.86,4.80,4.48,6.40,8.44,2.30,9.05,2.00,,60,14,14,14,14,Electricity,1,0.34,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S - FLEX,ARIANEXT FLEX 120 S-T LINK R32,03.10.2022,Outdoor Air/Water,R32,"1,840 kg",37,57,180.82,10.75,4.60,-7,-20,9.54,3.30,5.96,4.40,3.81,6.10,4.24,7.50,9.54,3.30,9.92,2.90,,60,14,14,14,14,Electricity,1,0.83,9.75,4.84,9.75,2.80,7.02,4.28,4.48,5.59,3.78,6.17,low
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S - FLEX,ARIANEXT FLEX 120 S-T LINK R32,03.10.2022,Outdoor Air/Water,R32,"1,840 kg",37,57,141.18,9.39,3.60,-7,-20,8.44,2.30,5.43,3.50,3.86,4.80,4.48,6.40,8.44,2.30,9.05,2.00,,60,14,14,14,14,Electricity,1,0.34,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S - FLEX,ARIANEXT FLEX 150 S LINK R32,03.10.2022,Outdoor Air/Water,R32,"1,840 kg",37,57,178.48,12.43,4.54,-7,-20,11.00,3.10,6.91,4.30,4.31,6.20,4.31,7.50,11.00,3.10,11.90,2.80,,60,14,14,14,14,Electricity,1,0.53,11.00,4.86,11.00,2.70,8.32,4.08,5.18,5.89,3.80,6.15,low
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S - FLEX,ARIANEXT FLEX 150 S LINK R32,03.10.2022,Outdoor Air/Water,R32,"1,840 kg",37,57,151.16,11.47,3.85,-7,-20,10.07,2.30,7.16,3.80,4.13,5.30,4.61,6.60,10.07,2.30,10.81,1.90,,60,14,14,14,14,Electricity,1,0.66,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S - FLEX,ARIANEXT FLEX 150 S-T LINK R32,03.10.2022,Outdoor Air/Water,R32,"1,840 kg",37,57,178.48,12.43,4.54,-7,-20,11.00,3.10,6.91,4.30,4.31,6.20,4.31,7.50,11.00,3.10,11.90,2.80,,60,14,14,14,14,Electricity,1,0.53,11.00,4.86,11.00,2.70,8.32,4.08,5.18,5.89,3.80,6.15,low
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S - FLEX,ARIANEXT FLEX 150 S-T LINK R32,03.10.2022,Outdoor Air/Water,R32,"1,840 kg",37,57,151.16,11.47,3.85,-7,-20,10.07,2.30,7.16,3.80,4.13,5.30,4.61,6.60,10.07,2.30,10.81,1.90,,60,14,14,14,14,Electricity,1,0.66,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S - FLEX,NIMBUS FLEX 120 S NET R32,03.10.2022,Outdoor Air/Water,R32,"1,840 kg",37,57,180.82,10.75,4.60,-7,-20,9.54,3.30,5.96,4.40,3.81,6.10,4.24,7.50,9.54,3.30,9.92,2.90,,60,14,14,14,14,Electricity,1,0.83,9.75,4.84,9.75,2.80,7.02,4.28,4.48,5.59,3.78,6.17,low
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S - FLEX,NIMBUS FLEX 120 S NET R32,03.10.2022,Outdoor Air/Water,R32,"1,840 kg",37,57,141.18,9.39,3.60,-7,-20,8.44,2.30,5.43,3.50,3.86,4.80,4.48,6.40,8.44,2.30,9.05,2.00,,60,14,14,14,14,Electricity,1,0.34,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S - FLEX,NIMBUS FLEX 120 S-T NET R32,03.10.2022,Outdoor Air/Water,R32,"1,840 kg",37,57,180.82,10.75,4.60,-7,-20,9.54,3.30,5.96,4.40,3.81,6.10,4.24,7.50,9.54,3.30,9.92,2.90,,60,14,14,14,14,Electricity,1,0.83,9.75,4.84,9.75,2.80,7.02,4.28,4.48,5.59,3.78,6.17,low
