manufacturers,models,titels,dates,types,refrigerants,mass_of_refrigerants,spl_indoor,spl_outdoor,eta,p_rated,scop,t_biv,tol,p_th_minus7,cop_minus7,p_th_2,cop_2,p_th_7,cop_7,p_th_12,cop_12,p_th_tbiv,cop_tbiv,p_th_tol,cop_tol,rated_airflows,wtols,poffs,ptos,psbs,pcks,supply_energy,supp_energy_types,p_sups,p_design_cools,seers,pdcs_35,eer_35,pdcs_30,eer_30,pdcs_25,eer_25,pdcs_20,eer_20,temperatures
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S - FLEX,NIMBUS FLEX 120 S-T NET R32,03.10.2022,Outdoor Air/Water,R32,"1,840 kg",37,57,141.18,9.39,3.60,-7,-20,8.44,2.30,5.43,3.50,3.86,4.80,4.48,6.40,8.44,2.30,9.05,2.00,,60,14,14,14,14,Electricity,1,0.34,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S - FLEX,NIMBUS FLEX 150 S NET R32,03.10.2022,Outdoor Air/Water,R32,"1,840 kg",37,57,178.48,12.43,4.54,-7,-20,11.00,3.10,6.91,4.30,4.31,6.20,4.31,7.50,11.00,3.10,11.90,2.80,,60,14,14,14,14,Electricity,1,0.53,11.00,4.86,11.00,2.70,8.32,4.08,5.18,5.89,3.80,6.15,low
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S - FLEX,NIMBUS FLEX 150 S NET R32,03.10.2022,Outdoor Air/Water,R32,"1,840 kg",37,57,151.16,11.47,3.85,-7,-20,10.07,2.30,7.16,3.80,4.13,5.30,4.61,6.60,10.07,2.30,10.81,1.90,,60,14,14,14,14,Electricity,1,0.66,,,,,,,,,,,high
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S - FLEX,NIMBUS FLEX 150 S-T NET R32,03.10.2022,Outdoor Air/Water,R32,"1,840 kg",37,57,178.48,12.43,4.54,-7,-20,11.00,3.10,6.91,4.30,4.31,6.20,4.31,7.50,11.00,3.10,11.90,2.80,,60,14,14,14,14,Electricity,1,0.53,11.00,4.86,11.00,2.70,8.32,4.08,5.18,5.89,3.80,6.15,low
 Ariston Thermo Group,NIMBUS/ARIANEXT/AEROTOP/ENERGION 120/150 S - FLEX,NIMBUS FLEX 150 S-T NET R32,03.10.2022,Outdoor Air/Water,R32,"1,840 kg",37,57,151.16,11.47,3.85,-7,-20,10.07,2.30,7.16,3.80,4.13,5.30,4.61,6.60,10.07,2.30,10.81,1.90,,60,14,14,14,14,Electricity,1,0.66,,,,,,,,,,,high
 ait-deutschland GmbH,SWCV 92 Inverter,PWZSV 92H1S(1~ 230V),29.03.2019,Brine/Water,R407c,"1,250 kg",47,,203,8.50,5.26,-8,-10,7.52,4.01,4.58,5.33,2.96,6.11,1.66,6.64,7.86,3.82,7.85,3.78,,65,12,19,12,0,,1,0.00,,,,,,,,,,,low
 ait-deutschland GmbH,SWCV 92 Inverter,PWZSV 92H1S(1~ 230V),29.03.2019,Brine/Water,R407c,"1,250 kg",47,,148,7.50,3.91,-8,-10,6.62,2.96,4.05,3.95,2.60,4.55,1.77,4.91,6.94,2.86,6.93,2.82,,65,12,19,12,0,,1,0.00,,,,,,,,,,,high
 ait-deutschland GmbH,SWCV 92 Inverter,PWZSV 92H2S (3~ 230V),29.03.2019,Brine/Water,R407c,"1,250 kg",47,,203,8.50,5.26,-8,-10,7.52,4.01,4.58,5.33,2.96,6.11,1.66,6.64,7.86,3.82,7.85,3.78,,65,12,19,12,0,,1,0.00,,,,,,,,,,,low
 ait-deutschland GmbH,SWCV 92 Inverter,PWZSV 92H2S (3~ 230V),29.03.2019,Brine/Water,R407c,"1,250 kg",47,,148,7.50,3.91,-8,-10,6.62,2.96,4.05,3.95,2.60,4.55,1.77,4.91,6.94,2.86,6.93,2.82,,65,12,19,12,0,,1,0.00,,,,,,,,,,,high
 ait-deutschland GmbH,SWCV 92 Inverter,PWZSV 92H3S (3~ 400V),29.03.2019,Brine/Water,R407c,"1,250 kg",47,,203,8.50,5.26,-8,-10,7.52,4.01,4.58,5.33,2.96,6.11,1.66,6.64,7.86,3.82,7.85,3.78,,65,12,19,12,0,,1,0.00,,,,,,,,,,,low
 ait-deutschland GmbH,SWCV 92 Inverter,PWZSV 92H3S (3~ 400V),29.03.2019,Brine/Water,R407c,"1,250 kg",47,,148,7.50,3.91,-8,-10,6.62,2.96,4.05,3.95,2.60,4.55,1.77,4.91,6.94,2.86,6.93,2.82,,65,12,19,12,0,,1,0.00,,,,,,,,,,,high
 ait-deutschland GmbH,SWCV 92 Inverter,SWCV 92(H)(K)3 (3~ 400V),29.03.2019,Brine/Water,R407c,"1,250 kg",47,,203,8.50,5.26,-8,-10,7.52,4.01,4.58,5.33,2.96,6.11,1.66,6.64,7.86,3.82,7.85,3.78,,65,12,19,12,0,,1,0.00,,,,,,,,,,,low
 ait-deutschland GmbH,SWCV 92 Inverter,SWCV 92(H)(K)3 (3~ 400V),29.03.2019,Brine/Water,R407c,"1,250 kg",47,,148,7.50,3.91,-8,-10,6.62,2.96,4.05,3.95,2.60,4.55,1.77,4.91,6.94,2.86,6.93,2.82,,65,12,19,12,0,,1,0.00,,,,,,,,,,,high
 ait-deutschland GmbH,SWCV 92 Inverter,SWCV 92H1 (1~ 230V),29.03.2019,Brine/Water,R407c,"1,250 kg",47,,203,8.50,5.26,-8,-10,7.52,4.01,4.58,5.33,2.96,6.11,1.66,6.64,7.86,3.82,7.85,3.78,,65,12,19,12,0,,1,0.00,,,,,,,,,,,low
 ait-deutschland GmbH,SWCV 92 Inverter,SWCV 92H1 (1~ 230V),29.03.2019,Brine/Water,R407c,"1,250 kg",47,,148,7.50,3.91,-8,-10,6.62,2.96,4.05,3.95,2.60,4.55,1.77,4.91,6.94,2.86,6.93,2.82,,65,12,19,12,0,,1,0.00,,,,,,,,,,,high
 ait-deutschland GmbH,SWCV 92 Inverter,WZSV 92(H)(K)3M(3~ 400V),29.03.2019,Brine/Water,R407c,"1,250 kg",47,,203,8.50,5.26,-8,-10,7.52,4.01,4.58,5.33,2.96,6.11,1.66,6.64,7.86,3.82,7.85,3.78,,65,12,19,12,0,,1,0.00,,,,,,,,,,,low
 ait-deutschland GmbH,SWCV 92 Inverter,WZSV 92(H)(K)3M(3~ 400V),29.03.2019,Brine/Water,R407c,"1,250 kg",47,,148,7.50,3.91,-8,-10,6.62,2.96,4.05,3.95,2.60,4.55,1.77,4.91,6.94,2.86,6.93,2.82,,65,12,19,12,0,,1,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch Compress 6000 AW-5 AWB,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",29,47,183,4.40,4.65,-10,-10,3.88,3.07,2.51,4.69,1.50,5.78,1.23,6.13,4.37,2.76,4.37,2.76,,60,17,22,17,0,Electricity,0,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch Compress 6000 AW-5 AWB,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",29,47,131,4.10,3.34,-10,-10,3.57,2.16,2.34,3.29,2.13,4.29,2.52,5.53,4.05,1.85,4.05,1.85,,60,17,22,17,0,Electricity,0,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch Compress 6000 AW-5 AWE,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",29,47,183,4.40,4.65,-10,-10,3.88,3.07,2.51,4.69,1.50,5.78,1.23,6.13,4.37,2.76,4.37,2.76,,60,17,22,17,0,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch Compress 6000 AW-5 AWE,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",29,47,131,4.10,3.34,-10,-10,3.57,2.16,2.34,3.29,2.13,4.29,2.52,5.53,4.05,1.85,4.05,1.85,,60,17,22,17,0,Electricity,1,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch Compress 6000 AW-5 AWM,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",25,47,183,4.40,4.65,-10,-10,3.88,3.07,2.51,4.69,1.50,5.78,1.23,6.13,4.37,2.76,4.37,2.76,,60,17,22,17,0,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch Compress 6000 AW-5 AWM,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",25,47,131,4.10,3.34,-10,-10,3.57,2.16,2.34,3.29,2.13,4.29,2.52,5.53,4.05,1.85,4.05,1.85,,60,17,22,17,0,Electricity,1,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch Compress 6000 AW-5 AWMS,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",25,47,183,4.40,4.65,-10,-10,3.88,3.07,2.51,4.69,1.50,5.78,1.23,6.13,4.37,2.76,4.37,2.76,,60,17,22,17,0,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch Compress 6000 AW-5 AWMS,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",25,47,131,4.10,3.34,-10,-10,3.57,2.16,2.34,3.29,2.13,4.29,2.52,5.53,4.05,1.85,4.05,1.85,,60,17,22,17,0,Electricity,1,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch CS7000iAW 5 ORB-S,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",29,47,183,4.40,4.65,-10,-10,3.88,3.07,2.51,4.69,1.50,5.78,1.23,6.13,4.37,2.76,4.37,2.76,,60,17,22,17,0,Electricity,0,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch CS7000iAW 5 ORB-S,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",29,47,131,4.10,3.34,-10,-10,3.57,2.16,2.34,3.29,2.13,4.29,2.52,5.53,4.05,1.85,4.05,1.85,,60,17,22,17,0,Electricity,0,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch CS7000iAW 5 ORE-S,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",29,47,183,4.40,4.65,-10,-10,3.88,3.07,2.51,4.69,1.50,5.78,1.23,6.13,4.37,2.76,4.37,2.76,,60,17,22,17,0,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch CS7000iAW 5 ORE-S,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",29,47,131,4.10,3.34,-10,-10,3.57,2.16,2.34,3.29,2.13,4.29,2.52,5.53,4.05,1.85,4.05,1.85,,60,17,22,17,0,Electricity,1,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch CS7000iAW 5 ORM-S,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",25,47,183,4.40,4.65,-10,-10,3.88,3.07,2.51,4.69,1.50,5.78,1.23,6.13,4.37,2.76,4.37,2.76,,60,17,22,17,0,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch CS7000iAW 5 ORM-S,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",25,47,131,4.10,3.34,-10,-10,3.57,2.16,2.34,3.29,2.13,4.29,2.52,5.53,4.05,1.85,4.05,1.85,,60,17,22,17,0,Electricity,1,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch CS7000iAW 5 ORMS-S,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",25,47,183,4.40,4.65,-10,-10,3.88,3.07,2.51,4.69,1.50,5.78,1.23,6.13,4.37,2.76,4.37,2.76,,60,17,22,17,0,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch CS7000iAW 5 ORMS-S,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",25,47,131,4.10,3.34,-10,-10,3.57,2.16,2.34,3.29,2.13,4.29,2.52,5.53,4.05,1.85,4.05,1.85,,60,17,22,17,0,Electricity,1,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch CS7001iAW 5 ORB-S,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",29,47,183,4.40,4.65,-10,-10,3.88,3.07,2.51,4.69,1.50,5.78,1.23,6.13,4.37,2.76,4.37,2.76,,60,17,22,17,0,Electricity,0,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch CS7001iAW 5 ORB-S,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",29,47,131,4.10,3.34,-10,-10,3.57,2.16,2.34,3.29,2.13,4.29,2.52,5.53,4.05,1.85,4.05,1.85,,60,17,22,17,0,Electricity,0,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch CS7001iAW 5 ORE-S,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",29,47,183,4.40,4.65,-10,-10,3.88,3.07,2.51,4.69,1.50,5.78,1.23,6.13,4.37,2.76,4.37,2.76,,60,17,22,17,0,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch CS7001iAW 5 ORE-S,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",29,47,131,4.10,3.34,-10,-10,3.57,2.16,2.34,3.29,2.13,4.29,2.52,5.53,4.05,1.85,4.05,1.85,,60,17,22,17,0,Electricity,1,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch CS7001iAW 5 ORM-S,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",25,47,183,4.40,4.65,-10,-10,3.88,3.07,2.51,4.69,1.50,5.78,1.23,6.13,4.37,2.76,4.37,2.76,,60,17,22,17,0,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch CS7001iAW 5 ORM-S,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",25,47,131,4.10,3.34,-10,-10,3.57,2.16,2.34,3.29,2.13,4.29,2.52,5.53,4.05,1.85,4.05,1.85,,60,17,22,17,0,Electricity,1,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch CS7001iAW 5 ORMB-S,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",49,47,172,4.40,4.39,-10,-10,3.88,2.99,2.51,4.50,1.50,5.32,1.23,5.57,4.37,2.70,4.37,2.70,,60,22,22,22,4,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch CS7001iAW 5 ORMB-S,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",49,47,125,4.10,3.20,-10,-10,3.57,2.13,2.34,3.20,2.13,4.08,2.52,5.22,4.05,1.83,4.05,1.83,,60,22,22,22,4,Electricity,1,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch CS7001iAW 5 ORMS-S,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",25,47,183,4.40,4.65,-10,-10,3.88,3.07,2.51,4.69,1.50,5.78,1.23,6.13,4.37,2.76,4.37,2.76,,60,17,22,17,0,Electricity,1,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch CS7001iAW 5 ORMS-S,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",25,47,131,4.10,3.34,-10,-10,3.57,2.16,2.34,3.29,2.13,4.29,2.52,5.53,4.05,1.85,4.05,1.85,,60,17,22,17,0,Electricity,1,0.00,,,,,,,,,,,high
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch CSH7000iAW 5 OR,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",29,47,183,4.40,4.65,-10,-10,3.88,3.07,2.51,4.69,1.50,5.78,1.23,6.13,4.37,2.76,4.37,2.76,,60,17,22,17,0,Electricity,0,0.00,,,,,,,,,,,low
 Bosch Thermotechnik GmbH,"Bosch Compress 7000iAW 5 OR, Compress 6000 AW-5, Bosch CS7001iAW 5",Bosch CSH7000iAW 5 OR,18.07.2017,Outdoor Air/Water,R410A,"1,700 kg",29,47,131,4.10,3.34,-10,-10,3.57,2.16,2.34,3.29,2.13,4.29,2.52,5.53,4.05,1.85,4.05,1.85,,60,17,22,17,0,Electricity,0,0.00,,,,,,,,,,,high
 tecalor GmbH,TTL 6.5/8.5 ACS,"TTL 6.5 ACS + TSBC 200 ECO, TSBB 200 S ",13.10.2017,Outdoor Air/Water,R410A,"2,000 kg",27,57,177,6.80,4.50,-7,-10,6.02,2.90,3.89,4.35,3.50,6.60,3.39,6.78,6.02,2.90,6.30,2.80,,60,17,30,17,5,Electricity,1,0.50,,,,,,,,,,,low
 tecalor GmbH,TTL 6.5/8.5 ACS,"TTL 6.5 ACS + TSBC 200 ECO, TSBB 200 S ",13.10.2017,Outdoor Air/Water,R410A,"2,000 kg",27,57,125,7.55,3.21,-5,-7,5.10,1.97,4.10,3.25,2.60,4.56,3.30,5.98,6.10,2.28,5.10,1.97,,60,17,30,17,5,Electricity,1,7.55,,,,,,,,,,,high
 tecalor GmbH,TTL 6.5/8.5 ACS,"TTL 6.5 ACS, low temperature, all climates ",13.10.2017,Outdoor Air/Water,R410A,"2,000 kg",,57,177,6.80,4.50,-7,-10,6.02,2.90,3.89,4.35,3.50,6.60,3.39,6.78,6.02,2.90,6.30,2.80,,60,17,30,17,5,Electricity,1,0.50,,,,,,,,,,,low
 tecalor GmbH,TTL 6.5/8.5 ACS,"TTL 6.5 ACS, low temperature, all climates ",13.10.2017,Outdoor Air/Water,R410A,"2,000 kg",,,,,,,,,,,,,,,,,,,,,,,,,,Electricity,,,,,,,,,,,,,high
 tecalor GmbH,TTL 6.5/8.5 ACS,"TTL 8.5 ACS + TSBC 200 ECO, TSBB 200 S ",13.10.2017,Outdoor Air/Water,R410A,"2,000 kg",27,57,177,9.19,4.50,-7,-10,8.13,2.72,5.22,4.35,3.50,6.60,3.39,6.78,8.13,2.72,7.92,2.64,,60,17,30,17,5,Electricity,1,1.27,,,,,,,,,,,low
 tecalor GmbH,TTL 6.5/8.5 ACS,"TTL 8.5 ACS + TSBC 200 ECO, TSBB 200 S ",13.10.2017,Outdoor Air/Water,R410A,"2,000 kg",27,57,125,7.55,3.21,-5,-7,5.10,1.97,4.10,3.25,2.60,4.56,3.30,5.98,6.10,2.28,5.10,1.97,,60,17,30,17,5,Electricity,1,7.55,,,,,,,,,,,high
 tecalor GmbH,TTL 6.5/8.5 ACS,"TTL 8.5 ACS, low temperature, all climates ",13.10.2017,Outdoor Air/Water,R410A,"2,000 kg",,57,177,9.19,4.50,-7,-10,8.13,2.72,5.22,4.35,3.50,6.60,3.39,6.78,8.13,2.72,7.92,2.64,,60,17,30,17,5,Electricity,1,1.27,,,,,,,,,,,low
 tecalor GmbH,TTL 6.5/8.5 ACS,"TTL 8.5 ACS, low temperature, all climates ",13.10.2017,Outdoor Air/Water,R410A,"2,000 kg",,,,,,,,,,,,,,,,,,,,,,,,,,Electricity,,,,,,,,,,,,,high
 Viessmann Climate Solutions SE,Vitocal 2xx-G M B10,VITOCAL 200-G BWC-M 201.B10,11.07.2019,Brine/Water,R410A,"2,400 kg",46,,194,11.70,5.06,-7,-10,10.29,4.80,10.35,5.08,10.38,5.34,10.46,5.63,10.29,4.80,10.25,4.73,,65,0,0,12,0,Electricity,1,1.45,,,,,,,,,,,low
 Viessmann Climate Solutions SE,Vitocal 2xx-G M B10,VITOCAL 200-G BWC-M 201.B10,11.07.2019,Brine/Water,R410A,"2,400 kg",46,,143,10.83,3.76,-7,-10,9.53,3.18,9.79,3.75,9.96,4.19,10.12,4.65,9.53,3.18,9.43,3.01,,65,0,0,12,0,Electricity,1,1.40,,,,,,,,,,,high
 Viessmann Climate Solutions SE,Vitocal 2xx-G M B10,VITOCAL 222-G BWT-M 221.B10,11.07.2019,Brine/Water,R410A,"2,400 kg",46,,194,11.70,5.06,-7,-10,10.29,4.80,10.35,5.08,10.38,5.34,10.46,5.63,10.29,4.80,10.25,4.73,,65,0,0,12,0,Electricity,1,1.45,,,,,,,,,,,low
 Viessmann Climate Solutions SE,Vitocal 2xx-G M B10,VITOCAL 222-G BWT-M 221.B10,11.07.2019,Brine/Water,R410A,"2,400 kg",46,,143,10.83,3.76,-7,-10,9.53,3.18,9.79,3.75,9.96,4.19,10.12,4.65,9.53,3.18,9.43,3.01,,65,0,0,12,0,Electricity,1,1.40,,,,,,,,,,,high
 Viessmann Climate Solutions SE,Vitocal 2xx-G M B10,VITOCAL 222-G BWT-M 221.B10 SC,11.07.2019,Brine/Water,R410A,"2,400 kg",46,,194,11.70,5.06,-7,-10,10.29,4.80,10.35,5.08,10.38,5.34,10.46,5.63,10.29,4.80,10.25,4.73,,65,0,0,12,0,Electricity,1,1.45,,,,,,,,,,,low
 Viessmann Climate Solutions SE,Vitocal 2xx-G M B10,VITOCAL 222-G BWT-M 221.B10 SC,11.07.2019,Brine/Water,R410A,"2,400 kg",46,,143,10.83,3.76,-7,-10,9.53,3.18,9.79,3.75,9.96,4.19,10.12,4.65,9.53,3.18,9.43,3.01,,65,0,0,12,0,Electricity,1,1.40,,,,,,,,,,,high
 Groupe Atlantic,THERMOR Aérolia Tri 11,THERMOR Aérolia Duo Tri 11,09.12.2022,Outdoor Air/Water,R410A,"2,500 kg",46,68,154,11.30,3.92,-7,-10,10.00,2.70,6.10,3.70,6.20,5.50,7.40,7.10,10.00,2.70,9.90,2.30,,60,14,44,17,0,Electricity,1,1.40,,,,,,,,,,,low
 Groupe Atlantic,THERMOR Aérolia Tri 11,THERMOR Aérolia Duo Tri 11,09.12.2022,Outdoor Air/Water,R410A,"2,500 kg",46,68,112,9.30,2.87,-7,-10,8.20,1.90,5.00,2.70,5.90,3.90,7.00,5.20,8.20,1.90,8.10,1.60,,60,14,32,17,0,Electricity,1,1.20,,,,,,,,,,,high
 Groupe Atlantic,THERMOR Aérolia Tri 11,THERMOR Aérolia Tri 11,09.12.2022,Outdoor Air/Water,R410A,"2,500 kg",46,68,154,11.30,3.92,-7,-10,10.00,2.70,6.10,3.70,6.20,5.50,7.40,7.10,10.00,2.70,9.90,2.30,,60,14,44,17,0,Electricity,1,1.40,,,,,,,,,,,low
 Groupe Atlantic,THERMOR Aérolia Tri 11,THERMOR Aérolia Tri 11,09.12.2022,Outdoor Air/Water,R410A,"2,500 kg",46,68,112,9.30,2.87,-7,-10,8.20,1.90,5.00,2.70,5.90,3.90,7.00,5.20,8.20,1.90,8.10,1.60,,60,14,32,17,0,Electricity,1,1.20,,,,,,,,,,,high
" Gree Electric Appliances, Inc. of Zhuhai",Versati monobloc G3/G4 4/6k,GRS-CQ4.0Pd/NhG3-E+SXTVD300LC/B-E,24.10.2022,Outdoor Air/Water,R32,"0,950 kg",,56,192,5.00,4.88,-7,-10,4.80,3.43,3.10,4.83,1.90,5.95,1.70,8.49,4.80,3.43,4.40,2.46,,65,25,25,25,25,Electricity,1,0.60,,,,,,,,,,,low
" Gree Electric Appliances, Inc. of Zhuhai",Versati monobloc G3/G4 4/6k,GRS-CQ4.0Pd/NhG3-E+SXTVD300LC/B-E,24.10.2022,Outdoor Air/Water,R32,"0,950 kg",,58,137,5.00,3.50,-7,-10,4.30,2.47,2.70,3.19,1.70,4.89,1.60,6.61,4.30,2.47,3.60,1.56,,65,25,25,25,25,Electricity,1,1.40,,,,,,,,,,,high
" Gree Electric Appliances, Inc. of Zhuhai",Versati monobloc G3/G4 4/6k,GRS-CQ4.0Pd/NhG4-E+SXTVD300LC/B-E,24.10.2022,Outdoor Air/Water,R32,"0,950 kg",,56,192,5.00,4.88,-7,-10,4.80,3.43,3.10,4.83,1.90,5.95,1.70,8.49,4.80,3.43,4.40,2.46,,65,25,25,25,25,Electricity,1,0.60,,,,,,,,,,,low
" Gree Electric Appliances, Inc. of Zhuhai",Versati monobloc G3/G4 4/6k,GRS-CQ4.0Pd/NhG4-E+SXTVD300LC/B-E,24.10.2022,Outdoor Air/Water,R32,"0,950 kg",,58,137,5.00,3.50,-7,-10,4.30,2.47,2.70,3.19,1.70,4.89,1.60,6.61,4.30,2.47,3.60,1.56,,65,25,25,25,25,Electricity,1,1.40,,,,,,,,,,,high
" Gree Electric Appliances, Inc. of Zhuhai",Versati monobloc G3/G4 4/6k,GRS-CQ6.0Pd/NhG3-E+SXTVD300LC/B-E,24.10.2022,Outdoor Air/Water,R32,"0,950 kg",,56,199,6.00,5.05,-7,-10,5.10,3.22,3.40,4.86,2.00,7.09,1.70,8.49,5.10,3.22,4.40,2.46,,65,25,25,25,25,Electricity,1,1.60,,,,,,,,,,,low
" Gree Electric Appliances, Inc. of Zhuhai",Versati monobloc G3/G4 4/6k,GRS-CQ6.0Pd/NhG3-E+SXTVD300LC/B-E,24.10.2022,Outdoor Air/Water,R32,"0,950 kg",,58,137,5.00,3.50,-7,-10,4.30,2.47,2.70,3.19,1.70,4.89,1.60,6.61,4.30,2.47,3.60,1.56,,65,25,25,25,25,Electricity,1,1.40,,,,,,,,,,,high
" Gree Electric Appliances, Inc. of Zhuhai",Versati monobloc G3/G4 4/6k,GRS-CQ6.0Pd/NhG4-E+SXTVD300LC/B-E,24.10.2022,Outdoor Air/Water,R32,"0,950 kg",,56,199,6.00,5.05,-7,-10,5.10,3.22,3.40,4.86,2.00,7.09,1.70,8.49,5.10,3.22,4.40,2.46,,65,25,25,25,25,Electricity,1,1.60,,,,,,,,,,,low
