,title,application,indoor,outdoor,coolingMode7c12c,coolingMode18c23c,colderClimate,warmerClimate,reversibility,colderForHeating,warmerForHeating,en145112Certification,heatSource,additionalOutdoorAir,additionalExhaustAir,additionalIndoorAir,additionalNonheatedSpaceAir,powerSupply,offPeakProduct,Refrigerant,Mass of Refrigerant,Date,Manufacturer,Modelname,Type,Energy
 Inventor A.G. Electric Appliances S.A. ATS12S / HU160WT240S3,ATS12S / HU160WT240S3,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,840 kg",20.04.2023, Inventor A.G. Electric Appliances S.A.,Matrix series 12 14 16kW with 240L tank,Outdoor Air/Water,Electricity
 Inventor A.G. Electric Appliances S.A. ATS12T / HU160WT240T9,ATS12T / HU160WT240T9,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,840 kg",20.04.2023, Inventor A.G. Electric Appliances S.A.,Matrix series 12 14 16kW with 240L tank,Outdoor Air/Water,Electricity
 Inventor A.G. Electric Appliances S.A. ATS14S / HU160WT240S3,ATS14S / HU160WT240S3,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,840 kg",20.04.2023, Inventor A.G. Electric Appliances S.A.,Matrix series 12 14 16kW with 240L tank,Outdoor Air/Water,Electricity
 Inventor A.G. Electric Appliances S.A. ATS14T / HU160WT240T9,ATS14T / HU160WT240T9,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,R32,"1,840 kg",20.04.2023, Inventor A.G. Electric Appliances S.A.,Matrix series 12 14 16kW with 240L tank,Outdoor Air/Water,Electricity
 Inventor A.G. Electric Appliances S.A. ATS16S / HU160WT240S3,ATS16S / HU160WT240S3,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,840 kg",20.04.2023, Inventor A.G. Electric Appliances S.A.,Matrix series 12 14 16kW with 240L tank,Outdoor Air/Water,Electricity
 Inventor A.G. Electric Appliances S.A. ATS16T / HU160WT240T9,ATS16T / HU160WT240T9,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,R32,"1,840 kg",20.04.2023, Inventor A.G. Electric Appliances S.A.,Matrix series 12 14 16kW with 240L tank,Outdoor Air/Water,Electricity
 ELCO GmbH AQUATOP S11,AQUATOP S11,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,R410A,"2,900 kg",04.05.2019, ELCO GmbH,AQUATOP S11,Brine/Water and Water/Water,
 Riello S.p.A.    HYDRO UNIT M 008,HYDRO UNIT M 008,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,650 kg",05.11.2021, Riello S.p.A.   ,Beretta HYDRO UNIT M 8 10 kW,Outdoor Air/Water,Electricity
 Riello S.p.A.    HYDRO UNIT M 010,HYDRO UNIT M 010,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,R32,"1,650 kg",05.11.2021, Riello S.p.A.   ,Beretta HYDRO UNIT M 8 10 kW,Outdoor Air/Water,Electricity
 Groupe Atlantic AUREA 5,AUREA 5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"1,050 kg",, Groupe Atlantic,AUREA 5,Outdoor Air/Water,
 DAIKIN Europe N.V. ERGA04EV / EHSX(B)04P50E,ERGA04EV / EHSX(B)04P50E,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",17.08.2018, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R ECH2O 04KW (500L) (/A),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. ERGA04EV / EHSX04P50D3,ERGA04EV / EHSX04P50D3,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",17.08.2018, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R ECH2O 04KW (500L) (/A),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. ERGA04EV / EHSXB04P50D3,ERGA04EV / EHSXB04P50D3,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",17.08.2018, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R ECH2O 04KW (500L) (/A),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. ERGA04EVA / EHSX(B)04P50E,ERGA04EVA / EHSX(B)04P50E,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",17.08.2018, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R ECH2O 04KW (500L) (/A),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. ERGA04EVA / EHSX04P50D3,ERGA04EVA / EHSX04P50D3,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",17.08.2018, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R ECH2O 04KW (500L) (/A),Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. ERGA04EVA / EHSXB04P50D3,ERGA04EVA / EHSXB04P50D3,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",17.08.2018, DAIKIN Europe N.V.,DAIKIN ALTHERMA 3 R ECH2O 04KW (500L) (/A),Outdoor Air/Water,Electricity
 ait-deutschland GmbH NOVELAN L12 Split-HV 12,NOVELAN L12 Split-HV 12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"2,900 kg",29.04.2020, ait-deutschland GmbH,L12 Split,Outdoor Air/Water,Electricity
 Olimpia Splendid S.p.A. SHERPA S3 E 4 - SHERPA AQUADUE S3 E 4,SHERPA S3 E 4 - SHERPA AQUADUE S3 E 4,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",23.01.2023, Olimpia Splendid S.p.A.,Sherpa S3 E 4 - 6,Outdoor Air/Water,Electricity
 Olimpia Splendid S.p.A. SHERPA S3 E 6 - SHERPA AQUADUE S3 E 6,SHERPA S3 E 6 - SHERPA AQUADUE S3 E 6,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",23.01.2023, Olimpia Splendid S.p.A.,Sherpa S3 E 4 - 6,Outdoor Air/Water,Electricity
 Viessmann Faulquemont SAS VIESSMANN Vitocal 060-A Typ T0E-ze 060-A (180l),VIESSMANN Vitocal 060-A Typ T0E-ze 060-A (180l),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,R1234ze,"1,150 kg",04.09.2020, Viessmann Faulquemont SAS,VIESSMANN Vitocal 060-A (180 L),Heat Pump for Domestic Hot Water (DHW),Electricity
 Foshan Ecoview Energy Saving Facility Ltd EV-DCM15,EV-DCM15,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,R32,"2,300 kg",29.11.2022, Foshan Ecoview Energy Saving Facility Ltd,DC Inverter Air To Water Heat Pump 15,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUZ-SWM140VAA + EHSD-*M*D,PUZ-SWM140VAA + EHSD-*M*D,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"1,800 kg",26.04.2023, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter (TR) 14 + 200D AA,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUZ-SWM140VAA + EHST20D-*M*D,PUZ-SWM140VAA + EHST20D-*M*D,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"1,800 kg",26.04.2023, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter (TR) 14 + 200D AA,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUZ-SWM140VAA + ERSD-*M*D,PUZ-SWM140VAA + ERSD-*M*D,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,R32,"1,800 kg",26.04.2023, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter (TR) 14 + 200D AA,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUZ-SWM140VAA + ERST20D-*M*D,PUZ-SWM140VAA + ERST20D-*M*D,4,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,R32,"1,800 kg",26.04.2023, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter (TR) 14 + 200D AA,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUZ-SWM140YAA + EHSD-*M*D,PUZ-SWM140YAA + EHSD-*M*D,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,R32,"1,800 kg",26.04.2023, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter (TR) 14 + 200D AA,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUZ-SWM140YAA + EHST20D-*M*D,PUZ-SWM140YAA + EHST20D-*M*D,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,R32,"1,800 kg",26.04.2023, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter (TR) 14 + 200D AA,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUZ-SWM140YAA + ERSD-*M*D,PUZ-SWM140YAA + ERSD-*M*D,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,3,0,R32,"1,800 kg",26.04.2023, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter (TR) 14 + 200D AA,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUZ-SWM140YAA + ERST20D-*M*D,PUZ-SWM140YAA + ERST20D-*M*D,4,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,3,0,R32,"1,800 kg",26.04.2023, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter (TR) 14 + 200D AA,Outdoor Air/Water,Electricity
 BDR Thermea FR (CHAPPEE) AWHPR 6 MR CHAPPEE + Mod.Int. N-DUO 4-8/E R32,AWHPR 6 MR CHAPPEE + Mod.Int. N-DUO 4-8/E R32,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,200 kg",12.11.2021, BDR Thermea FR (CHAPPEE),CHAPPEE Eria-N DUO R32 6/8 MR,Outdoor Air/Water,Electricity
 BDR Thermea FR (CHAPPEE) AWHPR 6 MR CHAPPEE + Mod.Int. N-DUO 4-8/H R32,AWHPR 6 MR CHAPPEE + Mod.Int. N-DUO 4-8/H R32,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,200 kg",12.11.2021, BDR Thermea FR (CHAPPEE),CHAPPEE Eria-N DUO R32 6/8 MR,Outdoor Air/Water,Electricity
 BDR Thermea FR (CHAPPEE) AWHPR 6 MR CHAPPEE + Mod.Int. N-DUO 4-8/H R32 ,AWHPR 6 MR CHAPPEE + Mod.Int. N-DUO 4-8/H R32 ,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,200 kg",12.11.2021, BDR Thermea FR (CHAPPEE),CHAPPEE Eria-N DUO R32 6/8 MR,Outdoor Air/Water,Electricity
 BDR Thermea FR (CHAPPEE) AWHPR 8 MR CHAPPEE + Mod.Int. N-DUO 4-8/E R32,AWHPR 8 MR CHAPPEE + Mod.Int. N-DUO 4-8/E R32,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,200 kg",12.11.2021, BDR Thermea FR (CHAPPEE),CHAPPEE Eria-N DUO R32 6/8 MR,Outdoor Air/Water,Electricity
 BDR Thermea FR (CHAPPEE) AWHPR 8 MR CHAPPEE + Mod.Int. N-DUO 4-8/E R32 ,AWHPR 8 MR CHAPPEE + Mod.Int. N-DUO 4-8/E R32 ,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,200 kg",12.11.2021, BDR Thermea FR (CHAPPEE),CHAPPEE Eria-N DUO R32 6/8 MR,Outdoor Air/Water,Electricity
 BDR Thermea FR (CHAPPEE) AWHPR 8 MR CHAPPEE + Mod.Int. N-DUO 4-8/H R32,AWHPR 8 MR CHAPPEE + Mod.Int. N-DUO 4-8/H R32,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,200 kg",12.11.2021, BDR Thermea FR (CHAPPEE),CHAPPEE Eria-N DUO R32 6/8 MR,Outdoor Air/Water,Electricity
 BDR Thermea FR (CHAPPEE) AWHPR 8 MR CHAPPEE + Mod.Int. N-DUO 4-8/H R32 ,AWHPR 8 MR CHAPPEE + Mod.Int. N-DUO 4-8/H R32 ,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,200 kg",12.11.2021, BDR Thermea FR (CHAPPEE),CHAPPEE Eria-N DUO R32 6/8 MR,Outdoor Air/Water,Electricity
 BAXI S.p.A. AWHPR 4 MR + SYSMGR ALYA 4-8M E WH,AWHPR 4 MR + SYSMGR ALYA 4-8M E WH,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,2,R32,"1,200 kg",03.12.2021, BAXI S.p.A.,ALYA WH 4,Outdoor Air/Water,Electricity
 BAXI S.p.A. AWHPR 4 MR + SYSMGR ALYA 4-8M H WH,AWHPR 4 MR + SYSMGR ALYA 4-8M H WH,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,2,R32,"1,200 kg",03.12.2021, BAXI S.p.A.,ALYA WH 4,Outdoor Air/Water,Electricity
 Bosch Thermotechnik GmbH Bosch Compress 7000 LW 48,Bosch Compress 7000 LW 48,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,R410A,"7,500 kg",, Bosch Thermotechnik GmbH,Bosch Compress 7000 LW 48,Brine/Water,
 Advantix S.p.A. i-32V5/KA/04,i-32V5/KA/04,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",07.06.2021, Advantix S.p.A.,i-32V5 04,Outdoor Air/Water,Electricity
 Advantix S.p.A. i-32V504,i-32V504,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,500 kg",07.06.2021, Advantix S.p.A.,i-32V5 04,Outdoor Air/Water,Electricity
 FHE Manufacturing InelioDynamic 08,InelioDynamic 08,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,R410A,"1,300 kg",16.06.2021, FHE Manufacturing,InelioDynamic 08,Outdoor Air/Water,Electricity
 DAIKIN Europe N.V. EKHH2E200AV3(3),EKHH2E200AV3(3),3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,R134a,"0,900 kg",, DAIKIN Europe N.V.,DAIKIN / ROTEX MONOBLOC DOMESTIC HOT WATER HEAT PUMP 200L,Heat Pump for Domestic Hot Water (DHW),
 DAIKIN Europe N.V. RKHH2E200AV33,RKHH2E200AV33,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,R134a,"0,900 kg",, DAIKIN Europe N.V.,DAIKIN / ROTEX MONOBLOC DOMESTIC HOT WATER HEAT PUMP 200L,Heat Pump for Domestic Hot Water (DHW),
 BDR THERMEA FR (BRÖTJE) MONO AWHP 11 MR,MONO AWHP 11 MR,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R410A,"3,300 kg",02.06.2020, BDR THERMEA FR (BRÖTJE),BRÖTJE MONO AWHP 11,Outdoor Air/Water,Electricity
 BDR THERMEA FR (BRÖTJE) MONO AWHP 11 TR,MONO AWHP 11 TR,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,R410A,"3,300 kg",02.06.2020, BDR THERMEA FR (BRÖTJE),BRÖTJE MONO AWHP 11,Outdoor Air/Water,Electricity
 Advantix S.p.A. CALIDO1 300,CALIDO1 300,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,R134a,"0,920 kg",21.12.2020, Advantix S.p.A.,CALIDO1 300,Heat Pump for Domestic Hot Water (DHW),Electricity
 Advantix S.p.A. CALIDO1 300-D,CALIDO1 300-D,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,R134a,"0,920 kg",21.12.2020, Advantix S.p.A.,CALIDO1 300,Heat Pump for Domestic Hot Water (DHW),Electricity
 Advantix S.p.A. CALIDO1 300-S,CALIDO1 300-S,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,R134a,"0,920 kg",21.12.2020, Advantix S.p.A.,CALIDO1 300,Heat Pump for Domestic Hot Water (DHW),Electricity
 Panasonic Marketing Europe GmbH WH-MXC16J9E8 + PAW-TD20C1E5,WH-MXC16J9E8 + PAW-TD20C1E5,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,R32,"1,800 kg",22.12.2022, Panasonic Marketing Europe GmbH,Aquarea Monobloc 16 kW T-CAP (J Series) + TD20,Outdoor Air/Water,Electricity
 Bosch Thermotechnik GmbH Bosch CS5000AW 38 O,Bosch CS5000AW 38 O,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,R407c,"15,700 kg",14.12.2021, Bosch Thermotechnik GmbH,Bosch CS5000AW 38 O,Outdoor Air/Water,Electricity
 Bosch Thermotechnik GmbH Bosch CS5000AW 38 OR,Bosch CS5000AW 38 OR,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,R407c,"15,700 kg",14.12.2021, Bosch Thermotechnik GmbH,Bosch CS5000AW 38 O,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUZ-SHWM120VAA + EHST30D-*M*D,PUZ-SHWM120VAA + EHST30D-*M*D,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,R32,"1,800 kg",26.04.2023, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 12 + 300D AA,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUZ-SHWM120VAA + ERST30D-*M*D,PUZ-SHWM120VAA + ERST30D-*M*D,4,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,R32,"1,800 kg",26.04.2023, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 12 + 300D AA,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUZ-SHWM120YAA + EHST30D-*M*D,PUZ-SHWM120YAA + EHST30D-*M*D,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,R32,"1,800 kg",26.04.2023, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 12 + 300D AA,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUZ-SHWM120YAA + ERST30D-*M*D,PUZ-SHWM120YAA + ERST30D-*M*D,4,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,3,0,R32,"1,800 kg",26.04.2023, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 12 + 300D AA,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUZ-WM50VHA(-BS),PUZ-WM50VHA(-BS),2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,R32,"2,000 kg",22.06.2020, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 5-200D Packaged,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUZ-WM50VHA(-BS) + EHPT20X-*M*D,PUZ-WM50VHA(-BS) + EHPT20X-*M*D,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,R32,"2,000 kg",22.06.2020, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 5-200D Packaged,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUZ-WM50VHA(-BS) + EHPT20X-M*D,PUZ-WM50VHA(-BS) + EHPT20X-M*D,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,R32,"2,000 kg",22.06.2020, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 5-200D Packaged,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUZ-WM50VHA(-BS) + EHPX-*M*D,PUZ-WM50VHA(-BS) + EHPX-*M*D,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,R32,"2,000 kg",22.06.2020, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 5-200D Packaged,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUZ-WM50VHA(-BS) + EHPX-M*D,PUZ-WM50VHA(-BS) + EHPX-M*D,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,R32,"2,000 kg",22.06.2020, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 5-200D Packaged,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUZ-WM50VHA(-BS) + ERPT20X-*M*D,PUZ-WM50VHA(-BS) + ERPT20X-*M*D,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,R32,"2,000 kg",22.06.2020, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 5-200D Packaged,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUZ-WM50VHA(-BS) + ERPT20X-M*D,PUZ-WM50VHA(-BS) + ERPT20X-M*D,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,R32,"2,000 kg",22.06.2020, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 5-200D Packaged,Outdoor Air/Water,Electricity
" Gree Electric Appliances, Inc. of Zhuhai GRS-CQ10PdG/NhH2-E",GRS-CQ10PdG/NhH2-E,4,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,R32,"1,100 kg",18.01.2022," Gree Electric Appliances, Inc. of Zhuhai",VERSATI AIO G2 8-10kW,Outdoor Air/Water,Electricity
" Gree Electric Appliances, Inc. of Zhuhai GRS-CQ8.0PdG/NhH2-E",GRS-CQ8.0PdG/NhH2-E,4,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,R32,"1,100 kg",18.01.2022," Gree Electric Appliances, Inc. of Zhuhai",VERSATI AIO G2 8-10kW,Outdoor Air/Water,Electricity
 Dream Maker Technologie GmbH DM Ecoline Monoblock 9kw-O /  DM Ecoline Monoblock 9kw-I,DM Ecoline Monoblock 9kw-O /  DM Ecoline Monoblock 9kw-I,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,R32,"1,400 kg",02.02.2023, Dream Maker Technologie GmbH,DM Ecoline - R32 - 09,Outdoor Air/Water,Electricity
 Thermia Thermia Calibra Eco 12 230V,Thermia Calibra Eco 12 230V,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,R452B,"1,300 kg",25.08.2021, Thermia,Thermia Calibra Eco 12,Brine/Water and Water/Water,Electricity
 Thermia Thermia Calibra Eco 12 400V,Thermia Calibra Eco 12 400V,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,R452B,"1,300 kg",25.08.2021, Thermia,Thermia Calibra Eco 12,Brine/Water and Water/Water,Electricity
 Thermia Thermia Calibra Eco 12 Duo 230V,Thermia Calibra Eco 12 Duo 230V,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,R452B,"1,300 kg",25.08.2021, Thermia,Thermia Calibra Eco 12,Brine/Water and Water/Water,Electricity
 Thermia Thermia Calibra Eco 12 Duo 400V,Thermia Calibra Eco 12 Duo 400V,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,R452B,"1,300 kg",25.08.2021, Thermia,Thermia Calibra Eco 12,Brine/Water and Water/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUZ-HWM140VHA(-BS) + EHPT30X-*M*D,PUZ-HWM140VHA(-BS) + EHPT30X-*M*D,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,R32,"3,300 kg",27.07.2020, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan 14-300D Packaged,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUZ-HWM140VHA(-BS) + EHPT30X-M*D,PUZ-HWM140VHA(-BS) + EHPT30X-M*D,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,R32,"3,300 kg",27.07.2020, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan 14-300D Packaged,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUZ-HWM140VHA(-BS) + ERPT30X-*M*D,PUZ-HWM140VHA(-BS) + ERPT30X-*M*D,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,R32,"3,300 kg",27.07.2020, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan 14-300D Packaged,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUZ-HWM140YHA(-BS) + EHPT30X-*M*D,PUZ-HWM140YHA(-BS) + EHPT30X-*M*D,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,R32,"3,300 kg",27.07.2020, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan 14-300D Packaged,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUZ-HWM140YHA(-BS) + EHPT30X-M*D,PUZ-HWM140YHA(-BS) + EHPT30X-M*D,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,R32,"3,300 kg",27.07.2020, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan 14-300D Packaged,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUZ-HWM140YHA(-BS) + ERPT30X-*M*D,PUZ-HWM140YHA(-BS) + ERPT30X-*M*D,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,R32,"3,300 kg",27.07.2020, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan 14-300D Packaged,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUD-SWM100VAA(-BS) + E*ST30D-*M*D,PUD-SWM100VAA(-BS) + E*ST30D-*M*D,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R32,"1,600 kg",06.10.2020, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 10/12-300D AA,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUD-SWM100VAA(-BS) + E*ST30D-M*D,PUD-SWM100VAA(-BS) + E*ST30D-M*D,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,R32,"1,600 kg",06.10.2020, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 10/12-300D AA,Outdoor Air/Water,Electricity
 Mitsubishi Electric Air Conditioning Systems Europe LTD PUD-SWM100YAA(-BS) + E*ST30D-*M*D,PUD-SWM100YAA(-BS) + E*ST30D-*M*D,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,R32,"1,600 kg",06.10.2020, Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 10/12-300D AA,Outdoor Air/Water,Electricity
