manufacturers,models,titel,dates,types,refrigerants,mass_of_refrigerants,spl_indoor_l,spl_outdoor_l,eta_l,p_rated_l,scop_l,t_biv,tol,p_th_minus7_l,cop_minus7_l,p_el_minus7_l,p_th_2_l,cop_2_l,p_el_2_l,p_th_7_l,cop_7_l,p_el_7_l,p_th_12_l,cop_12_l,p_el_12_l,p_th_tbiv_l,cop_tbiv_l,p_el_tbiv_l,p_th_tol_l,cop_tol_l,p_el_tol_l,rated_airflows_l,wtols,poffs,ptos,psbs,pcks,supp_energy_types,p_sups_l,p_design_cools_l,seers_l,pdcs_35_l,eer_35_l,p_el_35_l,pdcs_30_l,eer_30_l,p_el_30_l,pdcs_25_l,eer_25_l,p_el_25_l,pdcs_20_l,eer_20_l,p_el_20_l,spl_indoor_h,spl_outdoor_h,eta_h,p_rated_h,p_th_minus7_h,cop_minus7_h,p_el_minus7_h,p_th_2_h,cop_2_h,p_el_2_h,p_th_7_h,cop_7_h,p_el_7_h,p_th_12_h,cop_12_h,p_el_12_h,p_th_tbiv_h,cop_tbiv_h,p_el_tbiv_h,p_th_tol_h,cop_tol_h,p_el_tol_h,rated_airflows_h,p_sups_h,p_design_cools_h,seers_h,pdcs_35_h,eer_35_h,p_el_35_h,pdcs_30_h,eer_30_h,p_el_30_h,pdcs_25_h,eer_25_h,p_el_25_h,pdcs_20_h,eer_20_h,p_el_20_h,p_el_minus7_l_n,p_el_2_l_n,p_el_7_l_n,p_el_12_l_n,p_el_tbiv_l_n,p_el_tol_l_n,p_el_35_l_n,p_el_30_l_n,p_el_25_l_n,p_el_20_l_n,p_el_minus7_h_n,p_el_2_h_n,p_el_7_h_n,p_el_12_h_n,p_el_tbiv_h_n,p_el_tol_h_n,p_el_35_h_n,p_el_30_h_n,p_el_25_h_n,p_el_20_h_n,Subtype,Group
 Advantix S.p.A.,i-SHWAK V4 16,i-SHWAK V4 16,26.05.2020,Outdoor Air/Water,R410A,"4,600 kg",40.0,68,157.0,10.0,4.0,-7.0,-10.0,9800,2.55,3843,6000,4.02,1493,6900,5.11,1350,7800,5.42,1439,9800,2.55,3843,8700,2.22,3919,,39.0,0.0,11.0,11.0,0.0,0,0.0,14.65,5.06,14650.0,3.24,4522.0,10790.0,4.71,2291.0,6930.0,5.81,1193.0,7030.0,6.28,1119.0,40.0,68,123.0,9.0,9100,1.65,5515,6400,3.08,2078,7600,4.43,1716,7900,6.5,1215,9100,1.65,5515,7400,1.3,5692,,0.0,,,,4.829603188283364,,,7.2591312341745295,,,8.934001549316617,,,10.595716109159335,,0.6968268359020853,0.270716228467815,0.2447869446962828,0.2609247506799637,0.6968268359020853,0.7106074342701723,1.0,0.5066342326404246,0.2638213180008845,0.2474568774878372,1.0,0.3767905711695376,0.3111514052583862,0.2203082502266545,1.0,1.0320942883046238,0.7905217467634652,0.4223994902190672,0.2395583880349417,0.1692299863844374,Regulated,1.0
 Airwell Residential S.A.S.,PAC BT MB 10/12/14/16 kW 1ph,PAC BT MB 10KW H11,30.07.2018,Outdoor Air/Water,R410A,"3,600 kg",,67,165.0,10.0,4.2,-10.0,-10.0,9100,2.74,3321,5300,4.1,1293,3500,5.9,593,1400,4.4,318,9800,2.48,3952,9800,2.48,3952,,49.0,17.0,6.0,17.0,18.0,1,0.0,,,,,,,,,,,,,,,,67,127.0,11.0,9700,1.93,5026,6200,3.12,1987,4200,4.63,907,2700,5.26,513,9700,1.93,5026,11000,1.81,6077,,0.0,,,,,,,,,,,,,,,0.6607640270592917,0.2572622363708715,0.1179864703541583,0.0632709908475925,0.7863111818543573,0.7863111818543573,,,,,1.0,0.3953442101074413,0.1804615996816554,0.1020692399522483,1.0,1.2091126144050934,,,,,Regulated,1.0
 Airwell Residential S.A.S.,PAC BT MB 10/12/14/16 kW 1ph,PAC BT MB 14KW H11,30.07.2018,Outdoor Air/Water,R410A,"3,600 kg",,73,174.0,14.0,4.43,-8.0,-10.0,12800,2.78,4604,7800,4.09,1907,4800,6.12,784,3100,8.83,351,13000,2.84,4577,11800,2.59,4556,,49.0,17.0,6.0,17.0,18.0,1,2.3,,,,,,,,,,,,,,,,73,127.0,13.0,11700,2.05,5707,7300,3.09,2362,4600,4.53,1015,2300,5.28,436,11700,2.05,5707,10800,1.74,6207,,2.2,,,,,,,,,,,,,,,0.8067285789381461,0.3341510425792885,0.1373751533204836,0.061503416856492,0.8019975468722621,0.7983178552654635,,,,,1.0,0.4138776940599264,0.1778517609952689,0.0763974066935342,1.0,1.087611704923778,,,,,Regulated,1.0
 Airwell Residential S.A.S.,PAC BT MB 10/12/14/16 kW 1ph,PAC BT MB 16KW H11,30.07.2018,Outdoor Air/Water,R410A,"3,600 kg",,73,168.0,16.0,4.28,-6.0,-10.0,13500,2.78,4856,9000,3.99,2256,6100,6.12,997,3100,7.84,395,13900,2.8,4964,11600,2.38,4874,,49.0,17.0,6.0,17.0,18.0,1,4.8,,,,,,,,,,,,,,,,73,125.0,14.0,12300,2.02,6089,7900,3.05,2590,5100,4.57,1116,2100,4.77,440,12300,2.02,6089,10200,1.68,6071,,3.7,,,,,,,,,,,,,,,0.797503695188044,0.3705041878797832,0.1637378879947446,0.0648710789949088,0.8152405977993102,0.800459845623255,,,,,1.0,0.4253572015109213,0.1832813269830842,0.0722614550829364,1.0,0.997043849564789,,,,,Regulated,1.0
 Airwell Residential S.A.S.,PAC BT MB 12/14/16 kW 3ph,PAC BT MB 12KW H13,30.07.2018,Outdoor Air/Water,R410A,"3,600 kg",,70,175.0,12.0,4.46,-7.0,-10.0,10600,2.83,3746,6600,4.08,1618,4400,6.22,707,3700,9.37,395,10600,2.83,3746,10900,2.47,4413,,49.0,27.0,6.0,27.0,1.0,1,1.1,,,,,,,,,,,,,,,,70,127.0,11.0,9500,1.93,4922,6200,3.18,1950,4000,4.5,889,2700,5.01,539,9500,1.93,4922,10600,1.66,6386,,0.4,,,,,,,,,,,,,,,0.761072734660707,0.3287281592848435,0.1436407964242178,0.0802519301097115,0.761072734660707,0.8965867533522958,,,,,1.0,0.3961804144656644,0.1806176351076798,0.1095083299471759,1.0,1.297440065014222,,,,,Regulated,1.0
 Airwell Residential S.A.S.,PAC BT MB 12/14/16 kW 3ph,PAC BT MB 14KW H13,30.07.2018,Outdoor Air/Water,R410A,"3,600 kg",,70,170.0,14.0,4.33,-7.0,-10.0,12000,2.66,4511,7200,3.97,1814,4900,6.36,770,3800,9.0,422,12000,2.66,4511,10900,2.41,4523,,49.0,27.0,6.0,27.0,1.0,1,2.7,,,,,,,,,,,,,,,,73,128.0,13.0,11600,2.02,5743,7500,3.1,2419,4700,4.68,1004,2800,5.2,538,11600,2.02,5743,11700,1.77,6610,,1.5,,,,,,,,,,,,,,,0.7854779731847467,0.3158627894828487,0.1340762667595333,0.0734807591850949,0.7854779731847467,0.7875674734459341,,,,,1.0,0.4212084276510534,0.1748215218526902,0.0936792617099077,1.0,1.1509663938707992,,,,,Regulated,1.0
 Airwell Residential S.A.S.,PAC BT MB 12/14/16 kW 3ph,PAC BT MB 16KW H13,30.07.2018,Outdoor Air/Water,R410A,"3,600 kg",,73,165.0,16.0,4.2,-5.0,-10.0,12000,2.65,4528,8600,3.97,2166,5600,6.03,929,4000,8.54,468,13000,2.9,4483,11000,2.36,4661,,49.0,27.0,6.0,27.0,1.0,1,5.1,,,,,,,,,,,,,,,,73,126.0,14.0,11700,1.99,5879,7800,3.02,2583,5100,4.7,1085,2800,5.28,530,12100,2.09,5789,10600,1.78,5955,,3.7,,,,,,,,,,,,,,,0.7701990134376595,0.3684300051029086,0.1580200714407212,0.0796053750637863,0.7625446504507569,0.7928219084878381,,,,,1.0,0.4393604354482054,0.1845551964619833,0.0901513862901854,0.9846912740261948,1.012927368600102,,,,,Regulated,1.0
 Airwell Residential S.A.S.,PAC BT MB 5/7/9 kW 1ph,PAC BT MB 9KW H11,30.07.2018,Outdoor Air/Water,R410A,"2,400 kg",,67,159.0,9.0,4.05,-7.0,-10.0,7830,2.43,3222,4950,3.7,1338,3180,6.11,520,1510,7.47,202,7830,2.43,3222,7530,2.38,3164,,49.0,16.0,16.0,16.0,34.0,1,1.32,,,,,,,,,,,,,,,,67,127.0,9.0,7700,1.98,3889,4900,3.02,1623,3200,4.67,685,1400,6.16,227,7700,1.98,3889,7000,1.78,3933,,0.0,,,,,,,,,,,,,,,0.8284906145538699,0.3440473129339161,0.1337104654152738,0.0519413731036256,0.8284906145538699,0.8135767549498586,,,,,1.0,0.4173309334019028,0.1761378246335819,0.0583697608639753,1.0,1.0113139624582157,,,,,Regulated,1.0
 Airwell Residential S.A.S.,WELLEA MONOBLOC 12/14/16 KW 3ph,WELLEA MONOBLOC 14 KW 3PH,17.01.2020,Outdoor Air/Water,R32,"2,800 kg",,71,168.0,14.0,4.27,-7.0,-10.0,12470,2.84,4391,7480,4.19,1785,2230,5.3,421,2230,5.3,421,12470,2.84,4391,12720,2.51,5068,,60.0,9.0,26.0,9.0,0.0,1,1.4,,,,,,,,,,,,,,,,71,128.0,14.0,12180,2.05,5941,7840,3.18,2465,2570,5.14,500,2570,5.14,500,12180,2.05,5941,11680,1.74,6713,,2.1,,,,,,,,,,,,,,,0.7391011614206363,0.3004544689446221,0.070863490994782,0.070863490994782,0.7391011614206363,0.8530550412388487,,,,,1.0,0.4149133142568591,0.0841609156707625,0.0841609156707625,1.0,1.1299444537956571,,,,,Regulated,1.0
 ait-deutschland GmbH,Jersey 5,Jabbah 5-1,29.04.2022,Outdoor Air/Water,R410A,"1,500 kg",,51,178.0,5.6,4.54,-7.0,-10.0,4910,2.68,1832,2860,4.37,654,1850,6.38,290,1760,7.67,229,4910,2.68,1832,4860,2.58,1884,,58.0,5.0,13.0,13.0,0.0,1,0.74,,,,,,,,,,,,,,,,51,134.0,5.4,4650,1.94,2397,2810,3.34,841,1910,4.68,408,1730,6.35,272,4650,1.94,2397,4820,1.84,2620,,0.58,,,,,,,,,,,,,,,0.7642886942010847,0.2728410513141426,0.1209845640383813,0.0955360867751355,0.7642886942010847,0.785982478097622,,,,,1.0,0.3508552357113058,0.1702127659574468,0.1134751773049645,1.0,1.0930329578639966,,,,,Regulated,1.0
 ait-deutschland GmbH,Jersey 7,Jabbah 7-1,29.04.2022,Outdoor Air/Water,R410A,"2,550 kg",,55,162.0,8.2,4.13,-8.0,-10.0,7180,2.65,2709,4140,3.99,1038,2630,5.34,493,2240,7.15,313,7220,2.59,2788,7940,2.56,3102,,58.0,41.0,45.0,45.0,0.0,1,0.26,,,,,,,,,,,,,,,,55,123.0,7.49,6550,2.03,3227,3700,3.0,1233,2490,4.25,586,2160,5.6,386,6550,2.03,3227,5260,1.75,3006,,2.33,,,,,,,,,,,,,,,0.8394793926247288,0.3216609854353889,0.1527734738146885,0.0969941121784939,0.8639603346761698,0.9612643321970872,,,,,1.0,0.3820886272079331,0.1815928106600557,0.1196157421753951,1.0,0.93151533932445,,,,,Regulated,1.0
 ait-deutschland GmbH,L12 Split,alpha innotec L12 Split-HM 12,29.04.2020,Outdoor Air/Water,R410A,"2,900 kg",35.0,58,174.0,11.5,4.42,-7.0,-10.0,10300,2.91,3540,6300,4.34,1452,4100,5.51,744,4800,6.96,690,10200,2.89,3529,9300,2.66,3496,,65.0,2.0,20.0,15.0,35.0,1,2.2,,,,,,,,,,,,,,,35.0,58,132.0,10.0,8900,1.99,4472,5500,3.22,1708,3500,4.61,759,5000,6.25,800,9200,1.9,4842,8100,1.92,4219,,1.9,,,,,,,,,,,,,,,0.7915921288014311,0.3246869409660107,0.1663685152057245,0.1542933810375671,0.7891323792486583,0.7817531305903399,,,,,1.0,0.3819320214669052,0.1697227191413237,0.1788908765652951,1.082737030411449,0.9434257602862254,,,,,Regulated,1.0
 ait-deutschland GmbH,L6 Split,alpha innotec L6 Split-HM 6,29.04.2020,Outdoor Air/Water,R410A,"1,500 kg",35.0,51,188.0,4.8,4.77,-7.0,-10.0,4300,2.6,1654,2600,4.84,537,1700,6.91,246,2700,7.72,350,4300,2.6,1654,3200,2.24,1429,,65.0,7.0,12.0,12.0,0.0,1,1.6,,,,,,,,,,,,,,,35.0,51,131.0,5.3,4700,1.88,2500,2800,3.26,859,1800,4.72,381,2700,6.47,417,4700,1.88,2500,4100,1.77,2316,,1.2,,,,,,,,,,,,,,,0.6616,0.2148,0.0984,0.14,0.6616,0.5716,,,,,1.0,0.3436,0.1524,0.1668,1.0,0.9264,,,,,Regulated,1.0
 ait-deutschland GmbH,L8 Split,alpha innotec L8 Split-HM 12,29.04.2020,Outdoor Air/Water,R410A,"2,600 kg",35.0,55,172.0,8.2,4.37,-8.0,-10.0,7400,2.92,2534,4500,4.3,1047,2900,5.41,536,3500,6.51,538,7400,2.86,2587,6800,2.67,2547,,65.0,2.0,15.0,15.0,30.0,1,1.4,,,,,,,,,,,,,,,35.0,55,127.0,7.0,6300,1.94,3247,3900,3.11,1254,2600,4.42,588,3700,5.93,624,6600,1.83,3607,5900,1.86,3172,,1.1,,,,,,,,,,,,,,,0.7804126886356637,0.3224514936864798,0.1650754542654758,0.1656914074530335,0.796735448105944,0.784416384354789,,,,,1.0,0.3862026485987065,0.1810902371419772,0.1921773945180166,1.1108715737603942,0.9769017554665844,,,,,Regulated,1.0
 ait-deutschland GmbH,LW 101,LW 101,08.10.2019,Outdoor Air/Water,R407c,"4,800 kg",58.0,,149.0,9.9,3.81,-5.0,-10.0,7530,2.97,2535,9540,3.78,2524,10430,4.69,2224,12190,5.15,2367,8000,3.19,2508,6840,2.7,2533,,65.0,10.0,10.0,10.0,0.0,1,3.06,,,,,,,,,,,,,,,58.0,,121.0,9.35,6980,2.03,3438,9410,3.11,3026,10400,4.04,2574,12170,5.02,2424,7550,2.25,3356,6270,1.79,3503,,3.08,,,,,,,,,,,,,,,0.7373472949389179,0.7341477603257708,0.6468877254217569,0.6884816753926701,0.7294938917975567,0.7367655613728912,,,,,1.0,0.8801628853984875,0.7486910994764397,0.7050610820244329,0.9761489237929027,1.0189063408958696,,,,,On-Off,4.0
 ait-deutschland GmbH,LW 121,LW 121,08.10.2019,Outdoor Air/Water,R407c,"5,800 kg",58.0,,153.0,13.7,3.9,-4.0,-10.0,9220,3.05,3023,11900,3.94,3020,12990,4.86,2673,15090,5.32,2836,10130,3.4,2979,8360,2.78,3007,,65.0,10.0,10.0,10.0,0.0,1,5.34,,,,,,,,,,,,,,,58.0,,122.0,12.51,8700,2.08,4183,11520,3.11,3704,12560,4.14,3034,15030,5.18,2902,9620,2.39,4025,7860,1.85,4249,,4.65,,,,,,,,,,,,,,,0.7226870666985418,0.7219698780779344,0.6390150609610328,0.6779823093473584,0.7121683002629692,0.7188620607219699,,,,,1.0,0.8854888835763806,0.7253167583074348,0.6937604590007171,0.9622280659813532,1.0157781496533589,,,,,On-Off,4.0
 ait-deutschland GmbH,LW 140,LW 140 (L),08.10.2019,Outdoor Air/Water,R407c,"10,200 kg",58.0,,157.0,14.43,4.0,-5.0,-10.0,11000,3.13,3514,13900,3.94,3528,14530,4.94,2941,16370,5.43,3015,11660,3.34,3491,10150,2.87,3537,,50.0,10.0,10.0,10.0,0.0,1,4.28,,,,,,,,,,,,,,,58.0,,125.0,13.71,10400,2.16,4815,13490,3.1,4352,14350,4.28,3353,16340,5.27,3101,11070,2.34,4731,9580,1.96,4888,,4.13,,,,,,,,,,,,,,,0.7298026998961579,0.7327102803738318,0.6107995846313603,0.6261682242990654,0.7250259605399793,0.7345794392523365,,,,,1.0,0.9038421599169264,0.6963655244029076,0.6440290758047768,0.9825545171339564,1.015160955347871,,,,,On-Off,4.0
 ait-deutschland GmbH,LW 180,LW 180 (L),08.10.2019,Outdoor Air/Water,R407c,"6,800 kg",59.0,,158.0,20.03,4.03,-4.0,-10.0,14280,2.94,4857,17480,3.94,4437,10090,5.38,1875,12900,5.96,2164,15410,3.3,4670,13170,2.65,4970,,60.0,10.0,10.0,10.0,0.0,1,6.86,,,,,,,,,,,,,,,59.0,,118.0,18.5,12780,1.94,6588,16920,2.93,5775,10080,4.21,2394,12860,5.39,2386,14230,2.23,6381,11300,1.68,6726,,7.2,,,,,,,,,,,,,,,0.7372495446265938,0.6734972677595629,0.284608378870674,0.3284760170006072,0.7088646023072253,0.7544019429265331,,,,,1.0,0.8765938069216758,0.3633879781420765,0.362173649058895,0.9685792349726776,1.0209471766848817,,,,,Regulated,1.0
 ait-deutschland GmbH,LW 251,LW 251 (L),08.10.2019,Outdoor Air/Water,R407c,"9,800 kg",63.0,,155.0,25.31,3.95,-5.0,-10.0,19360,2.96,6541,24230,3.77,6427,14340,5.06,2834,16850,5.9,2856,20440,3.18,6428,17750,2.66,6673,,70.0,10.0,10.0,10.0,0.0,1,7.56,,,,,,,,,,,,,,,63.0,,122.0,25.01,19180,2.07,9266,23930,3.02,7924,14290,4.13,3460,16820,5.44,3092,20200,2.24,9018,17700,1.83,9672,,7.31,,,,,,,,,,,,,,,0.7059140945391755,0.6936110511547593,0.3058493416792575,0.3082236132095834,0.693718972587956,0.720159723721131,,,,,1.0,0.8551694366501187,0.3734081588603496,0.3336930714439888,0.9732354845672352,1.043816101877833,,,,,Regulated,1.0
 ait-deutschland GmbH,LW 300,LW 300(L),20.07.2020,Outdoor Air/Water,R448A,"10,000 kg",68.0,68,138.0,21.95,3.53,-10.0,-10.0,19410,2.65,7325,16370,3.59,4560,17990,4.05,4442,23010,5.28,4358,21950,2.45,8959,21950,2.45,8959,,60.0,38.0,24.0,38.0,0.0,1,0.0,,,,,,,,,,,,,,,68.0,68,114.0,23.02,20360,1.99,10231,16379,2.94,5571,18360,3.51,5231,23480,4.72,4975,23020,1.78,12933,23020,1.78,12933,,0.0,,,,,,,,,,,,,,,0.715961294106148,0.4457042322353631,0.4341706578047111,0.425960316684586,0.8756719773238197,0.8756719773238197,,,,,1.0,0.5445215521454403,0.511289219040172,0.4862672270550288,1.264099306030691,1.264099306030691,,,,,Regulated,1.0
 ait-deutschland GmbH,LW 310,LW 310 (L),08.10.2019,Outdoor Air/Water,R404A,"10,000 kg",68.0,,151.0,28.28,3.86,-7.0,-10.0,25020,2.92,8568,31120,3.67,8480,19400,4.86,3992,21200,5.26,4030,25020,2.92,8568,22930,2.63,8719,,58.0,10.0,10.0,10.0,0.0,1,5.35,,,,,,,,,,,,,,,68.0,,122.0,26.86,23760,2.03,11704,30530,3.02,10109,19050,4.05,4704,21110,4.92,4291,23760,2.03,11704,21510,1.76,12222,,5.35,,,,,,,,,,,,,,,0.7320574162679426,0.7245386192754614,0.34107997265892,0.3443267259056732,0.7320574162679426,0.744958988380041,,,,,1.0,0.8637218045112782,0.4019138755980861,0.3666267942583732,1.0,1.0442583732057416,,,,,Regulated,1.0
 ait-deutschland GmbH,LWC 100,LWC 100,06.09.2019,Outdoor Air/Water,R404A,"4,100 kg",55.0,,146.0,11.89,3.73,-4.0,-10.0,8430,2.86,2948,10510,3.77,2788,12410,4.63,2680,14060,5.03,2795,9140,3.19,2865,7690,2.59,2969,,58.0,10.0,10.0,10.0,0.0,1,4.2,,,,,,,,,,,,,,,55.0,,116.0,11.19,7830,2.01,3896,10170,2.93,3471,12150,3.93,3092,14000,4.88,2869,8610,2.27,3793,7170,1.79,4006,,4.02,,,,,,,,,,,,,,,0.7566735112936345,0.715605749486653,0.6878850102669405,0.7174024640657084,0.7353696098562629,0.7620636550308009,,,,,1.0,0.8909137577002053,0.7936344969199178,0.7363963039014374,0.9735626283367556,1.0282340862422998,,,,,On-Off,4.0
 ait-deutschland GmbH,LWC 120,LWC 120,06.09.2019,Outdoor Air/Water,R404A,"4,500 kg",55.0,,144.0,13.51,3.67,-4.0,-10.0,9540,2.78,3432,12030,3.66,3287,13950,4.68,2981,15560,4.93,3156,10390,3.11,3341,8680,2.53,3431,,58.0,10.0,10.0,10.0,0.0,1,4.83,,,,,,,,,,,,,,,55.0,,115.0,12.68,8820,1.9,4642,11620,2.92,3979,13650,4.02,3396,15500,4.79,3236,9750,2.21,4412,8080,1.7,4753,,4.6,,,,,,,,,,,,,,,0.7393364928909952,0.7080999569151228,0.6421800947867299,0.6798793623438173,0.7197328737613098,0.7391210685049547,,,,,1.0,0.8571736320551486,0.7315812149935372,0.6971133132270573,0.950452391210685,1.0239121068504955,,,,,On-Off,4.0
 ait-deutschland GmbH,LWC 60,LWC 60,06.09.2019,Outdoor Air/Water,R407c,"2,950 kg",55.0,,148.0,6.29,3.78,-5.0,-10.0,4740,2.91,1629,6230,3.79,1644,7110,4.78,1487,8090,5.09,1589,5080,3.14,1618,4270,2.63,1624,,60.0,10.0,10.0,10.0,0.0,1,2.02,,,,,,,,,,,,,,,55.0,,120.0,5.9,4420,2.02,2188,6020,3.07,1961,6990,4.16,1680,8080,4.96,1629,4770,2.23,2139,3920,1.76,2227,,1.98,,,,,,,,,,,,,,,0.7445155393053017,0.7513711151736746,0.6796160877513712,0.7262340036563071,0.7394881170018281,0.7422303473491774,,,,,1.0,0.8962522851919561,0.7678244972577697,0.7445155393053017,0.9776051188299816,1.0178244972577697,,,,,On-Off,4.0
 ait-deutschland GmbH,LWC 80,LWC 80,06.09.2019,Outdoor Air/Water,R407c,"3,200 kg",55.0,55,151.0,8.34,3.84,-5.0,-10.0,6320,2.98,2121,8160,3.81,2142,8610,4.82,1786,9950,5.08,1959,6740,3.21,2100,5720,2.68,2134,,60.0,10.0,10.0,10.0,0.0,1,2.62,,,,,,,,,,,,,,,55.0,55,122.0,7.85,5940,2.07,2870,7850,3.07,2557,8540,4.17,2048,9930,4.94,2010,6340,2.27,2793,5380,1.84,2924,,2.47,,,,,,,,,,,,,,,0.7390243902439024,0.7463414634146341,0.6222996515679442,0.6825783972125435,0.7317073170731707,0.7435540069686412,,,,,1.0,0.8909407665505227,0.713588850174216,0.7003484320557491,0.973170731707317,1.0188153310104529,,,,,On-Off,4.0
 ait-deutschland GmbH,LWD 50A,LWD 50A-HMD,12.05.2017,Outdoor Air/Water,R290,"0,950 kg",,57,164.0,6.02,4.16,-5.0,-10.0,4700,3.27,1437,5600,4.2,1333,7200,5.29,1361,8000,6.14,1303,4900,3.51,1396,4200,2.96,1419,,62.0,15.0,15.0,15.0,0.0,1,1.82,,,,,,,,,,,,,,,,57,125.0,5.41,4000,1.99,2010,5400,3.18,1698,7100,4.65,1527,7900,5.97,1323,4300,2.24,1920,3600,1.74,2069,,1.81,,,,,,,,,,,,,,,0.7149253731343284,0.66318407960199,0.6771144278606965,0.6482587064676617,0.6945273631840796,0.7059701492537314,,,,,1.0,0.844776119402985,0.7597014925373134,0.6582089552238806,0.9552238805970148,1.0293532338308458,,,,,On-Off,4.0
 ait-deutschland GmbH,LWD 50A/RX,LWD 50A/RX-HMD,24.11.2020,Outdoor Air/Water,R290,"2,100 kg",,57,152.0,5.78,3.87,-5.0,-10.0,4450,3.13,1422,5410,3.9,1387,6890,4.88,1412,7610,5.36,1420,4670,3.33,1402,4120,2.85,1446,,62.0,15.0,15.0,15.0,0.0,1,1.66,,,,,,,,,,,,,,,,57,125.0,5.41,4110,2.28,1803,5260,3.19,1649,6730,4.29,1569,7580,5.19,1461,4370,2.46,1776,3780,2.06,1835,,1.63,,,,,,,,,,,,,,,0.7886855241264559,0.769273433166944,0.7831392124237382,0.7875762617859123,0.7775929007210205,0.8019966722129783,,,,,1.0,0.9145867997781476,0.870216306156406,0.8103161397670549,0.9850249584026622,1.0177481974486966,,,,,On-Off,4.0
 ait-deutschland GmbH,LWD 50A/SX,LWD 50A/SX-HMD,24.11.2020,Outdoor Air/Water,R290,"0,950 kg",,58,152.0,6.37,3.88,-4.0,-10.0,4570,3.04,1503,5520,3.94,1401,7030,4.87,1444,7540,5.54,1361,4900,3.35,1463,4180,2.81,1488,,62.0,10.0,10.0,10.0,0.0,1,2.19,,,,,,,,,,,,,,,,58,127.0,5.91,4110,2.28,1803,5360,3.23,1659,6810,4.32,1576,7510,5.36,1401,4550,2.57,1770,3720,2.05,1815,,2.19,,,,,,,,,,,,,,,0.8336106489184693,0.7770382695507487,0.8008874098724348,0.754853022739878,0.8114254021075984,0.8252911813643927,,,,,1.0,0.9201331114808652,0.8740987243483084,0.7770382695507487,0.9816971713810316,1.0066555740432612,,,,,On-Off,4.0
 ait-deutschland GmbH,LWD 70A,LWD 70A-HMD,12.05.2017,Outdoor Air/Water,R290,"1,100 kg",,57,158.0,8.85,4.02,-4.0,-10.0,6300,3.28,1921,7800,4.09,1907,8500,4.81,1767,11500,6.21,1852,6800,2.95,2305,5700,2.95,1932,,70.0,15.0,15.0,15.0,0.0,1,3.15,,,,,,,,,,,,,,,,57,127.0,8.28,5800,2.21,2624,7500,3.25,2308,8500,4.2,2024,11500,6.21,1852,6400,2.52,2540,5200,1.92,2708,,3.24,,,,,,,,,,,,,,,0.7320884146341463,0.7267530487804879,0.6733993902439024,0.7057926829268293,0.8784298780487805,0.7362804878048781,,,,,1.0,0.8795731707317073,0.7713414634146342,0.7057926829268293,0.9679878048780488,1.0320121951219512,,,,,On-Off,4.0
 ait-deutschland GmbH,LWD 70A/RX,LWD 70A/RX-HMD,24.11.2020,Outdoor Air/Water,R290,"2,200 kg",,57,152.0,8.61,3.87,-4.0,-10.0,6180,3.18,1943,7460,3.94,1893,8690,4.66,1865,10340,5.58,1853,6620,3.47,1908,5600,2.9,1931,,62.0,15.0,15.0,15.0,0.0,1,3.01,,,,,,,,,,,,,,,,57,125.0,7.92,5580,2.28,2447,7120,3.18,2239,8750,4.18,2093,10320,5.43,1901,6090,2.56,2379,5050,2.04,2475,,2.87,,,,,,,,,,,,,,,0.7940335104209236,0.7736003269309358,0.7621577441765427,0.7572537801389456,0.7797302819779321,0.7891295463833266,,,,,1.0,0.914997956681651,0.8553330608908868,0.7768696362893339,0.9722108704536166,1.0114425827543931,,,,,On-Off,4.0
 ait-deutschland GmbH,LWD 70A/SX,LWD 70A/SX-HMD,24.11.2020,Outdoor Air/Water,R290,"1,100 kg",,58,144.0,8.84,3.67,-10.0,-4.0,6180,2.74,2255,7550,3.76,2008,9520,4.59,2074,10970,4.92,2230,6640,3.07,2163,5780,2.54,2276,,62.0,10.0,10.0,10.0,0.0,1,2.86,,,,,,,,,,,,,,,,58,121.0,8.13,5810,2.15,2702,7220,3.05,2367,9290,4.12,2255,10910,4.84,2254,6250,2.4,2604,5380,1.97,2731,,2.75,,,,,,,,,,,,,,,0.8345669874167283,0.7431532198371577,0.767579570688379,0.8253145817912657,0.8005181347150259,0.8423390081421169,,,,,1.0,0.8760177646188009,0.8345669874167283,0.8341968911917098,0.9637305699481864,1.0107327905255366,,,,,On-Off,4.0
 ait-deutschland GmbH,LWD 90A,LWD 90A-HMD,12.05.2017,Outdoor Air/Water,R290,"1,170 kg",,62,150.0,10.45,3.84,-4.0,-10.0,7500,3.18,2358,9000,3.83,2350,10300,4.69,2196,12000,5.42,2214,8100,3.43,2362,7000,2.93,2389,,70.0,15.0,15.0,15.0,0.0,1,3.45,,,,,,,,,,,,,,,,62,126.0,10.21,7200,2.35,3064,9000,3.21,2804,10100,4.03,2506,12000,5.3,2264,7800,2.63,2966,6600,2.11,3128,,3.61,,,,,,,,,,,,,,,0.7695822454308094,0.7669712793733682,0.716710182767624,0.7225848563968669,0.77088772845953,0.7796997389033943,,,,,1.0,0.9151436031331592,0.8178851174934726,0.7389033942558747,0.9680156657963448,1.02088772845953,,,,,On-Off,4.0
