manufacturers,models,titel,dates,types,refrigerants,mass_of_refrigerants,spl_indoor_l,spl_outdoor_l,eta_l,p_rated_l,scop_l,t_biv,tol,p_th_minus7_l,cop_minus7_l,p_el_minus7_l,p_th_2_l,cop_2_l,p_el_2_l,p_th_7_l,cop_7_l,p_el_7_l,p_th_12_l,cop_12_l,p_el_12_l,p_th_tbiv_l,cop_tbiv_l,p_el_tbiv_l,p_th_tol_l,cop_tol_l,p_el_tol_l,rated_airflows_l,wtols,poffs,ptos,psbs,pcks,supp_energy_types,p_sups_l,p_design_cools_l,seers_l,pdcs_35_l,eer_35_l,p_el_35_l,pdcs_30_l,eer_30_l,p_el_30_l,pdcs_25_l,eer_25_l,p_el_25_l,pdcs_20_l,eer_20_l,p_el_20_l,spl_indoor_h,spl_outdoor_h,eta_h,p_rated_h,p_th_minus7_h,cop_minus7_h,p_el_minus7_h,p_th_2_h,cop_2_h,p_el_2_h,p_th_7_h,cop_7_h,p_el_7_h,p_th_12_h,cop_12_h,p_el_12_h,p_th_tbiv_h,cop_tbiv_h,p_el_tbiv_h,p_th_tol_h,cop_tol_h,p_el_tol_h,rated_airflows_h,p_sups_h,p_design_cools_h,seers_h,pdcs_35_h,eer_35_h,p_el_35_h,pdcs_30_h,eer_30_h,p_el_30_h,pdcs_25_h,eer_25_h,p_el_25_h,pdcs_20_h,eer_20_h,p_el_20_h,p_el_minus7_l_n,p_el_2_l_n,p_el_7_l_n,p_el_12_l_n,p_el_tbiv_l_n,p_el_tol_l_n,p_el_35_l_n,p_el_30_l_n,p_el_25_l_n,p_el_20_l_n,p_el_minus7_h_n,p_el_2_h_n,p_el_7_h_n,p_el_12_h_n,p_el_tbiv_h_n,p_el_tol_h_n,p_el_35_h_n,p_el_30_h_n,p_el_25_h_n,p_el_20_h_n,Subtype,Group
" GZ Dotels Electric Appliances Co., Ltd.      ",DC Inverter Heat Pump 80,KS-80W/EN8BP,14.11.2022,Outdoor Air/Water,R32,"1,300 kg",,59,177.0,8.15,4.51,-7.0,-10.0,7210,2.59,2784,4250,4.49,947,3940,6.6,597,3980,9.52,418,7210,2.59,2784,6320,2.07,3053,,65.0,7.0,7.0,7.0,17.0,1,1.83,,,,,,,,,,,,,,,,60,126.0,6.51,5760,1.77,3254,3940,3.1,1271,3180,4.59,693,4000,7.27,550,5760,1.77,3254,5390,1.49,3617,,1.12,,,,,,,,,,,,,,,0.8555623847572219,0.2910264290104487,0.1834665027658266,0.1284572833435771,0.8555623847572219,0.9382298709280884,,,,,1.0,0.3905961893054702,0.2129686539643515,0.1690227412415488,1.0,1.1115550092194222,,,,,Regulated,1.0
" GZ Dotels Electric Appliances Co., Ltd.      ",DC Inverter Heat Pump-R32,KS-160W/EN8BP,29.07.2022,Outdoor Air/Water,R32,"1,700 kg",,67,179.0,15.45,4.55,-7.0,-10.0,13670,2.68,5101,8230,4.35,1892,5510,6.48,850,6530,9.43,692,13670,2.68,5101,14130,2.47,5721,,55.0,98.0,98.0,98.0,35.0,1,1.32,,,,,,,,,,,,,,,,68,131.0,13.03,11530,2.02,5708,7340,3.12,2353,4990,4.66,1071,6220,7.41,839,11530,2.02,5708,10790,1.87,5770,,2.24,,,,,,,,,,,,,,,0.8936580238262088,0.3314646110721794,0.1489138051857042,0.1212333566923616,0.8936580238262088,1.0022775052557813,,,,,1.0,0.412228451296426,0.1876313945339874,0.1469866853538892,1.0,1.0108619481429573,,,,,Regulated,1.0
 Immergas S.p.A.,M thermal A series 12 14 16 kW,MAGIS M12,18.07.2022,Outdoor Air/Water,R32,"1,840 kg",,65,189.0,12.0,4.81,-7.0,-10.0,10610,2.88,3684,6690,4.65,1439,4440,6.62,671,3740,8.47,442,10610,2.88,3684,10750,2.77,3881,,65.0,14.0,24.0,14.0,0.0,1,1.26,,,,,,,,,,,,,,,,65,135.0,11.58,10250,2.01,5100,6520,3.44,1895,4360,4.59,950,3300,6.05,545,10250,2.01,5100,9100,1.79,5084,,2.5,,,,,,,,,,,,,,,0.7223529411764706,0.282156862745098,0.1315686274509803,0.0866666666666666,0.7223529411764706,0.7609803921568628,,,,,1.0,0.3715686274509804,0.1862745098039215,0.1068627450980392,1.0,0.9968627450980392,,,,,Regulated,1.0
 Immergas S.p.A.,M thermal A series 12 14 16 kW,MAGIS M14,18.07.2022,Outdoor Air/Water,R32,"1,840 kg",,65,186.0,13.73,4.72,-7.0,-10.0,12140,2.79,4351,7950,4.52,1759,5200,6.68,778,3760,8.52,441,12140,2.79,4351,11480,2.59,4432,,65.0,14.0,24.0,14.0,0.0,1,2.23,,,,,,,,,,,,,,,,65,136.0,12.08,10690,2.01,5318,6860,3.43,2000,4640,4.66,996,3320,6.13,542,10690,2.01,5318,9190,1.76,5222,,2.91,,,,,,,,,,,,,,,0.8181647235802934,0.3307634449040993,0.1462955998495675,0.0829259119969913,0.8181647235802934,0.8333960135389245,,,,,1.0,0.376081233546446,0.1872884543061301,0.1019180142910868,1.0,0.9819481007897706,,,,,Regulated,1.0
 Immergas S.p.A.,M thermal A series 12 14 16 kW,MAGIS M14 T,18.07.2022,Outdoor Air/Water,R32,"1,840 kg",,65,186.0,13.73,4.72,-7.0,-10.0,12140,2.79,4351,7950,4.52,1759,5200,6.68,778,3760,8.52,441,12140,2.79,4351,11480,2.59,4432,,65.0,20.0,30.0,20.0,0.0,1,2.23,,,,,,,,,,,,,,,,65,136.0,12.08,10690,2.01,5318,6860,3.43,2000,4640,4.66,996,3320,6.13,542,10690,2.01,5318,9190,1.76,5222,,2.91,,,,,,,,,,,,,,,0.8181647235802934,0.3307634449040993,0.1462955998495675,0.0829259119969913,0.8181647235802934,0.8333960135389245,,,,,1.0,0.376081233546446,0.1872884543061301,0.1019180142910868,1.0,0.9819481007897706,,,,,Regulated,1.0
 Immergas S.p.A.,M thermal A series 12 14 16 kW,MAGIS M16,18.07.2022,Outdoor Air/Water,R32,"1,840 kg",,68,182.0,15.21,4.62,-7.0,-10.0,13450,2.72,4945,8570,4.41,1943,5700,6.56,869,3780,8.51,444,13450,2.72,4945,12520,2.48,5048,,65.0,14.0,24.0,14.0,0.0,1,2.68,,,,,,,,,,,,,,,,68,133.0,13.02,11520,1.99,5789,7180,3.34,2150,4680,4.61,1015,3320,6.07,547,11520,1.99,5789,10330,1.8,5739,,2.67,,,,,,,,,,,,,,,0.8542062532389013,0.3356365520815339,0.1501122819139747,0.0766971843150803,0.8542062532389013,0.8719986180687511,,,,,1.0,0.3713940231473484,0.1753325272067714,0.09448954914493,1.0,0.9913629296942476,,,,,Regulated,1.0
 Impetus ConTech GmbH  ,S-Serie 170,Tilbakehr S-Serie 170,08.11.2022,Outdoor Air/Water,R290,"0,500 kg",,57,205.0,4.96,5.2,-7.0,-10.0,4380,3.26,1344,2900,4.98,582,2100,6.81,308,2500,9.66,259,4380,3.26,1344,5090,2.87,1774,,67.0,10.0,10.0,10.0,42.0,1,0.0,,,,,,,,,,,,,,,,60,150.0,4.77,4220,2.33,1811,2730,3.68,742,2620,5.07,517,3020,7.35,411,4220,2.33,1811,4730,2.08,2274,,0.04,,,,,,,,,,,,,,,0.7421314191054665,0.3213694091662065,0.1700717835450027,0.1430149088901159,0.7421314191054665,0.9795692987299834,,,,,1.0,0.409718387631143,0.285477636664826,0.2269464384318056,1.0,1.25565985643291,,,,,Regulated,1.0
 Impetus ConTech GmbH  ,S-Serie 320,Tilbakehr S-Serie 320,08.11.2022,Outdoor Air/Water,R290,"1,300 kg",,62,202.0,12.61,5.12,-7.0,-10.0,11150,3.27,3410,6890,4.94,1395,7430,6.63,1121,8260,8.71,948,11150,3.27,3410,12840,2.92,4397,,63.0,11.0,11.0,11.0,17.0,1,0.0,,,,,,,,,,,,,,,,61,150.0,12.38,10950,2.36,4640,7040,3.61,1950,7510,5.24,1433,7860,7.31,1075,10950,2.36,4640,13080,2.07,6319,,0.0,,,,,,,,,,,,,,,0.7349137931034483,0.3006465517241379,0.2415948275862069,0.2043103448275862,0.7349137931034483,0.9476293103448276,,,,,1.0,0.4202586206896552,0.3088362068965517,0.2316810344827586,1.0,1.361853448275862,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,01. Yutaki S & S Combi 2.0HP,RAS-2WHVNP  RWD-2.0NWE-200S - Heating Only,,Outdoor Air/Water,R410A,"1,400 kg",37.0,61,189.0,4.0,4.8,-7.0,-10.0,3540,3.2,1106,2150,5.2,413,1700,6.05,281,1750,6.25,280,3540,3.2,1106,4000,2.75,1455,,55.0,11.0,0.0,11.0,0.0,1,0.0,,,,,,,,,,,,,,,37.0,61,137.0,4.0,3500,2.3,1522,2100,3.73,563,1600,4.4,364,1600,5.0,320,3500,2.3,1522,3100,1.9,1632,,0.9,,,,,,,,,,,,,,,0.7266754270696452,0.2713534822601839,0.1846254927726675,0.1839684625492772,0.7266754270696452,0.9559789750328516,,,,,1.0,0.3699080157687253,0.2391590013140604,0.2102496714848883,1.0,1.0722733245729303,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,01. Yutaki S 2.0HP R32,01. RAS-2WHVRP  RWM-2.0NRE - Heating Only,02.08.2019,Outdoor Air/Water,R32,"1,200 kg",37.0,61,181.0,4.0,4.6,-7.0,-10.0,3540,3.2,1106,2350,4.8,490,3000,6.2,484,3050,8.3,367,3540,3.2,1106,4000,2.75,1455,,55.0,12.0,0.0,12.0,0.0,1,0.0,,,,,,,,,,,,,,,37.0,61,133.0,4.0,3500,2.13,1643,2100,3.35,627,2430,5.15,472,2800,6.8,412,3500,2.13,1643,3100,1.9,1632,,0.9,,,,,,,,,,,,,,,0.6731588557516738,0.2982349360925136,0.2945830797321972,0.2233718807060255,0.6731588557516738,0.8855751673767498,,,,,1.0,0.3816189896530736,0.2872793670115642,0.2507608034083993,1.0,0.9933049300060864,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,01. Yutaki S 2.0HP R32,02. RAS-2WHVRP  RWM-2.0NRE - with cooling kit,02.08.2019,Outdoor Air/Water,R32,"1,200 kg",37.0,61,186.0,4.0,4.73,-7.0,-10.0,3540,3.2,1106,2350,4.8,490,3000,6.2,484,3050,8.3,367,3540,3.2,1106,4000,2.75,1455,,55.0,12.0,0.0,12.0,0.0,1,0.0,4.0,5.57,4000.0,4.0,1000.0,2950.0,5.0,590.0,2050.0,6.45,318.0,2880.0,8.0,360.0,37.0,61,136.0,4.0,3500,2.13,1643,2100,3.35,627,2430,5.15,472,2800,6.8,412,3500,2.13,1643,3100,1.9,1632,,0.9,5.5,8.04,5500.0,5.4,1019.0,4050.0,7.2,562.0,2610.0,9.6,272.0,2510.0,10.3,244.0,0.6731588557516738,0.2982349360925136,0.2945830797321972,0.2233718807060255,0.6731588557516738,0.8855751673767498,1.0,0.59,0.318,0.36,1.0,0.3816189896530736,0.2872793670115642,0.2507608034083993,1.0,0.9933049300060864,1.019,0.562,0.272,0.244,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,02. Yutaki S & S Combi 2.5HP,RAS-2.5WHVNP  RWD-2.5NWE-200S - Heating Only,,Outdoor Air/Water,R410A,"1,500 kg",37.0,63,177.0,6.0,4.5,-7.0,-10.0,4950,2.7,1833,3010,4.6,654,1900,6.0,317,1800,7.2,250,4950,2.7,1833,5300,2.5,2120,,55.0,11.0,0.0,11.0,0.0,1,0.3,,,,,,,,,,,,,,,37.0,63,130.0,5.0,4420,1.85,2389,2690,3.45,780,1840,4.2,438,2060,6.9,299,4420,1.85,2389,3900,1.8,2167,,1.1,,,,,,,,,,,,,,,0.7672666387609879,0.2737547090832984,0.1326915027208036,0.1046462955211385,0.7672666387609879,0.8874005860192549,,,,,1.0,0.3264964420259523,0.1833403097530347,0.1251569694432817,1.0,0.907074089577229,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,03. Yutaki S & S Combi 3.0HP,RAS-3WHVNP  RWD-3.0NWE-200S - Heating Only,,Outdoor Air/Water,R410A,"1,700 kg",37.0,64,165.0,7.0,4.2,-7.0,-10.0,5900,2.5,2360,3590,4.4,816,2310,5.35,432,2100,6.15,341,5900,2.5,2360,6400,2.3,2783,,55.0,11.0,0.0,11.0,0.0,1,0.6,,,,,,,,,,,,,,,37.0,64,125.0,6.0,5100,1.84,2772,3100,3.2,969,2000,4.45,449,2300,5.96,386,5100,1.84,2772,4300,1.65,2606,,1.5,,,,,,,,,,,,,,,0.8513708513708513,0.2943722943722944,0.1558441558441558,0.123015873015873,0.8513708513708513,1.003968253968254,,,,,1.0,0.3495670995670996,0.1619769119769119,0.1392496392496392,1.0,0.94011544011544,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,04. Yutaki S 2.5HP R32,01. RAS-2.5WHVRP  RWM-2.5NRE - Heating Only,02.08.2019,Outdoor Air/Water,R32,"1,300 kg",37.0,63,177.0,6.0,4.5,-7.0,-10.0,5100,2.7,1889,3100,4.6,674,3000,6.2,484,3050,8.35,365,5100,2.7,1889,5300,2.5,2120,,55.0,12.0,0.0,12.0,0.0,1,0.25,,,,,,,,,,,,,,,37.0,63,127.0,5.0,4420,1.85,2389,2690,3.3,815,2430,4.6,528,2800,6.35,441,4420,1.85,2389,3900,1.7,2294,,1.1,,,,,,,,,,,,,,,0.7907074089577228,0.2821264127249895,0.2025952281289242,0.1527835914608623,0.7907074089577228,0.8874005860192549,,,,,1.0,0.3411469233989117,0.2210129761406446,0.1845960652992884,1.0,0.9602344077019672,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,04. Yutaki S 2.5HP R32,02. RAS-2.5WHVRP RWM-2.5NRE - with cooling kit,02.08.2019,Outdoor Air/Water,R32,"1,300 kg",37.0,63,180.0,6.0,4.58,-7.0,-10.0,5100,2.7,1889,3100,4.6,674,3000,6.2,484,3050,8.35,365,5100,2.7,1889,5300,2.5,2120,,55.0,12.0,0.0,12.0,0.0,1,0.25,5.3,5.53,5300.0,3.6,1472.0,3910.0,4.5,869.0,2510.0,6.3,398.0,2880.0,8.56,336.0,37.0,63,128.0,5.0,4420,1.85,2389,2690,3.3,815,2430,4.6,528,2800,6.35,441,4420,1.85,2389,3900,1.7,2294,,1.1,6.3,8.5,6300.0,5.3,1189.0,4640.0,7.0,663.0,2980.0,9.9,301.0,2650.0,12.6,210.0,0.7907074089577228,0.2821264127249895,0.2025952281289242,0.1527835914608623,0.7907074089577228,0.8874005860192549,1.0,0.5903532608695652,0.2703804347826087,0.2282608695652173,1.0,0.3411469233989117,0.2210129761406446,0.1845960652992884,1.0,0.9602344077019672,0.8077445652173914,0.4504076086956521,0.2044836956521739,0.1426630434782608,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,05. Yutaki S & S Combi 5.0HP (mono),RAS-5WHVNPE  RWD-5.0NWE-200S - Heating Only,,Outdoor Air/Water,R410A,"3,400 kg",39.0,65,175.0,14.0,4.45,-7.0,-10.0,12000,2.55,4706,7300,4.7,1553,4700,5.7,825,3500,6.0,583,12000,2.55,4706,12100,2.5,4840,,55.0,13.0,0.0,13.0,0.0,1,1.9,,,,,,,,,,,,,,,39.0,65,133.0,12.0,10250,1.7,6029,6240,3.6,1733,4010,4.6,872,3500,5.5,636,10250,1.7,6029,9000,1.6,5625,,2.6,,,,,,,,,,,,,,,0.780560623652347,0.2575883231049925,0.1368386133687178,0.0966992867805606,0.780560623652347,0.8027865317631449,,,,,1.0,0.2874440205672582,0.1446342677060872,0.1054901310333388,1.0,0.9329905456958036,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,08. Yutaki S & S Combi 5.0HP (tri),RAS-5WHNPE  RWD-5.0NWE-200S - Heating Only,,Outdoor Air/Water,R410A,"3,400 kg",39.0,65,174.0,14.0,4.43,-7.0,-10.0,12000,2.55,4706,7300,4.7,1553,4700,5.7,825,3500,6.0,583,12000,2.55,4706,12100,2.5,4840,,55.0,19.0,0.0,19.0,0.0,1,1.9,,,,,,,,,,,,,,,39.0,65,133.0,12.0,10250,1.7,6029,6240,3.6,1733,4010,4.6,872,3500,5.5,636,10250,1.7,6029,9000,1.6,5625,,2.6,,,,,,,,,,,,,,,0.780560623652347,0.2575883231049925,0.1368386133687178,0.0966992867805606,0.780560623652347,0.8027865317631449,,,,,1.0,0.2874440205672582,0.1446342677060872,0.1054901310333388,1.0,0.9329905456958036,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,08. Yutaki S Combi 200L 3.0HP R32,01. RAS-3WHVRP  RWD-3.0NRWE-200S - Heating Only,08.08.2019,Outdoor Air/Water,R32,"1,300 kg",37.0,67,177.0,7.0,4.5,-7.0,-10.0,5900,2.65,2226,3590,4.3,835,3200,7.0,457,3500,9.7,361,5900,2.65,2226,6400,2.3,2783,,55.0,12.0,0.0,12.0,0.0,1,0.6,,,,,,,,,,,,,,,37.0,69,125.0,6.0,5100,1.84,2772,3100,3.1,1000,2000,4.65,430,2200,6.55,336,5100,1.84,2772,5000,1.5,3333,,1.5,,,,,,,,,,,,,,,0.803030303030303,0.3012265512265512,0.1648629148629148,0.1302308802308802,0.803030303030303,1.003968253968254,,,,,1.0,0.3607503607503607,0.1551226551226551,0.1212121212121212,1.0,1.2023809523809523,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,08. Yutaki S Combi 200L 3.0HP R32,02. RAS-3WHVRP RWD-3.0NRWE-200S - with cooling kit,08.08.2019,Outdoor Air/Water,R32,"1,300 kg",37.0,67,179.0,7.0,4.55,-7.0,-10.0,5900,2.65,2226,3590,4.3,835,3200,7.0,457,3500,9.7,361,5900,2.65,2226,6400,2.3,2783,,55.0,12.0,0.0,12.0,0.0,1,0.6,6.5,5.27,6500.0,3.35,1940.0,4790.0,4.5,1064.0,2900.0,6.0,483.0,3400.0,7.5,453.0,37.0,69,127.0,6.0,5100,1.84,2772,3100,3.1,1000,2000,4.65,430,2200,6.55,336,5100,1.84,2772,5000,1.5,3333,,1.5,7.0,8.35,7000.0,5.0,1400.0,5160.0,6.4,806.0,3320.0,10.0,332.0,3600.0,13.5,267.0,0.803030303030303,0.3012265512265512,0.1648629148629148,0.1302308802308802,0.803030303030303,1.003968253968254,1.0,0.5484536082474227,0.2489690721649484,0.2335051546391752,1.0,0.3607503607503607,0.1551226551226551,0.1212121212121212,1.0,1.2023809523809523,0.7216494845360825,0.4154639175257732,0.1711340206185567,0.1376288659793814,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,10. Yutaki S 8.0HP (tri),RAS-8WHNPE  RWM-8.0NE - Heating Only,,Outdoor Air/Water,R410A,"5,000 kg",47.0,73,150.0,18.0,3.83,-7.0,-10.0,15600,2.5,6240,9500,3.85,2468,6100,5.4,1130,7000,4.65,1505,15600,2.5,6240,16000,2.4,6667,,55.0,36.0,0.0,36.0,0.0,1,1.6,,,,,,,,,,,,,,,47.0,73,120.0,16.0,13800,1.65,8364,8400,3.2,2625,6000,4.5,1333,6800,4.5,1511,13800,1.65,8364,12100,1.5,8067,,3.5,,,,,,,,,,,,,,,0.7460545193687231,0.2950741272118603,0.1351028216164514,0.1799378287900526,0.7460545193687231,0.7971066475370636,,,,,1.0,0.313845050215208,0.1593735054997608,0.1806551889048302,1.0,0.964490674318508,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,11. Yutaki S 10.0HP (tri),RAS-10WHNPE  RWM-10.0NE - Heating Only,,Outdoor Air/Water,R410A,"5,000 kg",47.0,74,141.0,20.0,3.6,-7.0,-10.0,17400,2.3,7565,10770,3.6,2992,8700,5.1,1706,8700,4.9,1776,17400,2.1,8286,18000,2.3,7826,,55.0,36.0,0.0,36.0,0.0,1,1.7,,,,,,,,,,,,,,,47.0,74,116.0,18.0,15600,1.65,9455,9500,3.1,3065,8300,4.35,1908,8500,4.6,1848,15600,1.65,9455,14000,1.45,9655,,3.6,,,,,,,,,,,,,,,0.8001057641459545,0.3164463246959281,0.1804336329984135,0.18783712321523,0.8763617133791645,0.8277102062400846,,,,,1.0,0.3241671073506081,0.2017979904812268,0.1954521417239555,1.0,1.0211528291909042,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,12. Yutaki S80 4.0HP (mono),RAS-4WHVNPE  RWH-4.0VNFE  - Type 1,,Outdoor Air/Water,R410A,"3,300 kg",57.0,61,187.0,11.0,4.75,-7.0,-10.0,9600,2.74,3504,5840,5.2,1123,3760,5.8,648,3700,6.4,578,9600,2.74,3504,10500,2.65,3962,,55.0,17.0,0.0,17.0,0.0,1,0.5,,,,,,,,,,,,,,,57.0,61,142.0,11.0,9730,2.3,4230,5920,3.6,1644,3810,4.7,811,3600,6.0,600,11000,2.2,5000,11000,2.2,5000,,0.0,,,,,,,,,,,,,,,0.8283687943262411,0.2654846335697399,0.1531914893617021,0.1366430260047281,0.8283687943262411,0.9366430260047282,,,,,1.0,0.3886524822695035,0.191725768321513,0.1418439716312056,1.182033096926714,1.182033096926714,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,13. Yutaki S80 5.0HP (mono),RAS-5WHVNPE  RWH-5.0VNFE  - Type 1,,Outdoor Air/Water,R410A,"3,400 kg",57.0,63,174.0,14.0,4.43,-7.0,-10.0,12000,2.55,4706,7300,4.7,1553,4700,5.7,825,3500,6.0,583,12000,2.55,4706,12100,2.5,4840,,55.0,17.0,0.0,17.0,0.0,1,1.9,,,,,,,,,,,,,,,57.0,63,131.0,14.0,12380,2.19,5653,7540,3.1,2432,4850,4.6,1054,4100,6.4,641,14000,2.12,6604,14000,2.12,6604,,0.0,,,,,,,,,,,,,,,0.8324783300902175,0.2747213868742261,0.1459402087387228,0.1031310808420307,0.8324783300902175,0.8561825579338405,,,,,1.0,0.4302140456394834,0.186449672740138,0.1133911197594197,1.1682292588006369,1.1682292588006369,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,14. Yutaki S80 6.0HP (mono),RAS-6WHVNPE  RWH-6.0VNFE  - Type 1,,Outdoor Air/Water,R410A,"3,400 kg",58.0,64,152.0,16.0,3.88,-7.0,-10.0,13800,2.4,5750,8400,3.9,2154,5400,5.0,1080,3500,6.0,583,13800,2.4,5750,14100,2.3,6130,,55.0,17.0,0.0,17.0,0.0,1,1.9,,,,,,,,,,,,,,,58.0,64,126.0,16.0,14150,2.05,6902,8620,2.95,2922,5540,4.6,1204,4100,6.4,641,16000,1.9,8421,16000,1.9,8421,,0.0,,,,,,,,,,,,,,,0.8330918574326283,0.3120834540712837,0.156476383656911,0.0844682700666473,0.8330918574326283,0.8881483627933933,,,,,1.0,0.4233555491161982,0.1744421906693712,0.0928716314111851,1.220081135902637,1.220081135902637,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,15. Yutaki S80 4.0HP (tri),RAS-4WHNPE  RWH-4.0NFE  - Type 1,,Outdoor Air/Water,R410A,"3,300 kg",57.0,61,183.0,11.0,4.65,-7.0,-10.0,9600,2.74,3504,5840,5.2,1123,3760,5.8,648,3700,6.4,578,9600,2.74,3504,10500,2.65,3962,,55.0,44.0,0.0,44.0,0.0,1,0.5,,,,,,,,,,,,,,,57.0,61,140.0,11.0,9730,2.3,4230,5920,3.6,1644,3810,4.7,811,3600,6.0,600,11000,2.2,5000,11000,2.2,5000,,0.0,,,,,,,,,,,,,,,0.8283687943262411,0.2654846335697399,0.1531914893617021,0.1366430260047281,0.8283687943262411,0.9366430260047282,,,,,1.0,0.3886524822695035,0.191725768321513,0.1418439716312056,1.182033096926714,1.182033096926714,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,16. Yutaki S80 5.0HP (tri),RAS-5WHNPE  RWH-5.0NFE  - Type 1,,Outdoor Air/Water,R410A,"3,400 kg",57.0,63,171.0,14.0,4.35,-7.0,-10.0,12000,2.55,4706,7300,4.7,1553,4700,5.7,825,3500,6.0,583,12000,2.55,4706,12100,2.5,4840,,55.0,44.0,0.0,44.0,0.0,1,1.9,,,,,,,,,,,,,,,57.0,63,129.0,14.0,12380,2.19,5653,7540,3.1,2432,4850,4.6,1054,4100,6.4,641,14000,2.12,6604,14000,2.12,6604,,0.0,,,,,,,,,,,,,,,0.8324783300902175,0.2747213868742261,0.1459402087387228,0.1031310808420307,0.8324783300902175,0.8561825579338405,,,,,1.0,0.4302140456394834,0.186449672740138,0.1133911197594197,1.1682292588006369,1.1682292588006369,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,17. Yutaki S80 6.0HP (tri),RAS-6WHNPE  RWH-6.0NFE  - Type 1,,Outdoor Air/Water,R410A,"3,400 kg",58.0,64,150.0,16.0,3.83,-7.0,-10.0,13800,2.4,5750,8400,3.9,2154,5400,5.0,1080,3500,6.0,583,13800,2.4,5750,14100,2.3,6130,,55.0,44.0,0.0,44.0,0.0,1,1.9,,,,,,,,,,,,,,,58.0,64,125.0,16.0,14150,2.05,6902,8620,2.95,2922,5540,4.6,1204,4100,6.4,641,16000,1.9,8421,16000,1.9,8421,,0.0,,,,,,,,,,,,,,,0.8330918574326283,0.3120834540712837,0.156476383656911,0.0844682700666473,0.8330918574326283,0.8881483627933933,,,,,1.0,0.4233555491161982,0.1744421906693712,0.0928716314111851,1.220081135902637,1.220081135902637,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,18. Yutaki M 3.0HP (mono,RASM-3VNE - Heating Only,,Outdoor Air/Water,R410A,"2,400 kg",,64,164.0,7.0,4.18,-7.0,-10.0,5900,2.5,2360,3590,4.4,816,2310,5.35,432,2100,6.15,341,5900,2.5,2360,6400,2.3,2783,,55.0,15.0,0.0,15.0,0.0,1,0.6,,,,,,,,,,,,,,,,64,125.0,6.0,5100,1.84,2772,3100,3.2,969,2000,4.45,449,2300,5.96,386,5100,1.84,2772,5200,1.65,3152,,0.6,,,,,,,,,,,,,,,0.8513708513708513,0.2943722943722944,0.1558441558441558,0.123015873015873,0.8513708513708513,1.003968253968254,,,,,1.0,0.3495670995670996,0.1619769119769119,0.1392496392496392,1.0,1.1370851370851371,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,19. Yutaki M 4.0HP (mono),RASM-4VNE - Heating Only,,Outdoor Air/Water,R410A,"2,800 kg",,64,187.0,11.0,4.75,-7.0,-10.0,9600,2.74,3504,5840,5.2,1123,3760,5.8,648,3700,6.4,578,9600,2.74,3504,10500,2.65,3962,,55.0,13.0,0.0,13.0,0.0,1,0.5,,,,,,,,,,,,,,,,64,136.0,10.0,8600,1.8,4778,5230,3.6,1453,3520,4.8,733,3600,5.8,621,8600,1.8,4778,8800,1.9,4632,,1.2,,,,,,,,,,,,,,,0.733361239012139,0.2350355797404771,0.1356215989953955,0.1209711176224361,0.733361239012139,0.8292172457095018,,,,,1.0,0.3041021347844286,0.1534114692339891,0.129970699037254,1.0,0.9694432817078276,,,,,Regulated,1.0
 Johnson Controls-Hitachi AirConditioning Spain,21. Yutaki M 6.0HP (mono),RASM-6VNE - Heating Only,,Outdoor Air/Water,R410A,"3,100 kg",,69,153.0,16.0,3.9,-7.0,-10.0,13800,2.4,5750,8400,3.9,2154,5400,5.0,1080,3500,6.0,583,13800,2.4,5750,14100,2.3,6130,,55.0,13.0,0.0,13.0,0.0,1,1.9,,,,,,,,,,,,,,,,69,125.0,14.0,11200,1.6,7000,6820,3.35,2036,4380,4.35,1007,3600,5.5,655,11200,1.6,7000,11700,1.55,7548,,2.3,,,,,,,,,,,,,,,0.8214285714285714,0.3077142857142857,0.1542857142857142,0.0832857142857142,0.8214285714285714,0.8757142857142857,,,,,1.0,0.2908571428571428,0.1438571428571428,0.0935714285714285,1.0,1.0782857142857143,,,,,Regulated,1.0
