T_in,T_out,T_amb,COP,EER,P_el,P_th,m_dot,P_th_real,P_el_real,COP_real,RE_P_th,RE_P_el,RE_COP,titel,Group,Pdc_real,Pel_c_real,EER_real,RE_Pdc,RE_Pel_c,RE_EER
7,36,7,4.0890308366823005,0.0,2242.789653299278,9170.836052532753,0.4367064786920359,8540.0,2048.0,4.17,7.386839022631775,9.511213540003816,-1.941706554381284,LWC 80,4.0,,,,,,
12,24,12,5.194798878857558,0.0,1804.6231502802902,9374.654317836446,0.44641211037316414,9950.0,1959.0,5.08,-5.782368664960336,-7.880390491052058,2.2598204499519214,LWC 80,4.0,,,,,,
12,30,12,4.864122565295079,0.0,2021.809043129333,9834.326989403042,0.4683012852096687,9930.0,2010.0,4.94,-0.9634744269582884,0.5875145835489093,-1.5359804596137838,LWC 80,4.0,,,,,,
-7,34,-7,3.107521432478052,0.0,1464.368522134952,4550.556567580574,0.21669316988478923,4700.0,1437.0,3.27,-3.179647498285665,1.9045596475262272,-4.968763532781296,LWD 50A-HMD,4.0,,,,,,
-7,52,-7,1.7887449313572006,0.0,1964.9567940782788,3514.8065057434155,0.16737173836873406,4000.0,2010.0,1.99,-12.129837356414608,-2.2409555184935925,-10.113320032301477,LWD 50A-HMD,4.0,,,,,,
2,30,2,4.4773284455374665,0.0,1373.8718202756597,6151.275381442549,0.29291787530678803,5600.0,1333.0,4.2,9.844203240045513,3.066153058939225,6.603058227082537,LWD 50A-HMD,4.0,,,,,,
2,42,2,3.5981441114569463,0.0,1707.5973349045205,6144.181295326275,0.2925800616822036,5400.0,1698.0,3.18,13.781135098634723,0.5652140697597563,13.149185894872527,LWD 50A-HMD,4.0,,,,,,
7,27,7,5.295316511482952,0.0,1301.9655173685633,6894.319501503197,0.32830092864300936,7200.0,1361.0,5.29,-4.245562479122267,-4.337581383647082,0.10050116224862293,LWD 50A-HMD,4.0,,,,,,
7,36,7,4.635928260922583,0.0,1552.259653340198,7196.164395209716,0.3426744950099865,7100.0,1527.0,4.65,1.3544281015452908,1.6542012665486494,-0.3026180446756399,LWD 50A-HMD,4.0,,,,,,
12,24,12,6.113304577428835,0.0,1230.0592144615666,7519.726626276412,0.35808222029887676,8000.0,1303.0,6.14,-6.003417171544845,-5.597911399726274,-0.43477886923721787,LWD 50A-HMD,4.0,,,,,,
12,30,12,5.673712410388589,0.0,1396.9219717759897,7925.733527609931,0.37741588226713957,7900.0,1323.0,5.97,0.3257408558219099,5.587450625547219,-4.96294119952112,LWD 50A-HMD,4.0,,,,,,
-7,34,-7,3.0621802778236997,0.0,1425.495740983371,4365.12494416096,0.20786309257909333,4450.0,1422.0,3.13,-1.9073046255964066,0.24583269925253504,-2.166764286782752,LWD 50A/RX-HMD,4.0,,,,,,
-7,52,-7,2.1189992746747066,0.0,1783.190215650305,3778.5787735700296,0.1799323225509538,4110.0,1803.0,2.28,-8.06377679878273,-1.0987123876702753,-7.061435321284792,LWD 50A/RX-HMD,4.0,,,,,,
2,30,2,4.116035059802471,0.0,1416.6598096037258,5831.0214441420285,0.2776676878162871,5410.0,1387.0,3.9,7.782281777116973,2.138414535236177,5.539360507755653,LWD 50A/RX-HMD,4.0,,,,,,
2,42,2,3.4872477243698086,0.0,1655.122792714981,5771.82319244792,0.2748487234499009,5260.0,1649.0,3.19,9.730478943876797,0.37130337871322805,9.318110481812191,LWD 50A/RX-HMD,4.0,,,,,,
7,27,7,4.742264673383943,0.0,1396.295024746616,6621.600569477636,0.31531431283226835,6890.0,1412.0,4.88,-3.895492460411676,-1.1122503720526922,-2.8224452175421577,LWD 50A/RX-HMD,4.0,,,,,,
7,36,7,4.270674171809333,0.0,1575.142262080288,6726.919375591613,0.3203294940757911,6730.0,1569.0,4.29,-0.04577450829698071,0.39147623201325477,-0.4504855056099655,LWD 50A/RX-HMD,4.0,,,,,,
12,24,12,5.36849428696496,0.0,1375.9302398895063,7386.673632109142,0.3517463634337687,7610.0,1420.0,5.36,-2.9346434676853828,-3.1035042331333584,0.15847550307761527,LWD 50A/RX-HMD,4.0,,,,,,
12,30,12,5.054100619248857,0.0,1495.1617314452876,7556.697832774821,0.35984275394165816,7580.0,1461.0,5.19,-0.3074164541580382,2.3382430831819123,-2.6184851782493967,LWD 50A/RX-HMD,4.0,,,,,,
-7,34,-7,2.9747778354917496,0.0,1502.2023871610727,4468.718365749555,0.21279611265474072,4570.0,1503.0,3.04,-2.2162283205786615,-0.05306805315551388,-2.145465937771396,LWD 50A/SX-HMD,4.0,,,,,,
-7,52,-7,2.0888046252271124,0.0,1807.8293167041934,3776.2022383528893,0.17981915420728045,4110.0,1803.0,2.28,-8.121600040075682,0.2678489575259846,-8.385762051442436,LWD 50A/SX-HMD,4.0,,,,,,
2,30,2,4.1283863427449035,0.0,1442.7970060694074,5956.423455210177,0.2836392121528656,5520.0,1401.0,3.94,7.906222014677122,2.9833694553467183,4.781379257484852,LWD 50A/SX-HMD,4.0,,,,,,
2,42,2,3.5377375359017833,0.0,1646.548292431471,5825.0556988098015,0.27738360470522866,5360.0,1659.0,3.23,8.676412291227642,-0.7505550071446043,9.52747789169608,LWD 50A/SX-HMD,4.0,,,,,,
7,27,7,4.807562750921647,0.0,1396.587914680185,6714.184037003797,0.3197230493811332,7030.0,1444.0,4.87,-4.492403456560501,-3.283385409959494,-1.2820790365164814,LWD 50A/SX-HMD,4.0,,,,,,
7,36,7,4.364576145789329,0.0,1549.4013794517452,6762.480301008168,0.32202287147657943,6810.0,1576.0,4.32,-0.697792936737629,-1.6877297302192118,1.0318552266048275,LWD 50A/SX-HMD,4.0,,,,,,
12,24,12,5.4867391590985335,0.0,1350.3788232909878,7409.176369368061,0.35281792235086007,7540.0,1361.0,5.54,-1.7350614142166876,-0.7803950557687123,-0.9613870198820651,LWD 50A/SX-HMD,4.0,,,,,,
12,30,12,5.191414755676988,0.0,1452.254466471994,7539.2552662405205,0.3590121555352629,7510.0,1401.0,5.36,0.3895508154529992,3.65842016216944,-3.145247095578596,LWD 50A/SX-HMD,4.0,,,,,,
-7,34,-7,3.0256013561482855,0.0,1968.1512019942165,5954.84094585858,0.2835638545646943,6300.0,1921.0,3.28,-5.478715145101898,2.4545133781476602,-7.7560562149912915,LWD 70A-HMD,4.0,,,,,,
-7,52,-7,1.916843740350487,0.0,2576.7265648283174,4939.182186385973,0.2351991517326654,5800.0,2624.0,2.21,-14.84168644162115,-1.8015790842866863,-13.264989124412352,LWD 70A-HMD,4.0,,,,,,
2,30,2,4.369132734497896,0.0,1876.6646935660283,8199.397144335797,0.3904474830636094,7800.0,1907.0,4.09,5.1204762094333,-1.5907344747756569,6.824761234667376,LWD 70A-HMD,4.0,,,,,,
2,42,2,3.6299609906327537,0.0,2282.381602122133,8284.956181441228,0.39452172292577276,7500.0,2308.0,3.25,10.466082419216383,-1.1099825770306437,11.691107404084722,LWD 70A-HMD,4.0,,,,,,
7,27,7,5.163448335498174,0.0,1799.5423892550316,9291.8441544573,0.44246876925987144,8500.0,1767.0,4.81,9.315813581850584,1.8416745475399843,7.348198243205295,LWD 70A-HMD,4.0,,,,,,
7,36,7,4.609069527599331,0.0,2103.8300706721566,9696.699069982184,0.4617475747610564,8500.0,2024.0,4.2,14.07881258802568,3.944173452181654,9.739750657126933,LWD 70A-HMD,4.0,,,,,,
12,24,12,5.957763936498623,0.0,1722.420084944184,10261.772265581354,0.48865582217054065,11500.0,1852.0,6.21,-10.76719769059692,-6.996755672560251,-4.061772359120408,LWD 70A-HMD,4.0,,,,,,
12,30,12,5.5881780645661365,0.0,1925.2785392223668,10758.799301062365,0.512323776241065,11500.0,1852.0,6.21,-6.44522346902291,3.9567245800414153,-10.013235675263498,LWD 70A-HMD,4.0,,,,,,
-7,34,-7,3.0402719639084808,0.0,1958.090824018526,5953.1286350499795,0.2834823159547609,6180.0,1943.0,3.18,-3.671057685275414,0.7766764806240944,-4.393963399104384,LWD 70A/RX-HMD,4.0,,,,,,
-7,52,-7,2.0774088057700055,0.0,2437.3566088994667,5063.386082129471,0.24111362295854624,5580.0,2447.0,2.28,-9.258313940332064,-0.3940903596458267,-8.88557869429799,LWD 70A/RX-HMD,4.0,,,,,,
2,30,2,4.140130981958549,0.0,1904.0238075285858,7882.90795593578,0.37537656933027524,7460.0,1893.0,3.94,5.669007452222252,0.5823458810663373,5.079466547171307,LWD 70A/RX-HMD,4.0,,,,,,
2,42,2,3.498222209866242,0.0,2223.534330782222,7778.417180342439,0.3704008181115447,7120.0,2239.0,3.18,9.247432308180326,-0.6907400275917075,10.006987731642813,LWD 70A/RX-HMD,4.0,,,,,,
7,27,7,4.792768967955226,0.0,1853.2775607490273,8882.331182165693,0.4229681515316997,8690.0,1865.0,4.66,2.2132472055891084,-0.6285490214998801,2.8491194840177148,LWD 70A/RX-HMD,4.0,,,,,,
7,36,7,4.311337388886045,0.0,2092.9104531894977,9023.243088426318,0.42967824230601515,8750.0,2093.0,4.18,3.1227781534436394,-0.004278395150614234,3.1420427963168684,LWD 70A/RX-HMD,4.0,,,,,,
12,24,12,5.445406953952215,0.0,1802.5313139701643,9815.516551809756,0.4674055500861789,10340.0,1853.0,5.58,-5.072373773600036,-2.723620400962534,-2.4120617571287584,LWD 70A/RX-HMD,4.0,,,,,,
12,30,12,5.124452567906019,0.0,1962.2865755967737,10055.644481284395,0.478840213394495,10320.0,1901.0,5.43,-2.5615844836783475,3.2239124459112922,-5.627024532117508,LWD 70A/RX-HMD,4.0,,,,,,
-7,34,-7,2.7673035006795317,0.0,2193.234483051062,6069.345462758267,0.2890164506075365,6180.0,2255.0,2.74,-1.7905264925846764,-2.7390473148087846,0.9964781269901968,LWD 70A/SX-HMD,4.0,,,,,,
-7,52,-7,2.026976813542092,0.0,2618.0456093431458,5306.717746934234,0.2527008450921064,5810.0,2702.0,2.15,-8.662345147431427,-3.1071203055830554,-5.722008672460843,LWD 70A/SX-HMD,4.0,,,,,,
2,30,2,3.8055662272196007,0.0,2155.438263295817,8202.66305965543,0.39060300284073474,7550.0,2008.0,3.76,8.644543836495755,7.342542992819556,1.2118677452021442,LWD 70A/SX-HMD,4.0,,,,,,
2,42,2,3.3120151024612596,0.0,2438.64568082377,8076.831324440246,0.3846110154495355,7220.0,2367.0,3.05,11.867469867593439,3.026855970585962,8.59065909709049,LWD 70A/SX-HMD,4.0,,,,,,
7,27,7,4.414368277828089,0.0,2116.084327110675,9341.17552680656,0.44481788222888385,9520.0,2074.0,4.59,-1.8784083318638567,2.0291382406304237,-3.826399175858619,LWD 70A/SX-HMD,4.0,,,,,,
7,36,7,4.044204934259369,0.0,2328.4898902568702,9416.890303549892,0.44842334778809007,9290.0,2255.0,4.12,1.3658805548965702,3.2589751776882503,-1.8396860616658017,LWD 70A/SX-HMD,4.0,,,,,,
12,24,12,5.023170328436436,0.0,2076.730390925533,10431.770479859337,0.496750975231397,10970.0,2230.0,4.92,-4.9063766649103275,-6.873076640110631,2.0969578950495116,LWD 70A/SX-HMD,4.0,,,,,,
12,30,12,4.776394766057365,0.0,2218.334099689663,10595.639383124284,0.5045542563392517,10910.0,2254.0,4.84,-2.8813988714547767,-1.582338079429313,-1.3141577260874948,LWD 70A/SX-HMD,4.0,,,,,,
-7,34,-7,3.05707062533088,0.0,2403.848575865757,7348.734869022675,0.34993975566774643,7500.0,2358.0,3.18,-2.016868413030992,1.9443840485902086,-3.8657036059471794,LWD 90A-HMD,4.0,,,,,,
-7,52,-7,2.141068504136001,0.0,3060.4306935230707,6552.591766993345,0.3120281793806355,7200.0,3064.0,2.35,-8.991781013981315,-0.11649172574834665,-8.89070195165953,LWD 90A-HMD,4.0,,,,,,
2,30,2,4.086280308182779,0.0,2302.491570617419,9408.625964770798,0.4480298078462285,9000.0,2350.0,3.83,4.540288497453315,-2.021635292875801,6.691391858558204,LWD 90A-HMD,4.0,,,,,,
2,42,2,3.4756122273862498,0.0,2740.2129823890773,9523.91774723402,0.45351989272542953,9000.0,2804.0,3.21,5.821308302600214,-2.2748579747119413,8.274524217640188,LWD 90A-HMD,4.0,,,,,,
7,27,7,4.6976438038930155,0.0,2217.811291012078,10418.487469426858,0.4961184509250885,10300.0,2196.0,4.69,1.1503637808432776,0.9932281881638527,0.1629808932412713,LWD 90A-HMD,4.0,,,,,,
7,36,7,4.23964274329569,0.0,2546.102349841083,10794.564351191852,0.5140268738662787,10100.0,2506.0,4.03,6.876874764275764,1.60025338551808,5.202053183515876,LWD 90A-HMD,4.0,,,,,,
12,24,12,5.309007299603309,0.0,2133.1310114077824,11324.808110574106,0.5392765766940051,12000.0,2214.0,5.42,-5.626599078549122,-3.6526191776069417,-2.047835800676956,LWD 90A-HMD,4.0,,,,,,
12,30,12,5.003673259205243,0.0,2351.9917172937858,11768.598061695133,0.560409431509292,12000.0,2264.0,5.3,-1.9283494858738925,3.886559951138957,-5.591070581033142,LWD 90A-HMD,4.0,,,,,,
-7,34,-7,3.235385829669895,0.0,2588.8543690927013,8375.942740841521,0.3988544162305486,7280.0,2459.0,2.96,15.054158528042883,5.280779548300174,9.303575326685642,LWDV 91-1/3-HDV 12-3,1.0,,,,,,
-7,52,-7,2.006529180567213,0.0,3098.1653214968737,6216.559123804878,0.29602662494308946,7070.0,3228.0,2.19,-12.071299521854616,-4.022139978411598,-8.377662987798484,LWDV 91-1/3-HDV 12-3,1.0,,,,,,
2,30,2,5.303292499461463,0.0,855.223371919425,4535.4996936644275,0.21597617588878226,5430.0,1050.0,5.17,-16.4733021424599,-18.550155055292862,2.5781914789451355,LWDV 91-1/3-HDV 12-3,1.0,,,,,,
2,42,2,4.484054733393009,0.0,1194.764006855601,5357.387200228455,0.255113676201355,4860.0,1000.0,4.86,10.23430453144969,19.476400685560115,-7.735499312901051,LWDV 91-1/3-HDV 12-3,1.0,,,,,,
7,27,7,6.505228282331245,0.0,597.6972496783278,3888.157052879058,0.1851503358513837,3370.0,488.0,6.9,15.375580204126349,22.47894460621471,-5.721329241576156,LWDV 91-1/3-HDV 12-3,1.0,,,,,,
7,36,7,5.890799957780018,0.0,661.3611187288263,3895.9460502851157,0.18552124048976742,3180.0,593.0,5.36,22.51402673852565,11.528013276361948,9.90298428694063,LWDV 91-1/3-HDV 12-3,1.0,,,,,,
12,24,12,7.707164065201596,0.0,576.4759599948281,4442.994803324732,0.21157118111070153,3280.0,399.0,8.22,35.457158637949135,44.480190474894265,-6.2388799853820505,LWDV 91-1/3-HDV 12-3,1.0,,,,,,
12,30,12,7.297545182167141,0.0,618.9185393618272,4516.5860050738265,0.2150755240511346,3180.0,470.0,6.77,42.03100644886246,31.684795608899407,7.7923956006963335,LWDV 91-1/3-HDV 12-3,1.0,,,,,,
-7,34,-7,2.8790643558461397,0.0,3272.155702686407,9420.746850383113,0.44860699287538636,8460.0,3254.0,2.6,11.356345749209385,0.5579502976769124,10.73324445562076,LWAV 122R3,1.0,,,,,,
-7,52,-7,1.5283015154893747,0.0,3788.8477454429635,5790.501751318981,0.2757381786342372,8300.0,3807.0,2.18,-30.23491865880745,-0.4768125704501358,-29.894425894982824,LWAV 122R3,1.0,,,,,,
2,30,2,4.662371040557673,0.0,1145.7685707638245,5341.99820351041,0.25438086683382904,5300.0,1173.0,4.52,0.7924189341586896,-2.321519968983421,3.1498017822494173,LWAV 122R3,1.0,,,,,,
2,42,2,3.7618624803199054,0.0,1490.2299326015107,5606.040070503284,0.26695428907158497,4800.0,1463.0,3.28,16.792501468818433,1.8612394122700326,14.690929278045894,LWAV 122R3,1.0,,,,,,
7,27,7,5.711463272079527,0.0,767.8049770702692,4385.289926656706,0.2088233298407955,6300.0,1043.0,6.04,-30.392223386401497,-26.38494946593776,-5.439349800007831,LWAV 122R3,1.0,,,,,,
7,36,7,5.036081851901372,0.0,832.3914824148454,4191.991638266683,0.19961864944127064,5200.0,1145.0,4.54,-19.384776187179163,-27.302053937568083,10.926913037475149,LWAV 122R3,1.0,,,,,,
12,24,12,6.760555503602063,0.0,746.2761419554239,5045.241278703656,0.24024958470017407,6700.0,913.0,7.34,-24.697891362632006,-18.261101647817757,-7.894339187982791,LWAV 122R3,1.0,,,,,,
12,30,12,6.310301223483293,0.0,789.333812185128,4980.934120768545,0.2371873390842164,6000.0,976.0,6.15,-16.98443132052425,-19.125633997425417,2.606523959077922,LWAV 122R3,1.0,,,,,,
-7,34,-7,3.285047226262577,0.0,1816.4620134632785,5967.1634989388795,0.2841506428066133,5880.0,1804.0,3.26,1.4823724309333208,0.6907989724655561,0.7683198240054478,LWAV 82R1/3,1.0,,,,,,
-7,52,-7,1.6913215800493617,0.0,2169.5387331529755,3669.387678134581,0.1747327465778372,5040.0,2182.0,2.31,-27.19468892590117,-0.5710938060047854,-26.782615582278712,LWAV 82R1/3,1.0,,,,,,
2,30,2,5.031555924382246,0.0,798.3064349423996,4016.723472206901,0.19127254629556673,3840.0,817.0,4.7,4.60217375538805,-2.288074058457823,7.054381369835028,LWAV 82R1/3,1.0,,,,,,
2,42,2,3.969072160240159,0.0,1033.6909147355618,4102.7938319701025,0.19537113485571916,3480.0,1015.0,3.43,17.896374481899493,1.8414694320750602,15.716389511374885,LWAV 82R1/3,1.0,,,,,,
7,27,7,6.070703222865291,0.0,419.78860006264426,2548.412007322403,0.12135295272963824,3270.0,548.0,5.97,-22.066911091058007,-23.396240864480976,1.6868211535224553,LWAV 82R1/3,1.0,,,,,,
7,36,7,5.273840399758796,0.0,463.9231900238564,2446.656861932791,0.11650746961584718,3040.0,626.0,4.86,-19.517866383789773,-25.890864213441468,8.515234562938168,LWAV 82R1/3,1.0,,,,,,
12,24,12,7.109850521348562,0.0,405.0770700755736,2880.037417863165,0.137144638945865,3360.0,424.0,7.92,-14.284600658834378,-4.462955170855287,-10.229160083982801,LWAV 82R1/3,1.0,,,,,,
12,30,12,6.5786086392774905,0.0,434.500130049715,2858.406309312248,0.1361145861577261,3390.0,517.0,6.56,-15.681229813797993,-15.957421653826886,0.28366828166905833,LWAV 82R1/3,1.0,,,,,,
-7,34,-7,3.0249653173339652,0.0,1694.6923982947123,5126.385728391023,0.24411360611385824,4110.0,1664.0,2.47,24.729579766204935,1.84449508982647,22.468231471010736,alpha innotec - Paros 4,1.0,,,,,,
-7,52,-7,1.6508371789439593,0.0,1879.3077829077708,3102.431158702891,0.14773481708109004,3840.0,1910.0,2.01,-19.20752190877888,-1.606922360849694,-17.868797067464705,alpha innotec - Paros 4,1.0,,,,,,
2,30,2,4.57418056750366,0.0,543.9610683523046,2488.1761483356418,0.11848457849217342,2830.0,590.0,4.8,-12.078581330896053,-7.803208753846691,-4.704571510340405,alpha innotec - Paros 4,1.0,,,,,,
2,42,2,3.658095141910323,0.0,667.0379914275321,2440.088435910675,0.11619468742431785,2260.0,621.0,3.64,7.968514863304188,7.413525189618708,0.4971192832506244,alpha innotec - Paros 4,1.0,,,,,,
7,27,7,5.494231613701231,0.0,405.7243816252074,2229.1437239745974,0.1061497011416475,2400.0,395.0,6.07,-7.119011501058448,2.7150333228373125,-9.485475886305917,alpha innotec - Paros 4,1.0,,,,,,
7,36,7,4.807167544506228,0.0,428.80130470181257,2061.3197150044793,0.09815808166687996,2210.0,485.0,4.56,-6.727614705679663,-11.587359855296375,5.420340888294484,alpha innotec - Paros 4,1.0,,,,,,
12,24,12,6.414282659898845,0.0,398.0320739330057,2553.0902299120535,0.1215757252339073,2420.0,356.0,6.79,5.499596277357588,11.806762340731925,-5.533392343168709,alpha innotec - Paros 4,1.0,,,,,,
12,30,12,5.956239947102176,0.0,413.4166893174091,2462.408999711082,0.11725757141481342,2300.0,439.0,5.24,7.0612608570035595,-5.827633412890865,13.66870128057589,alpha innotec - Paros 4,1.0,,,,,,
0,34,0,4.766237573485892,0.0,1540.2749283606258,7341.316237050705,0.349586487478605,10300.0,2279.0,4.52,-28.725085077177614,-32.41443929966539,5.447733926679033,PWZSV 122H1S (1~230V) ,2.0,,,,,,
0,52,0,3.2170733468323895,0.0,2589.3518535349217,8330.134833578242,0.39667308731324963,11100.0,3491.0,3.18,-24.953740238033852,-25.827789930251456,1.165828516741807,PWZSV 122H1S (1~230V) ,2.0,,,,,,
0,30,0,5.110496290520004,0.0,1307.1467227663377,6680.168477862749,0.3181032608506071,6300.0,1195.0,5.27,6.034420283535691,9.38466299299896,-3.026635853510351,PWZSV 122H1S (1~230V) ,2.0,,,,,,
0,42,0,4.077720139417669,0.0,2006.5313395492012,8182.07325365249,0.38962253588821383,6800.0,1650.0,4.12,20.324606671360158,21.60795997267886,-1.0262102083090086,PWZSV 122H1S (1~230V) ,2.0,,,,,,
0,27,0,5.368690328295587,0.0,1132.3005685706219,6078.971111208692,0.2894748148194615,4100.0,732.0,5.6,48.26758807826077,54.685870023309,-4.130529851864506,PWZSV 122H1S (1~230V) ,2.0,,,,,,
0,36,0,4.594108214968836,0.0,1656.8390311577696,7611.697803922916,0.3624618001868055,4400.0,942.0,4.67,72.993131907339,75.88524746897767,-1.6250917565559742,PWZSV 122H1S (1~230V) ,2.0,,,,,,
0,24,0,5.626884366071171,0.0,957.4544143749058,5387.485275471986,0.25654691787961836,2700.0,467.0,5.78,99.53649168414762,105.0223585385237,-2.649059410533372,PWZSV 122H1S (1~230V) ,2.0,,,,,,
0,30,0,5.110496290520004,0.0,1307.1467227663377,6680.168477862749,0.3181032608506071,2600.0,514.0,5.06,156.92955684087494,154.30870092730308,0.9979504055336763,PWZSV 122H1S (1~230V) ,2.0,,,,,,
0,34,0,4.718563145746977,0.0,2144.427338962586,10118.615810361118,0.48183884811243416,14200.0,3389.0,4.19,-28.742142180555508,-36.723890853862905,12.614872213531658, WZSV 162(H)(K)3M ,2.0,,,,,,
0,52,0,3.1638769016284134,0.0,3290.8888821391447,10411.96732002579,0.4958079676202757,14200.0,4733.0,3.0,-26.676286478691623,-30.469282016920673,5.4625633876137725, WZSV 162(H)(K)3M ,2.0,,,,,,
0,30,0,5.064048977773324,0.0,1889.658107145573,9569.321205831613,0.45568196218245777,8700.0,1654.0,5.26,9.992197768179455,14.247769476757743,-3.725304605069879, WZSV 162(H)(K)3M ,2.0,,,,,,
0,42,0,4.027591481694282,0.0,2653.965802596612,10689.090059246042,0.5090042885355258,8700.0,2122.0,4.1,22.863104129264844,25.069076465438833,-1.7660614220906812, WZSV 162(H)(K)3M ,2.0,,,,,,
0,27,0,5.3231633517930845,0.0,1698.5811832828135,9041.825104896405,0.43056310023316213,5700.0,941.0,6.06,58.62851061221763,80.5080959917974,-12.159020597473846, WZSV 162(H)(K)3M ,2.0,,,,,,
0,36,0,4.545820229733803,0.0,2271.8119548710924,10327.248742604108,0.4917737496478147,5600.0,1143.0,4.9,84.4151561179305,98.75870121356888,-7.228158576861176, WZSV 162(H)(K)3M ,2.0,,,,,,
0,24,0,5.582277725812846,0.0,1507.5042594200536,8415.307448928555,0.40072892613945504,5800.0,986.0,5.88,45.09150774014752,52.89089852130362,-5.063303982774725, WZSV 162(H)(K)3M ,2.0,,,,,,
0,30,0,5.064048977773324,0.0,1889.658107145573,9569.321205831613,0.45568196218245777,5500.0,1100.0,5.0,73.9876582878475,71.78710064959755,1.2809795554664882, WZSV 162(H)(K)3M ,2.0,,,,,,
0,34,0,4.716177792845833,0.0,1124.9430194148317,5305.431286381167,0.2526395850657699,7520.0,1875.0,4.01,-29.449052042803626,-40.003038964542306,17.610418774210302,PWZSV 92H1S(1~ 230V),2.0,,,,,,
0,52,0,2.881099111107225,0.0,1451.4814819766375,4181.862007511488,0.19913628607197562,6620.0,2236.0,2.96,-36.82987904061197,-35.085801342726405,-2.6655705707018584,PWZSV 92H1S(1~ 230V),2.0,,,,,,
