Manufacturer,Model,Date,Type,SPL indoor [dBA],SPL outdoor [dBA],Refrigerant,Mass of Refrigerant [kg],PSB [W],Prated [W],Guideline,Climate,T_in [°C],T_out [°C],P_th [W],COP,P_el [W]
STIEBEL ELTRON ,"WPF 05, average climates",2016-08-23,Brine/Water,46.0,0.0,R410a,1.4,9,6.0,EN 14825,average,7,27,6000,5.61,1070
STIEBEL ELTRON ,"WPF 05, average climates",2016-08-23,Brine/Water,46.0,0.0,R410a,1.4,9,5.0,EN 14825,average,7,36,5600,3.92,1429
STIEBEL ELTRON ,"WPF 05, average climates",2016-08-23,Brine/Water,46.0,0.0,R410a,1.4,9,6.0,EN 14825,average,12,24,6000,6.03,995
STIEBEL ELTRON ,"WPF 05, average climates",2016-08-23,Brine/Water,46.0,0.0,R410a,1.4,9,5.0,EN 14825,average,12,30,5700,4.44,1284
STIEBEL ELTRON ,"WPC 05, average climates",2016-08-23,Brine/Water,47.0,0.0,R410a,1.4,9,6.0,EN 14825,average,-7,34,5800,4.87,1191
STIEBEL ELTRON ,"WPC 05, average climates",2016-08-23,Brine/Water,47.0,0.0,R410a,1.4,9,5.0,EN 14825,average,-7,52,5300,2.94,1803
STIEBEL ELTRON ,"WPC 05, average climates",2016-08-23,Brine/Water,47.0,0.0,R410a,1.4,9,6.0,EN 14825,average,2,30,5900,5.24,1126
STIEBEL ELTRON ,"WPC 05, average climates",2016-08-23,Brine/Water,47.0,0.0,R410a,1.4,9,5.0,EN 14825,average,2,42,5500,3.49,1576
STIEBEL ELTRON ,"WPC 05, average climates",2016-08-23,Brine/Water,47.0,0.0,R410a,1.4,9,6.0,EN 14825,average,7,27,6000,5.61,1070
STIEBEL ELTRON ,"WPC 05, average climates",2016-08-23,Brine/Water,47.0,0.0,R410a,1.4,9,5.0,EN 14825,average,7,36,5600,3.92,1429
STIEBEL ELTRON ,"WPC 05, average climates",2016-08-23,Brine/Water,47.0,0.0,R410a,1.4,9,6.0,EN 14825,average,12,24,6000,6.03,995
STIEBEL ELTRON ,"WPC 05, average climates",2016-08-23,Brine/Water,47.0,0.0,R410a,1.4,9,5.0,EN 14825,average,12,30,5700,4.44,1284
STIEBEL ELTRON ,"WPF 05 cool, average climates",2016-08-23,Brine/Water,46.0,0.0,R410a,1.4,9,6.0,EN 14825,average,-7,34,5800,4.87,1191
STIEBEL ELTRON ,"WPF 05 cool, average climates",2016-08-23,Brine/Water,46.0,0.0,R410a,1.4,9,5.0,EN 14825,average,-7,52,5300,2.94,1803
STIEBEL ELTRON ,"WPF 05 cool, average climates",2016-08-23,Brine/Water,46.0,0.0,R410a,1.4,9,6.0,EN 14825,average,2,30,5900,5.24,1126
STIEBEL ELTRON ,"WPF 05 cool, average climates",2016-08-23,Brine/Water,46.0,0.0,R410a,1.4,9,5.0,EN 14825,average,2,42,5500,3.49,1576
STIEBEL ELTRON ,"WPF 05 cool, average climates",2016-08-23,Brine/Water,46.0,0.0,R410a,1.4,9,6.0,EN 14825,average,7,27,6000,5.61,1070
STIEBEL ELTRON ,"WPF 05 cool, average climates",2016-08-23,Brine/Water,46.0,0.0,R410a,1.4,9,5.0,EN 14825,average,7,36,5600,3.92,1429
STIEBEL ELTRON ,"WPF 05 cool, average climates",2016-08-23,Brine/Water,46.0,0.0,R410a,1.4,9,6.0,EN 14825,average,12,24,6000,6.03,995
STIEBEL ELTRON ,"WPF 05 cool, average climates",2016-08-23,Brine/Water,46.0,0.0,R410a,1.4,9,5.0,EN 14825,average,12,30,5700,4.44,1284
STIEBEL ELTRON ,"WPC 05 cool, average climates",2016-08-23,Brine/Water,47.0,0.0,R410a,1.4,9,6.0,EN 14825,average,-7,34,5800,4.87,1191
STIEBEL ELTRON ,"WPC 05 cool, average climates",2016-08-23,Brine/Water,47.0,0.0,R410a,1.4,9,5.0,EN 14825,average,-7,52,5300,2.94,1803
STIEBEL ELTRON ,"WPC 05 cool, average climates",2016-08-23,Brine/Water,47.0,0.0,R410a,1.4,9,6.0,EN 14825,average,2,30,5900,5.24,1126
STIEBEL ELTRON ,"WPC 05 cool, average climates",2016-08-23,Brine/Water,47.0,0.0,R410a,1.4,9,5.0,EN 14825,average,2,42,5500,3.49,1576
STIEBEL ELTRON ,"WPC 05 cool, average climates",2016-08-23,Brine/Water,47.0,0.0,R410a,1.4,9,6.0,EN 14825,average,7,27,6000,5.61,1070
STIEBEL ELTRON ,"WPC 05 cool, average climates",2016-08-23,Brine/Water,47.0,0.0,R410a,1.4,9,5.0,EN 14825,average,7,36,5600,3.92,1429
STIEBEL ELTRON ,"WPC 05 cool, average climates",2016-08-23,Brine/Water,47.0,0.0,R410a,1.4,9,6.0,EN 14825,average,12,24,6000,6.03,995
STIEBEL ELTRON ,"WPC 05 cool, average climates",2016-08-23,Brine/Water,47.0,0.0,R410a,1.4,9,5.0,EN 14825,average,12,30,5700,4.44,1284
Ecoforest Geotermia ,ECOGEO C1 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,-7,34,12420,4.05,3067
Ecoforest Geotermia ,ECOGEO C1 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,-7,52,11870,2.81,4224
Ecoforest Geotermia ,ECOGEO C1 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,2,30,8470,5.01,1691
Ecoforest Geotermia ,ECOGEO C1 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,2,42,8480,3.62,2343
Ecoforest Geotermia ,ECOGEO C1 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,7,27,5340,5.61,952
Ecoforest Geotermia ,ECOGEO C1 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,7,36,5560,4.29,1296
Ecoforest Geotermia ,ECOGEO C1 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,12,24,2450,5.18,473
Ecoforest Geotermia ,ECOGEO C1 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,12,30,2470,4.38,564
Ecoforest Geotermia ,ECOGEO C2 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,-7,34,12420,4.05,3067
Ecoforest Geotermia ,ECOGEO C2 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,-7,52,11870,2.81,4224
Ecoforest Geotermia ,ECOGEO C2 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,2,30,8470,5.01,1691
Ecoforest Geotermia ,ECOGEO C2 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,2,42,8480,3.62,2343
Ecoforest Geotermia ,ECOGEO C2 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,7,27,5340,5.61,952
Ecoforest Geotermia ,ECOGEO C2 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,7,36,5560,4.29,1296
Ecoforest Geotermia ,ECOGEO C2 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,12,24,2450,5.18,473
Ecoforest Geotermia ,ECOGEO C2 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,12,30,2470,4.38,564
Ecoforest Geotermia ,ECOGEO B1 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,-7,34,12420,4.05,3067
Ecoforest Geotermia ,ECOGEO B1 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,-7,52,11870,2.81,4224
Ecoforest Geotermia ,ECOGEO B1 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,2,30,8470,5.01,1691
Ecoforest Geotermia ,ECOGEO B1 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,2,42,8480,3.62,2343
Ecoforest Geotermia ,ECOGEO B1 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,7,27,5340,5.61,952
Ecoforest Geotermia ,ECOGEO B1 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,7,36,5560,4.29,1296
Ecoforest Geotermia ,ECOGEO B1 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,12,24,2450,5.18,473
Ecoforest Geotermia ,ECOGEO B1 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,12,30,2470,4.38,564
Ecoforest Geotermia ,ECOGEO B2 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,-7,34,12420,4.05,3067
Ecoforest Geotermia ,ECOGEO B2 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,-7,52,11870,2.81,4224
Ecoforest Geotermia ,ECOGEO B2 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,2,30,8470,5.01,1691
Ecoforest Geotermia ,ECOGEO B2 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,2,42,8480,3.62,2343
Ecoforest Geotermia ,ECOGEO B2 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,7,27,5340,5.61,952
Ecoforest Geotermia ,ECOGEO B2 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,7,36,5560,4.29,1296
Ecoforest Geotermia ,ECOGEO B2 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,12,24,2450,5.18,473
Ecoforest Geotermia ,ECOGEO B2 T 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,12,30,2470,4.38,564
Ecoforest Geotermia ,ECOGEO C1 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,-7,34,12420,4.05,3067
Ecoforest Geotermia ,ECOGEO C1 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,-7,52,11870,2.81,4224
Ecoforest Geotermia ,ECOGEO C1 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,2,30,8470,5.01,1691
Ecoforest Geotermia ,ECOGEO C1 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,2,42,8480,3.62,2343
Ecoforest Geotermia ,ECOGEO C1 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,7,27,5340,5.61,952
Ecoforest Geotermia ,ECOGEO C1 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,7,36,5560,4.29,1296
Ecoforest Geotermia ,ECOGEO C1 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,12,24,2450,5.18,473
Ecoforest Geotermia ,ECOGEO C1 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,12,30,2470,4.38,564
Ecoforest Geotermia ,ECOGEO C2 1 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,-7,34,12420,4.05,3067
Ecoforest Geotermia ,ECOGEO C2 1 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,-7,52,11870,2.81,4224
Ecoforest Geotermia ,ECOGEO C2 1 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,2,30,8470,5.01,1691
Ecoforest Geotermia ,ECOGEO C2 1 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,2,42,8480,3.62,2343
Ecoforest Geotermia ,ECOGEO C2 1 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,7,27,5340,5.61,952
Ecoforest Geotermia ,ECOGEO C2 1 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,7,36,5560,4.29,1296
Ecoforest Geotermia ,ECOGEO C2 1 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,12,24,2450,5.18,473
Ecoforest Geotermia ,ECOGEO C2 1 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,12,30,2470,4.38,564
Ecoforest Geotermia ,ECOGEO B1 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,-7,34,12420,4.05,3067
Ecoforest Geotermia ,ECOGEO B1 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,-7,52,11870,2.81,4224
Ecoforest Geotermia ,ECOGEO B1 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,2,30,8470,5.01,1691
Ecoforest Geotermia ,ECOGEO B1 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,2,42,8480,3.62,2343
Ecoforest Geotermia ,ECOGEO B1 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,7,27,5340,5.61,952
Ecoforest Geotermia ,ECOGEO B1 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,7,36,5560,4.29,1296
Ecoforest Geotermia ,ECOGEO B1 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,12,24,2450,5.18,473
Ecoforest Geotermia ,ECOGEO B1 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,12,30,2470,4.38,564
Ecoforest Geotermia ,ECOGEO B2 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,-7,34,12420,4.05,3067
Ecoforest Geotermia ,ECOGEO B2 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,-7,52,11870,2.81,4224
Ecoforest Geotermia ,ECOGEO B2 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,2,30,8470,5.01,1691
Ecoforest Geotermia ,ECOGEO B2 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,2,42,8480,3.62,2343
Ecoforest Geotermia ,ECOGEO B2 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,7,27,5340,5.61,952
Ecoforest Geotermia ,ECOGEO B2 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,7,36,5560,4.29,1296
Ecoforest Geotermia ,ECOGEO B2 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,12,24,2450,5.18,473
Ecoforest Geotermia ,ECOGEO B2 3-12kW,2019-05-28,Brine/Water,54.0,,R410a,1.0,11,15.0,EN 14825,average,12,30,2470,4.38,564
Bosch Thermotechnik,Bosch Compress 7000 LW 48,2020-12-17,Brine/Water,54.0,,R410a,7.5,25,45.0,EN 14825,average,-7,34,39810,4.55,8749
Bosch Thermotechnik,Bosch Compress 7000 LW 48,2020-12-17,Brine/Water,54.0,,R410a,7.5,25,47.0,EN 14825,average,-7,52,41580,3.54,11746
Bosch Thermotechnik,Bosch Compress 7000 LW 48,2020-12-17,Brine/Water,54.0,,R410a,7.5,25,45.0,EN 14825,average,2,30,25310,5.17,4896
Bosch Thermotechnik,Bosch Compress 7000 LW 48,2020-12-17,Brine/Water,54.0,,R410a,7.5,25,47.0,EN 14825,average,2,42,25480,4.3,5926
Bosch Thermotechnik,Bosch Compress 7000 LW 48,2020-12-17,Brine/Water,54.0,,R410a,7.5,25,45.0,EN 14825,average,7,27,25320,5.26,4814
Bosch Thermotechnik,Bosch Compress 7000 LW 48,2020-12-17,Brine/Water,54.0,,R410a,7.5,25,47.0,EN 14825,average,7,36,25480,4.57,5575
Bosch Thermotechnik,Bosch Compress 7000 LW 48,2020-12-17,Brine/Water,54.0,,R410a,7.5,25,45.0,EN 14825,average,12,24,25320,5.32,4759
Bosch Thermotechnik,Bosch Compress 7000 LW 48,2020-12-17,Brine/Water,54.0,,R410a,7.5,25,47.0,EN 14825,average,12,30,25490,4.8,5310
Johnson Controls-Hitachi AirConditioning Spain,RASM-3VNE - Heating Only,2020-12-17,Outdoor Air/Water,,64.0,R410a,2.4,15,7.0,EN 14825,average,-7,34,5900,2.5,2360
Johnson Controls-Hitachi AirConditioning Spain,RASM-3VNE - Heating Only,2020-12-17,Outdoor Air/Water,,64.0,R410a,2.4,15,6.0,EN 14825,average,-7,52,5100,1.84,2772
Johnson Controls-Hitachi AirConditioning Spain,RASM-3VNE - Heating Only,2020-12-17,Outdoor Air/Water,,64.0,R410a,2.4,15,7.0,EN 14825,average,2,30,3590,4.4,816
Johnson Controls-Hitachi AirConditioning Spain,RASM-3VNE - Heating Only,2020-12-17,Outdoor Air/Water,,64.0,R410a,2.4,15,6.0,EN 14825,average,2,42,3100,3.2,969
Johnson Controls-Hitachi AirConditioning Spain,RASM-3VNE - Heating Only,2020-12-17,Outdoor Air/Water,,64.0,R410a,2.4,15,7.0,EN 14825,average,7,27,2310,5.35,432
Johnson Controls-Hitachi AirConditioning Spain,RASM-3VNE - Heating Only,2020-12-17,Outdoor Air/Water,,64.0,R410a,2.4,15,6.0,EN 14825,average,7,36,2000,4.45,449
Johnson Controls-Hitachi AirConditioning Spain,RASM-3VNE - Heating Only,2020-12-17,Outdoor Air/Water,,64.0,R410a,2.4,15,7.0,EN 14825,average,12,24,2100,6.15,341
Johnson Controls-Hitachi AirConditioning Spain,RASM-3VNE - Heating Only,2020-12-17,Outdoor Air/Water,,64.0,R410a,2.4,15,6.0,EN 14825,average,12,30,2300,5.96,386
Johnson Controls-Hitachi AirConditioning Spain,RASM-3VNE - with cooling kit,2020-12-17,Outdoor Air/Water,,64.0,R410a,2.4,15,7.0,EN 14825,average,-7,34,5900,2.5,2360
Johnson Controls-Hitachi AirConditioning Spain,RASM-3VNE - with cooling kit,2020-12-17,Outdoor Air/Water,,64.0,R410a,2.4,15,6.0,EN 14825,average,-7,52,5100,1.84,2772
Johnson Controls-Hitachi AirConditioning Spain,RASM-3VNE - with cooling kit,2020-12-17,Outdoor Air/Water,,64.0,R410a,2.4,15,7.0,EN 14825,average,2,30,3590,4.4,816
Johnson Controls-Hitachi AirConditioning Spain,RASM-3VNE - with cooling kit,2020-12-17,Outdoor Air/Water,,64.0,R410a,2.4,15,6.0,EN 14825,average,2,42,3100,3.2,969
Johnson Controls-Hitachi AirConditioning Spain,RASM-3VNE - with cooling kit,2020-12-17,Outdoor Air/Water,,64.0,R410a,2.4,15,7.0,EN 14825,average,7,27,2310,5.35,432
Johnson Controls-Hitachi AirConditioning Spain,RASM-3VNE - with cooling kit,2020-12-17,Outdoor Air/Water,,64.0,R410a,2.4,15,6.0,EN 14825,average,7,36,2000,4.45,449
Johnson Controls-Hitachi AirConditioning Spain,RASM-3VNE - with cooling kit,2020-12-17,Outdoor Air/Water,,64.0,R410a,2.4,15,7.0,EN 14825,average,12,24,2100,6.15,341
Johnson Controls-Hitachi AirConditioning Spain,RASM-3VNE - with cooling kit,2020-12-17,Outdoor Air/Water,,64.0,R410a,2.4,15,6.0,EN 14825,average,12,30,2300,5.96,386
Nibe,NIBE AMS 10-12 + HBS05-12,2018-09-20,Outdoor Air/Water,35.0,58.0,R410a,2.9,15,11.5,EN 14825,average,-7,34,10300,2.91,3540
Nibe,NIBE AMS 10-12 + HBS05-12,2018-09-20,Outdoor Air/Water,35.0,58.0,R410a,2.9,15,10.0,EN 14825,average,-7,52,8900,1.99,4472
Nibe,NIBE AMS 10-12 + HBS05-12,2018-09-20,Outdoor Air/Water,35.0,58.0,R410a,2.9,15,11.5,EN 14825,average,2,30,6300,4.34,1452
Nibe,NIBE AMS 10-12 + HBS05-12,2018-09-20,Outdoor Air/Water,35.0,58.0,R410a,2.9,15,10.0,EN 14825,average,2,42,5500,3.22,1708
Nibe,NIBE AMS 10-12 + HBS05-12,2018-09-20,Outdoor Air/Water,35.0,58.0,R410a,2.9,15,11.5,EN 14825,average,7,27,4100,5.51,744
Nibe,NIBE AMS 10-12 + HBS05-12,2018-09-20,Outdoor Air/Water,35.0,58.0,R410a,2.9,15,10.0,EN 14825,average,7,36,3500,4.61,759
Nibe,NIBE AMS 10-12 + HBS05-12,2018-09-20,Outdoor Air/Water,35.0,58.0,R410a,2.9,15,11.5,EN 14825,average,12,24,4800,6.96,690
Nibe,NIBE AMS 10-12 + HBS05-12,2018-09-20,Outdoor Air/Water,35.0,58.0,R410a,2.9,15,10.0,EN 14825,average,12,30,5000,6.25,800
Nibe,NIBE AMS 10-12 + HK200S-12,2018-09-20,Outdoor Air/Water,35.0,58.0,R410a,2.9,15,11.5,EN 14825,average,-7,34,10300,2.91,3540
Nibe,NIBE AMS 10-12 + HK200S-12,2018-09-20,Outdoor Air/Water,35.0,58.0,R410a,2.9,15,10.0,EN 14825,average,-7,52,8900,1.99,4472
Nibe,NIBE AMS 10-12 + HK200S-12,2018-09-20,Outdoor Air/Water,35.0,58.0,R410a,2.9,15,11.5,EN 14825,average,2,30,6300,4.34,1452
Nibe,NIBE AMS 10-12 + HK200S-12,2018-09-20,Outdoor Air/Water,35.0,58.0,R410a,2.9,15,10.0,EN 14825,average,2,42,5500,3.22,1708
Nibe,NIBE AMS 10-12 + HK200S-12,2018-09-20,Outdoor Air/Water,35.0,58.0,R410a,2.9,15,11.5,EN 14825,average,7,27,4100,5.51,744
Nibe,NIBE AMS 10-12 + HK200S-12,2018-09-20,Outdoor Air/Water,35.0,58.0,R410a,2.9,15,10.0,EN 14825,average,7,36,3500,4.61,759
Nibe,NIBE AMS 10-12 + HK200S-12,2018-09-20,Outdoor Air/Water,35.0,58.0,R410a,2.9,15,11.5,EN 14825,average,12,24,4800,6.96,690
Nibe,NIBE AMS 10-12 + HK200S-12,2018-09-20,Outdoor Air/Water,35.0,58.0,R410a,2.9,15,10.0,EN 14825,average,12,30,5000,6.25,800
Nibe,NIBE AMS10-12 + BA-SVM 10-200/12,2018-09-20,Outdoor Air/Water,35.0,58.0,R410a,2.9,15,11.5,EN 14825,average,-7,34,10300,2.91,3540
Nibe,NIBE AMS10-12 + BA-SVM 10-200/12,2018-09-20,Outdoor Air/Water,35.0,58.0,R410a,2.9,15,10.0,EN 14825,average,-7,52,8900,1.99,4472
Nibe,NIBE AMS10-12 + BA-SVM 10-200/12,2018-09-20,Outdoor Air/Water,35.0,58.0,R410a,2.9,15,11.5,EN 14825,average,2,30,6300,4.34,1452
Nibe,NIBE AMS10-12 + BA-SVM 10-200/12,2018-09-20,Outdoor Air/Water,35.0,58.0,R410a,2.9,15,10.0,EN 14825,average,2,42,5500,3.22,1708
Nibe,NIBE AMS10-12 + BA-SVM 10-200/12,2018-09-20,Outdoor Air/Water,35.0,58.0,R410a,2.9,15,11.5,EN 14825,average,7,27,4100,5.51,744
Nibe,NIBE AMS10-12 + BA-SVM 10-200/12,2018-09-20,Outdoor Air/Water,35.0,58.0,R410a,2.9,15,10.0,EN 14825,average,7,36,3500,4.61,759
Nibe,NIBE AMS10-12 + BA-SVM 10-200/12,2018-09-20,Outdoor Air/Water,35.0,58.0,R410a,2.9,15,11.5,EN 14825,average,12,24,4800,6.96,690
Nibe,NIBE AMS10-12 + BA-SVM 10-200/12,2018-09-20,Outdoor Air/Water,35.0,58.0,R410a,2.9,15,10.0,EN 14825,average,12,30,5000,6.25,800
Vaillant Deutschland ,VWL 77/5 230V,2020-12-17,Outdoor Air/Water,47.0,,R410a,1.8,10,5.73,EN 14825,average,-7,34,6490,2.64,2458
Vaillant Deutschland ,VWL 77/5 230V,2020-12-17,Outdoor Air/Water,47.0,,R410a,1.8,10,6.81,EN 14825,average,-7,52,5590,1.98,2823
Vaillant Deutschland ,VWL 77/5 230V,2020-12-17,Outdoor Air/Water,47.0,,R410a,1.8,10,5.73,EN 14825,average,2,30,3800,4.33,878
Vaillant Deutschland ,VWL 77/5 230V,2020-12-17,Outdoor Air/Water,47.0,,R410a,1.8,10,6.81,EN 14825,average,2,42,3390,3.47,977
Vaillant Deutschland ,VWL 77/5 230V,2020-12-17,Outdoor Air/Water,47.0,,R410a,1.8,10,5.73,EN 14825,average,7,27,2810,5.98,470
Vaillant Deutschland ,VWL 77/5 230V,2020-12-17,Outdoor Air/Water,47.0,,R410a,1.8,10,6.81,EN 14825,average,7,36,2610,4.38,596
Vaillant Deutschland ,VWL 77/5 230V,2020-12-17,Outdoor Air/Water,47.0,,R410a,1.8,10,5.73,EN 14825,average,12,24,3420,7.53,454
Vaillant Deutschland ,VWL 77/5 230V,2020-12-17,Outdoor Air/Water,47.0,,R410a,1.8,10,6.81,EN 14825,average,12,30,3190,6.17,517
Vaillant Deutschland ,VWL 77/5 230V S2,2020-12-17,Outdoor Air/Water,47.0,,R410a,1.8,10,5.73,EN 14825,average,-7,34,6490,2.64,2458
Vaillant Deutschland ,VWL 77/5 230V S2,2020-12-17,Outdoor Air/Water,47.0,,R410a,1.8,10,6.81,EN 14825,average,-7,52,5590,1.98,2823
Vaillant Deutschland ,VWL 77/5 230V S2,2020-12-17,Outdoor Air/Water,47.0,,R410a,1.8,10,5.73,EN 14825,average,2,30,3800,4.33,878
Vaillant Deutschland ,VWL 77/5 230V S2,2020-12-17,Outdoor Air/Water,47.0,,R410a,1.8,10,6.81,EN 14825,average,2,42,3390,3.47,977
Vaillant Deutschland ,VWL 77/5 230V S2,2020-12-17,Outdoor Air/Water,47.0,,R410a,1.8,10,5.73,EN 14825,average,7,27,2810,5.98,470
Vaillant Deutschland ,VWL 77/5 230V S2,2020-12-17,Outdoor Air/Water,47.0,,R410a,1.8,10,6.81,EN 14825,average,7,36,2610,4.38,596
Vaillant Deutschland ,VWL 77/5 230V S2,2020-12-17,Outdoor Air/Water,47.0,,R410a,1.8,10,5.73,EN 14825,average,12,24,3420,7.53,454
Vaillant Deutschland ,VWL 77/5 230V S2,2020-12-17,Outdoor Air/Water,47.0,,R410a,1.8,10,6.81,EN 14825,average,12,30,3190,6.17,517
Argoclima ,AUBH + AEI1G65EMX,2019-02-21,Outdoor Air/Water,46.0,65.0,R410a,2.7,5,5.8,EN 14825,average,-7,34,5130,2.54,2020
Argoclima ,AUBH + AEI1G65EMX,2019-02-21,Outdoor Air/Water,46.0,65.0,R410a,2.7,5,4.5,EN 14825,average,-7,52,3980,1.59,2503
Argoclima ,AUBH + AEI1G65EMX,2019-02-21,Outdoor Air/Water,46.0,65.0,R410a,2.7,5,5.8,EN 14825,average,2,30,3010,3.79,794
Argoclima ,AUBH + AEI1G65EMX,2019-02-21,Outdoor Air/Water,46.0,65.0,R410a,2.7,5,4.5,EN 14825,average,2,42,2640,2.83,933
Argoclima ,AUBH + AEI1G65EMX,2019-02-21,Outdoor Air/Water,46.0,65.0,R410a,2.7,5,5.8,EN 14825,average,7,27,1990,5.01,397
