manufacturers,models,titel,dates,types,refrigerants,mass_of_refrigerants,spl_indoor_l,spl_outdoor_l,eta_l,p_rated_l,scop_l,t_biv,tol,p_th_minus7_l,cop_minus7_l,p_el_minus7_l,p_th_2_l,cop_2_l,p_el_2_l,p_th_7_l,cop_7_l,p_el_7_l,p_th_12_l,cop_12_l,p_el_12_l,p_th_tbiv_l,cop_tbiv_l,p_el_tbiv_l,p_th_tol_l,cop_tol_l,p_el_tol_l,rated_airflows_l,wtols,poffs,ptos,psbs,pcks,supp_energy_types,p_sups_l,p_design_cools_l,seers_l,pdcs_35_l,eer_35_l,p_el_35_l,pdcs_30_l,eer_30_l,p_el_30_l,pdcs_25_l,eer_25_l,p_el_25_l,pdcs_20_l,eer_20_l,p_el_20_l,spl_indoor_h,spl_outdoor_h,eta_h,p_rated_h,p_th_minus7_h,cop_minus7_h,p_el_minus7_h,p_th_2_h,cop_2_h,p_el_2_h,p_th_7_h,cop_7_h,p_el_7_h,p_th_12_h,cop_12_h,p_el_12_h,p_th_tbiv_h,cop_tbiv_h,p_el_tbiv_h,p_th_tol_h,cop_tol_h,p_el_tol_h,rated_airflows_h,p_sups_h,p_design_cools_h,seers_h,pdcs_35_h,eer_35_h,p_el_35_h,pdcs_30_h,eer_30_h,p_el_30_h,pdcs_25_h,eer_25_h,p_el_25_h,pdcs_20_h,eer_20_h,p_el_20_h,p_el_minus7_l_n,p_el_2_l_n,p_el_7_l_n,p_el_12_l_n,p_el_tbiv_l_n,p_el_tol_l_n,p_el_35_l_n,p_el_30_l_n,p_el_25_l_n,p_el_20_l_n,p_el_minus7_h_n,p_el_2_h_n,p_el_7_h_n,p_el_12_h_n,p_el_tbiv_h_n,p_el_tol_h_n,p_el_35_h_n,p_el_30_h_n,p_el_25_h_n,p_el_20_h_n
 Vaillant Deutschland GmbH & Co KG,VWL 85/7.2 AS 230V S3 / VWL 105/7.2 AS 230V S3,VWL 105/7.2 AS 230V S3 + VWL 108/7.2 IS C2,26.09.2022,Outdoor Air/Water,R32,"1,600 kg",41.0,63,169.0,7.75,4.3,-7.0,-10.0,6860.0,2.74,2503.649635036496,4100.0,4.2,976.1904761904761,4470.0,5.7,784.2105263157895,5120.0,7.37,694.7082767978291,6860.0,2.74,2503.649635036496,6080.0,2.35,2587.2340425531916,,60.0,15.0,20.0,15.0,0.0,1,1.67,7.69,3.78,7690.0,2.35,3272.3404255319147,5340.0,3.33,1603.6036036036035,3320.0,4.16,798.0769230769231,3650.0,5.11,714.2857142857142,41.0,63,126.0,8.35,7380.0,2.21,3339.366515837104,4390.0,3.0,1463.3333333333333,4450.0,4.29,1037.2960372960372,5340.0,5.74,930.3135888501741,7380.0,2.21,3339.366515837104,7070.0,1.96,3607.1428571428573,,1.28,8.44,5.6,8440.0,3.54,2384.1807909604518,5980.0,4.81,1243.2432432432433,4480.0,6.35,705.511811023622,4820.0,7.87,612.4523506988564,0.7497378988388422,0.2923280423280423,0.23483811153901013,0.20803594738796777,0.7497378988388422,0.7747679178919449,1.0,0.4900479152754835,0.24388566569970993,0.21827976964517926,1.0,0.43820686540198733,0.31062659111439594,0.27858984164754536,1.0,1.0801877661633759,0.7285858073806323,0.37992478824728504,0.21559853782906527,0.1871603412408729
 Vaillant Deutschland GmbH & Co KG,VWL 85/7.2 AS 230V S3 / VWL 105/7.2 AS 230V S3,VWL 85/7.2 AS 230V S3 + VWL 107/7.2 IS,26.09.2022,Outdoor Air/Water,R32,"1,600 kg",41.0,63,175.0,7.46,4.46,-7.0,-10.0,6600.0,2.84,2323.9436619718313,3890.0,4.46,872.1973094170404,4400.0,5.72,769.2307692307693,5080.0,7.39,687.4154262516915,6600.0,2.84,2323.9436619718313,5750.0,2.45,2346.938775510204,,60.0,15.0,20.0,15.0,0.0,1,1.71,7.41,4.04,7410.0,2.54,2917.3228346456694,5400.0,3.43,1574.3440233236151,3450.0,4.35,793.1034482758621,4000.0,6.05,661.1570247933885,41.0,63,131.0,7.68,6800.0,2.16,3148.148148148148,4120.0,3.26,1263.803680981595,4310.0,4.29,1004.6620046620046,5160.0,5.81,888.1239242685026,6800.0,2.16,3148.148148148148,6510.0,1.72,3784.883720930233,,1.18,7.04,6.0,7040.0,3.96,1777.7777777777778,5150.0,5.24,982.824427480916,4600.0,6.81,675.4772393538914,5000.0,8.8,568.1818181818181,0.7381938690969347,0.2770509100501187,0.24434389140271498,0.21835548833877264,0.7381938690969347,0.745498199279712,1.0,0.5396536868072851,0.2718600214063009,0.2266314228036716,1.0,0.4014435221941538,0.3191279308926368,0.2821099524147009,1.0,1.2022571819425447,0.6093867146498725,0.3368925837788835,0.23154010633723132,0.19476137897190526
 Vaillant Deutschland GmbH & Co KG,VWL 85/7.2 AS 230V S3 / VWL 105/7.2 AS 230V S3,VWL 85/7.2 AS 230V S3 + VWL 107/7.2 IS S1,26.09.2022,Outdoor Air/Water,R32,"1,600 kg",39.0,63,175.0,5.75,4.45,-10.0,-10.0,6600.0,2.84,2323.9436619718313,3890.0,4.46,872.1973094170404,4400.0,5.72,769.2307692307693,5080.0,7.39,687.4154262516915,5750.0,2.45,2346.938775510204,5750.0,2.45,2346.938775510204,,60.0,15.0,20.0,15.0,0.0,0,0.0,7.41,4.04,7410.0,2.54,2917.3228346456694,5400.0,3.43,1574.3440233236151,3450.0,4.35,793.1034482758621,4000.0,6.05,661.1570247933885,39.0,63,130.0,6.51,6800.0,2.16,3148.148148148148,4120.0,3.26,1263.803680981595,4310.0,4.29,1004.6620046620046,5160.0,5.81,888.1239242685026,6510.0,1.72,3784.883720930233,6510.0,1.72,3784.883720930233,,0.0,7.04,6.0,7040.0,3.96,1777.7777777777778,5150.0,5.24,982.824427480916,4600.0,6.81,675.4772393538914,5000.0,8.8,568.1818181818181,0.7381938690969347,0.2770509100501187,0.24434389140271498,0.21835548833877264,0.745498199279712,0.745498199279712,1.0,0.5396536868072851,0.2718600214063009,0.2266314228036716,1.0,0.4014435221941538,0.3191279308926368,0.2821099524147009,1.2022571819425447,1.2022571819425447,0.6093867146498725,0.3368925837788835,0.23154010633723132,0.19476137897190526
 Vaillant Deutschland GmbH & Co KG,VWL 85/7.2 AS 230V S3 / VWL 105/7.2 AS 230V S3,VWL 85/7.2 AS 230V S3 + VWL 108/7.2 IS C2,26.09.2022,Outdoor Air/Water,R32,"1,600 kg",41.0,63,166.0,7.46,4.24,-7.0,-10.0,6600.0,2.78,2374.1007194244607,3890.0,4.22,921.8009478672986,4400.0,5.37,819.3668528864059,5080.0,6.89,737.300435413643,6600.0,2.78,2374.1007194244607,5750.0,2.39,2405.857740585774,,60.0,15.0,20.0,15.0,0.0,1,1.71,7.41,3.85,7410.0,2.49,2975.9036144578313,5400.0,3.33,1621.6216216216217,3450.0,4.09,843.5207823960881,4000.0,5.63,710.4795737122558,41.0,63,126.0,7.68,6800.0,2.13,3192.4882629107983,4120.0,3.13,1316.29392971246,4310.0,4.09,1053.7897310513447,5160.0,5.5,938.1818181818181,6800.0,2.13,3192.4882629107983,6510.0,1.7,3829.4117647058824,,1.18,7.04,5.66,7040.0,3.85,1828.5714285714284,5150.0,4.98,1034.1365461847388,4600.0,6.34,725.5520504731861,5000.0,8.09,618.0469715698393,0.7436521371138384,0.2887405910231391,0.2566546171541242,0.2309485187398617,0.7436521371138384,0.7535995569776027,1.0,0.5449173870226502,0.2834503033962563,0.2387441482514868,1.0,0.41230971621875584,0.3300841363440241,0.29387165775401064,1.0,1.1995069204152249,0.6144592249855407,0.34750337381916324,0.24380898862054431,0.2076838001631444
 Viessmann Werke Allendorf GmbH,VITOCAL 100 A- (AF) 06/08,AWO-M-AC (AF) 101.A06,25.06.2020,Outdoor Air/Water,R32,"1,500 kg",,64,175.0,7.0,4.46,-7.0,-20.0,6100.0,2.96,2060.810810810811,3700.0,4.36,848.6238532110091,3200.0,5.56,575.5395683453238,3700.0,7.88,469.5431472081218,6100.0,2.96,2060.810810810811,6100.0,2.73,2234.4322344322345,,60.0,19.0,19.0,19.0,30.0,0,0.0,5.02,4.12,5020.0,3.14,1598.7261146496814,3700.0,4.03,918.1141439205954,2700.0,4.8,562.5,2960.0,6.1,485.2459016393443,,64,126.0,7.0,5800.0,2.08,2788.4615384615386,3600.0,3.3,1090.909090909091,3000.0,3.49,859.5988538681947,3600.0,6.49,554.6995377503852,5800.0,2.08,2788.4615384615386,6000.0,1.95,3076.923076923077,,0.0,,,,4.680541361484494,,,6.211103794845723,,,7.38093071199996,,,10.292017239788526,,0.739049394221808,0.3043340714963619,0.20640039692384024,0.16838788727463677,0.739049394221808,0.8013136288998358,1.0,0.5742785681096951,0.35184262948207173,0.3035203448501078,1.0,0.39122257053291537,0.30826993380100776,0.19892673077944847,1.0,1.103448275862069,0.7904811919080059,0.42237676910890365,0.2395702655718678,0.16863056112695485
 Viessmann Werke Allendorf GmbH,VITOCAL 100 A- (AF) 06/08,AWO-M-AC (AF) 101.A08,25.06.2020,Outdoor Air/Water,R32,"1,500 kg",,64,176.0,7.0,4.46,-7.0,-20.0,6500.0,2.95,2203.3898305084745,4000.0,4.37,915.3318077803203,3100.0,5.55,558.5585585585586,3700.0,7.86,470.7379134860051,6500.0,2.95,2203.3898305084745,6500.0,2.7,2407.4074074074074,,60.0,19.0,19.0,19.0,30.0,0,0.0,6.08,4.25,6080.0,3.05,1993.44262295082,4490.0,4.07,1103.194103194103,2740.0,4.84,566.1157024793389,3020.0,6.34,476.34069400630915,,64,128.0,7.0,6300.0,1.91,3298.429319371728,3800.0,3.33,1141.1411411411411,3100.0,3.9,794.8717948717949,3600.0,6.3,571.4285714285714,6300.0,1.91,3298.429319371728,6400.0,1.95,3282.051282051282,,0.0,,,,4.546385717365512,,,6.272752467747418,,,7.442438467933293,,,10.696949065616272,,0.6680118375033628,0.27750535759689077,0.16934076934076933,0.14271578012036026,0.6680118375033628,0.729864785420341,1.0,0.5534115155825681,0.2839889625924315,0.23895380209198072,1.0,0.3459650126316793,0.24098494098494097,0.1732426303854875,1.0,0.995034595034595,0.7904811919080059,0.42237676910890365,0.2395702655718678,0.16863056112695485
 Viessmann Werke Allendorf GmbH,VITOCAL 100 A- (AF) 10/12,AWO-M-AC (AF) 101.A10,25.06.2020,Outdoor Air/Water,R32,"2,500 kg",,64,178.0,9.0,4.53,-7.0,-20.0,8300.0,2.93,2832.7645051194536,5300.0,4.32,1226.8518518518517,4200.0,6.01,698.8352745424293,4900.0,8.08,606.4356435643564,8300.0,2.93,2832.7645051194536,8300.0,2.71,3062.730627306273,,60.0,19.0,19.0,19.0,30.0,0,0.0,7.53,4.15,7530.0,3.15,2390.4761904761904,5490.0,3.92,1400.5102040816328,3560.0,4.46,798.2062780269058,4350.0,6.07,716.6392092257001,,64,135.0,9.0,8100.0,2.13,3802.816901408451,5200.0,3.41,1524.9266862170086,4100.0,4.3,953.4883720930233,4800.0,6.36,754.7169811320755,8100.0,2.13,3802.816901408451,8100.0,1.96,4132.65306122449,,0.0,,,,4.695447544164381,,,6.041569944366063,,,6.858114786566629,,,10.24140076156006,,0.7449121476425229,0.322616598079561,0.18376779441671287,0.15947011367803443,0.7449121476425229,0.8053847205138718,1.0,0.5858708025042687,0.33391099280010006,0.299789310632265,1.0,0.40099923970891704,0.2507321274763135,0.19846261355695316,1.0,1.0867346938775508,0.7904811919080059,0.42237676910890365,0.2395702655718678,0.16863056112695485
 Viessmann Werke Allendorf GmbH,VITOCAL 100 A- (AF) 10/12,AWO-M-AC (AF) 101.A12,25.06.2020,Outdoor Air/Water,R32,"2,500 kg",,65,176.0,10.0,4.47,-7.0,-20.0,8900.0,2.88,3090.277777777778,5400.0,4.31,1252.9002320185616,4300.0,5.82,738.8316151202749,4900.0,7.81,627.4007682458387,8900.0,2.88,3090.277777777778,8800.0,2.64,3333.333333333333,,60.0,19.0,19.0,19.0,30.0,0,0.0,8.51,4.25,8510.0,3.05,2790.16393442623,6280.0,4.03,1558.3126550868485,3980.0,4.58,868.9956331877729,4230.0,6.08,695.7236842105264,,65,131.0,10.0,8500.0,2.08,4086.5384615384614,5200.0,3.35,1552.2388059701493,4200.0,4.24,990.566037735849,4800.0,5.31,903.9548022598871,8500.0,2.08,4086.5384615384614,8700.0,1.96,4438.775510204082,,0.0,,,,4.546385717365512,,,6.211103794845723,,,7.042638054366629,,,10.25827292096955,,0.7562091503267974,0.30659205677630685,0.1807964422882555,0.1535286585825111,0.7562091503267974,0.8156862745098039,1.0,0.5585021854306566,0.31144966876882574,0.24934867647968334,1.0,0.3798419666374013,0.24239733629300778,0.22120305749418415,1.0,1.0861944777911166,0.7904811919080059,0.42237676910890365,0.2395702655718678,0.16863056112695485
 Viessmann Werke Allendorf GmbH,VITOCAL 100 A- (AF) 14,AWO-AC (AF) 101.A14,25.06.2020,Outdoor Air/Water,R32,"3,600 kg",,68,176.0,12.0,4.48,-7.0,-20.0,10700.0,2.98,3590.6040268456377,6500.0,4.2,1547.6190476190475,5800.0,5.98,969.8996655518393,6700.0,8.16,821.0784313725491,10700.0,2.98,3590.6040268456377,10500.0,2.69,3903.3457249070634,,60.0,19.0,19.0,19.0,30.0,0,0.0,11.48,4.62,11480.0,3.25,3532.3076923076924,8470.0,4.31,1965.1972157772623,5410.0,4.91,1101.8329938900204,5530.0,6.52,848.159509202454,,68,130.0,12.0,10300.0,2.1,4904.761904761905,6200.0,3.21,1931.4641744548287,5700.0,4.19,1360.3818615751788,6600.0,6.17,1069.6920583468395,10300.0,2.1,4904.761904761905,10200.0,1.96,5204.081632653061,,0.0,,,,4.84450937096325,,,6.642644505157584,,,7.5500770408166265,,,11.00064793498708,,0.732064898677266,0.31553398058252424,0.19774653375328763,0.16740434037692747,0.732064898677266,0.7958277691558091,1.0,0.5563493859996604,0.3119300723120702,0.24011484363309893,1.0,0.3937936666364214,0.27735940867066755,0.21809255558527796,1.0,1.0610263522884882,0.7904811919080059,0.42237676910890365,0.2395702655718678,0.16863056112695485
 Viessmann Werke Allendorf GmbH,VITOCAL 100 A- (AF) 16/18,AWO-AC (AF) 101.A16,25.06.2020,Outdoor Air/Water,R32,"4,000 kg",,68,177.0,14.0,4.49,-7.0,-20.0,12000.0,2.88,4166.666666666667,7300.0,4.33,1685.9122401847574,5700.0,5.83,977.7015437392796,6700.0,8.12,825.1231527093597,12000.0,2.88,4166.666666666667,11700.0,2.6,4500.0,,60.0,19.0,19.0,19.0,30.0,0,0.0,13.8,4.8,13800.0,3.15,4380.952380952381,10170.0,4.36,2332.5688073394494,6470.0,5.3,1220.754716981132,5530.0,6.53,846.8606431852986,,68,126.0,13.0,11500.0,2.09,5502.392344497608,6900.0,3.06,2254.901960784314,5500.0,4.11,1338.199513381995,6600.0,6.3,1047.6190476190477,11500.0,2.09,5502.392344497608,11500.0,1.94,5927.835051546392,,0.0,,,,4.695447544164381,,,6.719705346284703,,,8.149777661166622,,,11.017520094396572,,0.7572463768115942,0.30639622452053417,0.17768662838392124,0.14995716427500536,0.7572463768115942,0.8178260869565217,1.0,0.5324341842840048,0.27865053322395406,0.19330514681403557,1.0,0.40980392156862744,0.243203215910293,0.19039337474120083,1.0,1.077319587628866,0.7904811919080059,0.42237676910890365,0.2395702655718678,0.16863056112695485
