manufacturers,models,titel,dates,types,refrigerants,mass_of_refrigerants,spl_indoor_l,spl_outdoor_l,eta_l,p_rated_l,scop_l,t_biv,tol,p_th_minus7_l,cop_minus7_l,p_el_minus7_l,p_th_2_l,cop_2_l,p_el_2_l,p_th_7_l,cop_7_l,p_el_7_l,p_th_12_l,cop_12_l,p_el_12_l,p_th_tbiv_l,cop_tbiv_l,p_el_tbiv_l,p_th_tol_l,cop_tol_l,p_el_tol_l,rated_airflows_l,wtols,poffs,ptos,psbs,pcks,supp_energy_types,p_sups_l,p_design_cools_l,seers_l,pdcs_35_l,eer_35_l,p_el_35_l,pdcs_30_l,eer_30_l,p_el_30_l,pdcs_25_l,eer_25_l,p_el_25_l,pdcs_20_l,eer_20_l,p_el_20_l,spl_indoor_h,spl_outdoor_h,eta_h,p_rated_h,p_th_minus7_h,cop_minus7_h,p_el_minus7_h,p_th_2_h,cop_2_h,p_el_2_h,p_th_7_h,cop_7_h,p_el_7_h,p_th_12_h,cop_12_h,p_el_12_h,p_th_tbiv_h,cop_tbiv_h,p_el_tbiv_h,p_th_tol_h,cop_tol_h,p_el_tol_h,rated_airflows_h,p_sups_h,p_design_cools_h,seers_h,pdcs_35_h,eer_35_h,p_el_35_h,pdcs_30_h,eer_30_h,p_el_30_h,pdcs_25_h,eer_25_h,p_el_25_h,pdcs_20_h,eer_20_h,p_el_20_h,p_el_minus7_l_n,p_el_2_l_n,p_el_7_l_n,p_el_12_l_n,p_el_tbiv_l_n,p_el_tol_l_n,p_el_35_l_n,p_el_30_l_n,p_el_25_l_n,p_el_20_l_n,p_el_minus7_h_n,p_el_2_h_n,p_el_7_h_n,p_el_12_h_n,p_el_tbiv_h_n,p_el_tol_h_n,p_el_35_h_n,p_el_30_h_n,p_el_25_h_n,p_el_20_h_n
 Advantix S.p.A.,i-SHWAK V4 10/12,i-SHWAK V4 12,26.05.2020,Outdoor Air/Water,R410A,"3,450 kg",39.0,65,168.0,7.0,4.28,-7.0,-10.0,7400.0,2.73,2710.6227106227107,5700.0,4.34,1313.3640552995391,4000.0,5.15,776.6990291262135,4700.0,6.78,693.2153392330383,7400.0,2.73,2710.6227106227107,6600.0,2.38,2773.109243697479,,39.0,0.0,11.0,11.0,0.0,0,0.0,8.49,4.93,8490.0,3.1,2738.7096774193546,6260.0,4.48,1397.3214285714284,5420.0,5.89,920.2037351443124,5730.0,6.59,869.4992412746586,39.0,65,126.0,7.0,6700.0,2.0,3350.0,4700.0,3.18,1477.9874213836476,6000.0,4.19,1431.9809069212408,6900.0,5.27,1309.2979127134727,6700.0,2.0,3350.0,5700.0,1.59,3584.9056603773583,,0.0,,,,4.620916630764946,,,6.904651364989787,,,9.057017061183284,,,11.118753050853508,,0.8091411076485704,0.39204897173120573,0.23185045645558613,0.2069299520098622,0.8091411076485704,0.8277938040887998,1.0,0.5102115934713107,0.33599900812100925,0.3174849997587093,1.0,0.44119027503989483,0.42745698714066893,0.3908351978249172,1.0,1.0701210926499578,0.7904811919080059,0.42237676910890365,0.2395702655718678,0.16863056112695485
 Advantix S.p.A.,i-SHWAK V4 14,i-SHWAK V4 14,26.05.2020,Outdoor Air/Water,R410A,"4,400 kg",40.0,68,153.0,10.0,3.89,-7.0,-10.0,9700.0,2.5,3880.0,6800.0,4.08,1666.6666666666667,4800.0,4.2,1142.857142857143,6800.0,6.7,1014.9253731343283,9700.0,2.5,3880.0,8900.0,2.2,4045.454545454545,,39.0,0.0,11.0,11.0,0.0,0,0.0,11.46,4.99,11460.0,3.1,3696.774193548387,8440.0,4.48,1883.9285714285713,5420.0,5.89,920.2037351443124,5730.0,6.59,869.4992412746586,40.0,68,117.0,9.0,9300.0,1.8,5166.666666666667,5700.0,3.04,1875.0,4700.0,3.52,1335.2272727272727,7000.0,6.3,1111.111111111111,9300.0,1.8,5166.666666666667,8300.0,1.51,5496.688741721854,,0.0,,,,4.620916630764946,,,6.904651364989787,,,9.057017061183284,,,11.118753050853508,,0.7509677419354839,0.3225806451612903,0.22119815668202764,0.19643716899374095,0.7509677419354839,0.7829912023460409,1.0,0.5096141859885316,0.24892073114723984,0.23520485584218517,1.0,0.36290322580645157,0.25843108504398826,0.2150537634408602,1.0,1.063875240333262,0.7904811919080059,0.42237676910890365,0.2395702655718678,0.16863056112695485
 Advantix S.p.A.,i-SHWAK V4 16,i-SHWAK V4 16,26.05.2020,Outdoor Air/Water,R410A,"4,600 kg",40.0,68,157.0,10.0,4.0,-7.0,-10.0,9800.0,2.55,3843.137254901961,6000.0,4.02,1492.537313432836,6900.0,5.11,1350.2935420743638,7800.0,5.42,1439.1143911439115,9800.0,2.55,3843.137254901961,8700.0,2.22,3918.9189189189187,,39.0,0.0,11.0,11.0,0.0,0,0.0,14.65,5.06,14650.0,3.24,4521.604938271605,10790.0,4.71,2290.870488322718,6930.0,5.81,1192.7710843373495,7030.0,6.28,1119.4267515923566,40.0,68,123.0,9.0,9100.0,1.65,5515.151515151515,6400.0,3.08,2077.9220779220777,7600.0,4.43,1715.5756207674945,7900.0,6.5,1215.3846153846155,9100.0,1.65,5515.151515151515,7400.0,1.3,5692.307692307692,,0.0,,,,4.829603188283364,,,7.2591312341745295,,,8.934001549316617,,,10.595716109159337,,0.6968325791855204,0.27062489749056917,0.244833444442055,0.260938323668951,0.6968325791855204,0.7105732105732105,1.0,0.5066498554379254,0.263793741518977,0.24757287885045978,1.0,0.3767660910518053,0.3110659092600402,0.22037193575655117,1.0,1.0321217244294167,0.7904811919080059,0.42237676910890365,0.2395702655718678,0.16863056112695485
 Airwell Residential S.A.S.,PAC BT MB 10/12/14/16 kW 1ph,PAC BT MB 10KW H11,30.07.2018,Outdoor Air/Water,R410A,"3,600 kg",,67,165.0,10.0,4.2,-10.0,-10.0,9100.0,2.74,3321.1678832116786,5300.0,4.1,1292.6829268292684,3500.0,5.9,593.2203389830509,1400.0,4.4,318.18181818181813,9800.0,2.48,3951.6129032258063,9800.0,2.48,3951.6129032258063,,49.0,17.0,6.0,17.0,18.0,1,0.0,,,,,,,,,,,,,,,,67,127.0,11.0,9700.0,1.93,5025.906735751296,6200.0,3.12,1987.179487179487,4200.0,4.63,907.1274298056155,2700.0,5.26,513.3079847908746,9700.0,1.93,5025.906735751296,11000.0,1.81,6077.348066298342,,0.0,,,,,,,,,,,,,,,0.6608096922266535,0.25720392255468943,0.11803250043683382,0.06330834114339268,0.7862487529098768,0.7862487529098768,,,,,1.0,0.3953872587893206,0.1804903030437977,0.10213241346869978,1.0,1.2092043059748245,,,,
 Airwell Residential S.A.S.,PAC BT MB 10/12/14/16 kW 1ph,PAC BT MB 14KW H11,30.07.2018,Outdoor Air/Water,R410A,"3,600 kg",,73,174.0,14.0,4.43,-8.0,-10.0,12800.0,2.78,4604.31654676259,7800.0,4.09,1907.0904645476774,4800.0,6.12,784.313725490196,3100.0,8.83,351.0758776896942,13000.0,2.84,4577.4647887323945,11800.0,2.59,4555.984555984556,,49.0,17.0,6.0,17.0,18.0,1,2.3,,,,,,,,,,,,,,,,73,127.0,13.0,11700.0,2.05,5707.317073170732,7300.0,3.09,2362.4595469255664,4600.0,4.53,1015.4525386313466,2300.0,5.28,435.60606060606057,11700.0,2.05,5707.317073170732,10800.0,1.74,6206.896551724138,,2.2,,,,,,,,,,,,,,,0.8067392240054111,0.3341483292583537,0.1374224903636668,0.06151329480887804,0.8020344287949921,0.7982707982707983,,,,,1.0,0.41393521976046244,0.17792117129865473,0.07632413882413881,1.0,1.0875331564986737,,,,
 Airwell Residential S.A.S.,PAC BT MB 10/12/14/16 kW 1ph,PAC BT MB 16KW H11,30.07.2018,Outdoor Air/Water,R410A,"3,600 kg",,73,168.0,16.0,4.28,-6.0,-10.0,13500.0,2.78,4856.11510791367,9000.0,3.99,2255.6390977443607,6100.0,6.12,996.7320261437908,3100.0,7.84,395.40816326530614,13900.0,2.8,4964.285714285715,11600.0,2.38,4873.949579831933,,49.0,17.0,6.0,17.0,18.0,1,4.8,,,,,,,,,,,,,,,,73,125.0,14.0,12300.0,2.02,6089.108910891089,7900.0,3.05,2590.16393442623,5100.0,4.57,1115.9737417943106,2100.0,4.77,440.2515723270441,12300.0,2.02,6089.108910891089,10200.0,1.68,6071.428571428572,,3.7,,,,,,,,,,,,,,,0.7975083347955783,0.37043829084907387,0.16369095063499653,0.06493695038991207,0.8152729384436702,0.8004372480699598,,,,,1.0,0.4253765160602426,0.18327373645727701,0.07230147773175846,1.0,0.997096399535424,,,,
 Airwell Residential S.A.S.,PAC BT MB 12/14/16 kW 3ph,PAC BT MB 12KW H13,30.07.2018,Outdoor Air/Water,R410A,"3,600 kg",,70,175.0,12.0,4.46,-7.0,-10.0,10600.0,2.83,3745.583038869258,6600.0,4.08,1617.6470588235293,4400.0,6.22,707.395498392283,3700.0,9.37,394.8772678762007,10600.0,2.83,3745.583038869258,10900.0,2.47,4412.955465587044,,49.0,27.0,6.0,27.0,1.0,1,1.1,,,,,,,,,,,,,,,,70,127.0,11.0,9500.0,1.93,4922.279792746114,6200.0,3.18,1949.685534591195,4000.0,4.5,888.8888888888889,2700.0,5.01,538.9221556886228,9500.0,1.93,4922.279792746114,10600.0,1.66,6385.5421686746995,,0.4,,,,,,,,,,,,,,,0.7609447647387019,0.32863777089783275,0.1437129801996954,0.08022243442116497,0.7609447647387019,0.8965267419561047,,,,,1.0,0.3960940086064217,0.18058479532163743,0.10948629057674125,1.0,1.297273303741281,,,,
 Airwell Residential S.A.S.,PAC BT MB 12/14/16 kW 3ph,PAC BT MB 14KW H13,30.07.2018,Outdoor Air/Water,R410A,"3,600 kg",,70,170.0,14.0,4.33,-7.0,-10.0,12000.0,2.66,4511.278195488721,7200.0,3.97,1813.60201511335,4900.0,6.36,770.440251572327,3800.0,9.0,422.22222222222223,12000.0,2.66,4511.278195488721,10900.0,2.41,4522.821576763486,,49.0,27.0,6.0,27.0,1.0,1,2.7,,,,,,,,,,,,,,,,73,128.0,13.0,11600.0,2.02,5742.574257425743,7500.0,3.1,2419.3548387096776,4700.0,4.68,1004.2735042735044,2800.0,5.2,538.4615384615385,11600.0,2.02,5742.574257425743,11700.0,1.77,6610.169491525424,,1.5,,,,,,,,,,,,,,,0.7855846512833807,0.3158169026318075,0.13416287139449143,0.07352490421455939,0.7855846512833807,0.7875947918157103,,,,,1.0,0.421301446051168,0.17488211022693784,0.09376657824933686,1.0,1.1510812390414962,,,,
 Airwell Residential S.A.S.,PAC BT MB 12/14/16 kW 3ph,PAC BT MB 16KW H13,30.07.2018,Outdoor Air/Water,R410A,"3,600 kg",,73,165.0,16.0,4.2,-5.0,-10.0,12000.0,2.65,4528.301886792453,8600.0,3.97,2166.2468513853905,5600.0,6.03,928.6898839137644,4000.0,8.54,468.384074941452,13000.0,2.9,4482.758620689655,11000.0,2.36,4661.016949152543,,49.0,27.0,6.0,27.0,1.0,1,5.1,,,,,,,,,,,,,,,,73,126.0,14.0,11700.0,1.99,5879.396984924623,7800.0,3.02,2582.781456953642,5100.0,4.7,1085.1063829787233,2800.0,5.28,530.3030303030303,12100.0,2.09,5789.473684210527,10600.0,1.78,5955.056179775281,,3.7,,,,,,,,,,,,,,,0.7701983551040155,0.3684471140390536,0.15795665546909327,0.07966532556696491,0.7624521072796935,0.7927712588729539,,,,,1.0,0.43929359823399555,0.1845608292416803,0.09019684019684018,0.9847053531264058,1.0128685297224622,,,,
 Airwell Residential S.A.S.,PAC BT MB 5/7/9 kW 1ph,PAC BT MB 9KW H11,30.07.2018,Outdoor Air/Water,R410A,"2,400 kg",,67,159.0,9.0,4.05,-7.0,-10.0,7830.0,2.43,3222.222222222222,4950.0,3.7,1337.8378378378377,3180.0,6.11,520.4582651391162,1510.0,7.47,202.14190093708166,7830.0,2.43,3222.222222222222,7530.0,2.38,3163.8655462184875,,49.0,16.0,16.0,16.0,34.0,1,1.32,,,,,,,,,,,,,,,,67,127.0,9.0,7700.0,1.98,3888.888888888889,4900.0,3.02,1622.5165562913908,3200.0,4.67,685.2248394004283,1400.0,6.16,227.27272727272728,7700.0,1.98,3888.888888888889,7000.0,1.78,3932.584269662921,,0.0,,,,,,,,,,,,,,,0.8285714285714285,0.344015444015444,0.133832125321487,0.05197934595524956,0.8285714285714285,0.8135654261704681,,,,,1.0,0.4172185430463576,0.17620067298868156,0.05844155844155844,1.0,1.0112359550561796,,,,
 Airwell Residential S.A.S.,WELLEA MONOBLOC 12/14/16 KW 3ph,WELLEA MONOBLOC 14 KW 3PH,17.01.2020,Outdoor Air/Water,R32,"2,800 kg",,71,168.0,14.0,4.27,-7.0,-10.0,12470.0,2.84,4390.845070422535,7480.0,4.19,1785.2028639618136,2230.0,5.3,420.7547169811321,2230.0,5.3,420.7547169811321,12470.0,2.84,4390.845070422535,12720.0,2.51,5067.729083665339,,60.0,9.0,26.0,9.0,0.0,1,1.4,,,,,,,,,,,,,,,,71,128.0,14.0,12180.0,2.05,5941.463414634147,7840.0,3.18,2465.4088050314463,2570.0,5.14,500.00000000000006,2570.0,5.14,500.00000000000006,12180.0,2.05,5941.463414634147,11680.0,1.74,6712.64367816092,,2.1,,,,,,,,,,,,,,,0.7390174379610999,0.30046517825301455,0.07081668060848283,0.07081668060848283,0.7390174379610999,0.8529429081702746,,,,,1.0,0.4149497578254897,0.08415435139573071,0.08415435139573071,1.0,1.1297963497725685,,,,
 ait-deutschland GmbH,Jersey 5,Jabbah 5-1,29.04.2022,Outdoor Air/Water,R410A,"1,500 kg",,51,178.0,5.6,4.54,-7.0,-10.0,4910.0,2.68,1832.089552238806,2860.0,4.37,654.4622425629291,1850.0,6.38,289.9686520376176,1760.0,7.67,229.46544980443286,4910.0,2.68,1832.089552238806,4860.0,2.58,1883.720930232558,,58.0,5.0,13.0,13.0,0.0,1,0.74,,,,,,,,,,,,,,,,51,134.0,5.4,4650.0,1.94,2396.907216494845,2810.0,3.34,841.3173652694611,1910.0,4.68,408.11965811965814,1730.0,6.35,272.4409448818898,4650.0,1.94,2396.907216494845,4820.0,1.84,2619.565217391304,,0.58,,,,,,,,,,,,,,,0.7643556411490933,0.2730444624886199,0.12097616880709207,0.0957339726065806,0.7643556411490933,0.7858964741185296,,,,,1.0,0.35100122335973216,0.17026927672088965,0.11366353399373466,1.0,1.0928938756428237,,,,
 ait-deutschland GmbH,Jersey 7,Jabbah 7-1,29.04.2022,Outdoor Air/Water,R410A,"2,550 kg",,55,162.0,8.2,4.13,-8.0,-10.0,7180.0,2.65,2709.433962264151,4140.0,3.99,1037.593984962406,2630.0,5.34,492.5093632958802,2240.0,7.15,313.2867132867133,7220.0,2.59,2787.644787644788,7940.0,2.56,3101.5625,,58.0,41.0,45.0,45.0,0.0,1,0.26,,,,,,,,,,,,,,,,55,123.0,7.49,6550.0,2.03,3226.6009852216753,3700.0,3.0,1233.3333333333333,2490.0,4.25,585.8823529411765,2160.0,5.6,385.7142857142857,6550.0,2.03,3226.6009852216753,5260.0,1.75,3005.714285714286,,2.33,,,,,,,,,,,,,,,0.8397177012818665,0.3215749296906388,0.1526403064871201,0.09709496610259967,0.8639570868578501,0.9612476145038167,,,,,1.0,0.38223918575063603,0.18157880556802872,0.11954198473282442,1.0,0.9315419847328243,,,,
 ait-deutschland GmbH,L12 Split,alpha innotec L12 Split-HM 12,29.04.2020,Outdoor Air/Water,R410A,"2,900 kg",35.0,58,174.0,11.5,4.42,-7.0,-10.0,10300.0,2.91,3539.5189003436426,6300.0,4.34,1451.6129032258066,4100.0,5.51,744.1016333938294,4800.0,6.96,689.6551724137931,10200.0,2.89,3529.411764705882,9300.0,2.66,3496.240601503759,,65.0,2.0,20.0,15.0,35.0,1,2.2,,,,,,,,,,,,,,,35.0,58,132.0,10.0,8900.0,1.99,4472.361809045226,5500.0,3.22,1708.0745341614906,3500.0,4.61,759.2190889370933,5000.0,6.25,800.0,9200.0,1.9,4842.105263157895,8100.0,1.92,4218.75,,1.9,,,,,,,,,,,,,,,0.7914205181667245,0.3245741210583545,0.16637778094985622,0.15420379697791553,0.78916060806345,0.7817436850553349,,,,,1.0,0.3819177890990299,0.1697579760657096,0.178876404494382,1.0826729745712595,0.9432935393258426,,,,
 ait-deutschland GmbH,L6 Split,alpha innotec L6 Split-HM 6,29.04.2020,Outdoor Air/Water,R410A,"1,500 kg",35.0,51,188.0,4.8,4.77,-7.0,-10.0,4300.0,2.6,1653.8461538461538,2600.0,4.84,537.1900826446281,1700.0,6.91,246.0202604920405,2700.0,7.72,349.74093264248705,4300.0,2.6,1653.8461538461538,3200.0,2.24,1428.5714285714284,,65.0,7.0,12.0,12.0,0.0,1,1.6,,,,,,,,,,,,,,,35.0,51,131.0,5.3,4700.0,1.88,2500.0,2800.0,3.26,858.8957055214725,1800.0,4.72,381.35593220338984,2700.0,6.47,417.3106646058733,4700.0,1.88,2500.0,4100.0,1.77,2316.3841807909603,,1.2,,,,,,,,,,,,,,,0.6615384615384615,0.21487603305785125,0.0984081041968162,0.13989637305699482,0.6615384615384615,0.5714285714285714,,,,,1.0,0.34355828220858897,0.15254237288135594,0.16692426584234932,1.0,0.9265536723163841,,,,
 ait-deutschland GmbH,L8 Split,alpha innotec L8 Split-HM 12,29.04.2020,Outdoor Air/Water,R410A,"2,600 kg",35.0,55,172.0,8.2,4.37,-8.0,-10.0,7400.0,2.92,2534.246575342466,4500.0,4.3,1046.5116279069769,2900.0,5.41,536.0443622920517,3500.0,6.51,537.6344086021505,7400.0,2.86,2587.4125874125875,6800.0,2.67,2546.8164794007494,,65.0,2.0,15.0,15.0,30.0,1,1.4,,,,,,,,,,,,,,,35.0,55,127.0,7.0,6300.0,1.94,3247.4226804123714,3900.0,3.11,1254.0192926045017,2600.0,4.42,588.2352941176471,3700.0,5.93,623.9460370994941,6600.0,1.83,3606.55737704918,5900.0,1.86,3172.043010752688,,1.1,,,,,,,,,,,,,,,0.7803870406610132,0.3222591362126246,0.1650676290232667,0.16555726233145587,0.7967587967587967,0.784257773021818,,,,,1.0,0.38615832184964016,0.1811391223155929,0.19213576380524103,1.110590684361176,0.9767878477555896,,,,
 ait-deutschland GmbH,LW 101,LW 101,08.10.2019,Outdoor Air/Water,R407c,"4,800 kg",58.0,,149.0,9.9,3.81,-5.0,-10.0,7530.0,2.97,2535.3535353535353,9540.0,3.78,2523.809523809524,10430.0,4.69,2223.880597014925,12190.0,5.15,2366.9902912621355,8000.0,3.19,2507.8369905956115,6840.0,2.7,2533.333333333333,,65.0,10.0,10.0,10.0,0.0,1,3.06,,,,,,,,,,,,,,,58.0,,121.0,9.35,6980.0,2.03,3438.4236453201975,9410.0,3.11,3025.7234726688102,10400.0,4.04,2574.257425742574,12170.0,5.02,2424.302788844622,7550.0,2.25,3355.5555555555557,6270.0,1.79,3502.7932960893854,,3.08,,,,,,,,,,,,,,,0.7373592660125611,0.7340019102196752,0.6467732968395842,0.6883940245361224,0.7293566032821047,0.7367717287488059,,,,,1.0,0.8799740185555421,0.7486737212403187,0.7050622724003699,0.9758993950971028,1.0187206863984888,,,,
 ait-deutschland GmbH,LW 121,LW 121,08.10.2019,Outdoor Air/Water,R407c,"5,800 kg",58.0,,153.0,13.7,3.9,-4.0,-10.0,9220.0,3.05,3022.9508196721313,11900.0,3.94,3020.304568527919,12990.0,4.86,2672.8395061728393,15090.0,5.32,2836.466165413534,10130.0,3.4,2979.4117647058824,8360.0,2.78,3007.1942446043167,,65.0,10.0,10.0,10.0,0.0,1,5.34,,,,,,,,,,,,,,,58.0,,122.0,12.51,8700.0,2.08,4182.692307692308,11520.0,3.11,3704.1800643086817,12560.0,4.14,3033.816425120773,15030.0,5.18,2901.544401544402,9620.0,2.39,4025.10460251046,7860.0,1.85,4248.648648648648,,4.65,,,,,,,,,,,,,,,0.7227284718296589,0.7220958048894335,0.6390236980275295,0.6781436349494426,0.7123191345503719,0.7189613826180435,,,,,1.0,0.8855970728462136,0.7253262257760009,0.6937025695646386,0.9623238589910066,1.0157688723205964,,,,
 ait-deutschland GmbH,LW 140,LW 140 (L),08.10.2019,Outdoor Air/Water,R407c,"10,200 kg",58.0,,157.0,14.43,4.0,-5.0,-10.0,11000.0,3.13,3514.376996805112,13900.0,3.94,3527.9187817258885,14530.0,4.94,2941.2955465587042,16370.000000000002,5.43,3014.732965009209,11660.0,3.34,3491.0179640718566,10150.0,2.87,3536.5853658536585,,50.0,10.0,10.0,10.0,0.0,1,4.28,,,,,,,,,,,,,,,58.0,,125.0,13.71,10400.0,2.16,4814.814814814815,13490.0,3.1,4351.612903225806,14350.0,4.28,3352.8037383177566,16340.0,5.27,3100.5692599620497,11070.0,2.34,4730.769230769231,9580.0,1.96,4887.755102040816,,4.13,,,,,,,,,,,,,,,0.7299090685672156,0.7327215931276846,0.6108844596698847,0.6261368465788357,0.7250575771533856,0.7345215759849906,,,,,1.0,0.9037965260545905,0.696351545650611,0.6439643847613488,0.982544378698225,1.0151491365777081,,,,
 ait-deutschland GmbH,LW 180,LW 180 (L),08.10.2019,Outdoor Air/Water,R407c,"6,800 kg",59.0,,158.0,20.03,4.03,-4.0,-10.0,14280.0,2.94,4857.142857142857,17480.0,3.94,4436.5482233502535,10090.0,5.38,1875.4646840148698,12900.0,5.96,2164.4295302013425,15410.0,3.3,4669.69696969697,13170.0,2.65,4969.811320754718,,60.0,10.0,10.0,10.0,0.0,1,6.86,,,,,,,,,,,,,,,59.0,,118.0,18.5,12780.0,1.94,6587.628865979382,16920.0,2.93,5774.744027303754,10080.0,4.21,2394.2992874109264,12860.0,5.39,2385.899814471243,14230.0,2.23,6381.165919282511,11300.0,1.68,6726.190476190476,,7.2,,,,,,,,,,,,,,,0.7373127654817795,0.6734666317135752,0.2846949520335561,0.3285597252418313,0.7088585384360032,0.7544158029940651,,,,,1.0,0.8766043359130893,0.36345388243953025,0.3621788450762294,0.9686589893120556,1.021033609061778,,,,
 ait-deutschland GmbH,LW 251,LW 251 (L),08.10.2019,Outdoor Air/Water,R407c,"9,800 kg",63.0,,155.0,25.31,3.95,-5.0,-10.0,19360.0,2.96,6540.540540540541,24230.0,3.77,6427.055702917772,14340.0,5.06,2833.9920948616605,16850.0,5.9,2855.93220338983,20440.0,3.18,6427.672955974843,17750.0,2.66,6672.932330827068,,70.0,10.0,10.0,10.0,0.0,1,7.56,,,,,,,,,,,,,,,63.0,,122.0,25.01,19180.0,2.07,9265.700483091789,23930.0,3.02,7923.841059602649,14290.0,4.13,3460.048426150121,16820.0,5.44,3091.911764705882,20200.0,2.24,9017.857142857141,17700.0,1.83,9672.131147540984,,7.31,,,,,,,,,,,,,,,0.7058873263252825,0.6936394841000931,0.3058583752014409,0.30822625969848527,0.6937061010880043,0.720175699938062,,,,,1.0,0.8551799266620167,0.3734254557940954,0.3336943353983928,0.9732515268881272,1.0438639976751738,,,,
 ait-deutschland GmbH,LW 300,LW 300(L),20.07.2020,Outdoor Air/Water,R448A,"10,000 kg",68.0,68,138.0,21.95,3.53,-10.0,-10.0,19410.0,2.65,7324.528301886793,16370.000000000002,3.59,4559.888579387188,17990.0,4.05,4441.975308641975,23010.0,5.28,4357.954545454545,21950.0,2.45,8959.183673469388,21950.0,2.45,8959.183673469388,,60.0,38.0,24.0,38.0,0.0,1,0.0,,,,,,,,,,,,,,,68.0,68,114.0,23.02,20360.0,1.99,10231.155778894472,16379.999999999998,2.94,5571.428571428571,18360.0,3.51,5230.769230769231,23480.0,4.72,4974.576271186441,23020.0,1.78,12932.58426966292,23020.0,1.78,12932.58426966292,,0.0,,,,,,,,,,,,,,,0.7159042888386404,0.4456865556473725,0.43416163380145045,0.42594938828362205,0.8756765967683734,0.8756765967683734,,,,,1.0,0.5445551501543643,0.5112588786459121,0.4862184076454331,1.264039425178252,1.264039425178252,,,,
 ait-deutschland GmbH,LW 310,LW 310 (L),08.10.2019,Outdoor Air/Water,R404A,"10,000 kg",68.0,,151.0,28.28,3.86,-7.0,-10.0,25020.0,2.92,8568.493150684932,31120.0,3.67,8479.564032697548,19400.0,4.86,3991.7695473251024,21200.0,5.26,4030.4182509505704,25020.0,2.92,8568.493150684932,22930.0,2.63,8718.631178707225,,58.0,10.0,10.0,10.0,0.0,1,5.35,,,,,,,,,,,,,,,68.0,,122.0,26.86,23760.0,2.03,11704.433497536947,30530.0,3.02,10109.271523178808,19050.0,4.05,4703.7037037037035,21110.0,4.92,4290.650406504065,23760.0,2.03,11704.433497536947,21510.0,1.76,12221.59090909091,,5.35,,,,,,,,,,,,,,,0.7320724366957243,0.7244745364636372,0.3410476507184325,0.34434970746757815,0.7320724366957243,0.7448998860595818,,,,,1.0,0.8637130131335428,0.4018736750218231,0.36658334702033885,1.0,1.0441847451790633,,,,
 ait-deutschland GmbH,LWC 100,LWC 100,06.09.2019,Outdoor Air/Water,R404A,"4,100 kg",55.0,,146.0,11.89,3.73,-4.0,-10.0,8430.0,2.86,2947.5524475524476,10510.0,3.77,2787.7984084880636,12410.0,4.63,2680.3455723542115,14060.0,5.03,2795.2286282306163,9140.0,3.19,2865.203761755486,7690.0,2.59,2969.1119691119693,,58.0,10.0,10.0,10.0,0.0,1,4.2,,,,,,,,,,,,,,,55.0,,116.0,11.19,7830.0,2.01,3895.522388059702,10170.0,2.93,3470.98976109215,12150.0,3.93,3091.6030534351144,14000.0,4.88,2868.8524590163934,8610.0,2.27,3792.95154185022,7170.0,1.79,4005.586592178771,,4.02,,,,,,,,,,,,,,,0.756651394582429,0.7156417370448285,0.6880580588035715,0.7175491114614991,0.7355120767724811,0.7621858311513484,,,,,1.0,0.8910203601271035,0.7936299026059488,0.7364487155329438,0.9736695528887538,1.0282540294098759,,,,
 ait-deutschland GmbH,LWC 120,LWC 120,06.09.2019,Outdoor Air/Water,R404A,"4,500 kg",55.0,,144.0,13.51,3.67,-4.0,-10.0,9540.0,2.78,3431.654676258993,12030.0,3.66,3286.8852459016393,13950.0,4.68,2980.769230769231,15560.0,4.93,3156.1866125760653,10390.0,3.11,3340.8360128617364,8680.0,2.53,3430.830039525692,,58.0,10.0,10.0,10.0,0.0,1,4.83,,,,,,,,,,,,,,,55.0,,115.0,12.68,8820.0,1.9,4642.105263157895,11620.0,2.92,3979.452054794521,13650.0,4.02,3395.522388059702,15500.0,4.79,3235.9081419624217,9750.0,2.21,4411.764705882353,8080.0,1.7,4752.941176470588,,4.6,,,,,,,,,,,,,,,0.739245338423139,0.7080591799561354,0.6421158206872493,0.6799041455662725,0.7196812272604647,0.7390676955894347,,,,,1.0,0.8572515764296587,0.7314617389244256,0.697077717656304,0.9503801520608243,1.023876217153528,,,,
 ait-deutschland GmbH,LWC 60,LWC 60,06.09.2019,Outdoor Air/Water,R407c,"2,950 kg",55.0,,148.0,6.29,3.78,-5.0,-10.0,4740.0,2.91,1628.8659793814431,6230.0,3.79,1643.7994722955145,7110.0,4.78,1487.4476987447697,8090.0,5.09,1589.3909626719058,5080.0,3.14,1617.8343949044586,4270.0,2.63,1623.5741444866921,,60.0,10.0,10.0,10.0,0.0,1,2.02,,,,,,,,,,,,,,,55.0,,120.0,5.9,4420.0,2.02,2188.1188118811883,6020.0,3.07,1960.912052117264,6990.0,4.16,1680.2884615384614,8080.0,4.96,1629.032258064516,4770.0,2.23,2139.013452914798,3920.0,1.76,2227.2727272727275,,1.98,,,,,,,,,,,,,,,0.744413863880207,0.751238672859036,0.6797837899240802,0.7263732453839931,0.7393722800242095,0.7419954234984429,,,,,1.0,0.8961634265332292,0.7679146362687086,0.744489855495548,0.9775581843637764,1.0178938708350473,,,,
