Manufacturer,Model,Titel,Date,Type,Subtype,Group,Rated Power low T [kW],Rated Power medium T [kW],Refrigerant,Mass of Refrigerant [kg],SPL indoor low Power [dBA],SPL outdoor low Power [dBA],SPL indoor high Power [dBA],SPL outdoor high Power [dBA],Bivalence temperature [°C],Tolerance temperature [°C],Max. water heating temperature [°C],Poff [W],PTOS [W],PSB [W],PCKS [W],eta low T [%],eta medium T [%],SCOP,SEER low T,SEER medium T,P_th_h_ref [W],P_th_c_ref [W],P_el_h_ref [W],P_el_c_ref [W],COP_ref,EER_c_ref,p1_P_el_h [1/°C],p2_P_el_h [1/°C],p3_P_el_h [-],p4_P_el_h [1/°C],p1_COP [-],p2_COP [-],p3_COP [-],p4_COP [-],p1_P_el_c [1/°C],p2_P_el_c [1/°C],p3_P_el_c [-],p4_P_el_c [1/°C],p1_EER [-],p2_EER [-],p3_EER [-],p4_EER [-],MAPE P_th,MAPE P_el,MAPE COP
 Groupe Atlantic,THERMOR Alféa Extensa A.I. 8 R32,THERMOR Alféa Extensa A.I. 8 R32,04.03.2020,Outdoor Air/Water,Regulated,1.0,6.5,6.2,R32,"1,020 kg",40.0,60,40.0,60,-7.0,-10.0,55.0,4.0,14.0,10.0,0.0,177.0,128.0,4.5,,,5500,,2880,,1.91,,-43.12716346688156,0.0118500852795053,-0.0021931717526104,43.074940936074526,-71.4412608171191,-0.0944336617653359,7.312226305832312,71.61881296383983,,,,,-71.4412608171191,-0.0944336617653359,7.312226305832312,71.61881296383983,27.646377967251958,21.45143893007437,13.077076797885908
 Groupe Atlantic,THERMOR Alféa Extensa A.I. size 10,THERMOR Alféa Extensa A.I. 10,05.06.2019,Outdoor Air/Water,Regulated,1.0,8.0,8.0,R410A,"1,800 kg",46.0,69,46.0,69,-7.0,-10.0,55.0,5.0,43.0,8.0,0.0,155.0,113.0,3.95,,,6700,,3941,,1.7,,-213.72261054875776,0.0101432413082139,0.0850066892061637,213.6689954363684,286.14306588851304,-0.0863477657968805,6.57527271729165,-285.9843711799074,,,,,286.14306588851304,-0.0863477657968805,6.57527271729165,-285.9843711799074,11.127114068444467,17.065130031342527,14.093897832926094
 Guangdong PHNIX Eco-Energy Solutions Ltd.,Intelligent Inverter Heat Pump 20,PASRW020-BP-PS-B,01.11.2021,Outdoor Air/Water,Regulated,1.0,5.41,5.68,R32,"1,100 kg",,55,,58,-7.0,-10.0,53.0,13.0,13.0,13.0,43.0,194.0,135.0,4.93,,,5020,,2261,,2.22,,70.61005432908328,0.0179067743295862,-0.2176362119869512,-70.6475298554378,-0.916557809755839,-0.1226642557795787,8.768820350227742,1.1077045035910833,,,,,-0.916557809755839,-0.1226642557795787,8.768820350227742,1.1077045035910833,22.01601661256943,14.566959537406282,18.698678102136064
 Guangdong PHNIX Eco-Energy Solutions Ltd.,Intelligent Inverter Heat Pump 40,PASRW040-BP-PS-B,01.11.2021,Outdoor Air/Water,Regulated,1.0,8.78,9.51,R32,"1,800 kg",,58,,60,-7.0,-10.0,55.0,14.0,14.0,14.0,44.0,190.0,134.0,4.81,,,8420,,3661,,2.3,,-71.55082271818259,0.0183710749271763,-0.221576158258325,71.5161262190366,-89.22677643894068,-0.111998479019904,8.231473624769157,89.37598311112302,,,,,-89.22677643894068,-0.111998479019904,8.231473624769157,89.37598311112302,22.95345659004687,16.886502433044576,14.279864781243758
 Guangdong PHNIX Eco-Energy Solutions Ltd.,Intelligent Inverter Heat Pump 40,PASRW040S-BP-PS-B ,01.11.2021,Outdoor Air/Water,Regulated,1.0,8.77,9.5,R32,"1,800 kg",,60,,62,-7.0,-10.0,55.0,12.0,12.0,12.0,59.0,188.0,135.0,4.76,,,8410,,3641,,2.31,,241.2058770288631,0.0180599750954437,-0.210904927014649,-241.24114544492284,110.67286352099649,-0.1040528931459525,7.930225021095682,-110.5263369451282,,,,,110.67286352099649,-0.1040528931459525,7.930225021095682,-110.5263369451282,22.861053907025507,17.71606396903789,12.79869259486766
 Guangdong PHNIX Eco-Energy Solutions Ltd.,Intelligent Inverter Heat Pump 40-R290,PASRW040-BP-PS-D,16.06.2022,Outdoor Air/Water,Regulated,1.0,9.46,9.03,R290,"0,850 kg",,56,,57,-7.0,-10.0,60.0,9.0,9.0,9.0,42.0,202.0,156.0,5.11,,,7990,,3315,,2.41,,449.2535923692995,0.0102795296868601,0.0881380727877074,-449.3049403742758,212.86839471325345,-0.0849437506942663,7.537252302518004,-212.67084055273105,,,,,212.86839471325345,-0.0849437506942663,7.537252302518004,-212.67084055273105,22.52646753997476,17.649113961519824,8.933943042829197
 Guangdong PHNIX Eco-Energy Solutions Ltd.,Intelligent Inverter Heat Pump 40-R290,PASRW040S-BP-PS-D,16.06.2022,Outdoor Air/Water,Regulated,1.0,9.32,9.27,R290,"0,850 kg",,56,,58,-7.0,-10.0,60.0,8.0,8.0,8.0,64.0,203.0,155.0,5.14,,,8200,,3142,,2.61,,241.19781688863927,0.0098214431442585,0.126252162785322,-241.24923452622568,-1.469034665014244,-0.0855239954126165,7.581788865818999,1.6624199265655468,,,,,-1.469034665014244,-0.0855239954126165,7.581788865818999,1.6624199265655468,23.674549177168803,16.087439551238433,10.835257513898664
 Guangdong PHNIX Eco-Energy Solutions Ltd.,Intelligent Inverter Heat Pump 60,PASRW060-BP-PS-B,01.11.2021,Outdoor Air/Water,Regulated,1.0,12.54,14.61,R32,"2,000 kg",,61,,61,-7.0,-10.0,57.0,20.0,20.0,20.0,60.0,188.0,135.0,4.78,,,12920,,6094,,2.12,,-71.55091338492561,0.0206487400304514,-0.3537112963270603,71.51616797433653,-71.45204387496176,-0.1027077859415248,7.845711538814855,71.61057752726533,,,,,-71.45204387496176,-0.1027077859415248,7.845711538814855,71.61057752726533,31.88245884202366,27.366730511843805,11.465503113031989
 Guangdong PHNIX Eco-Energy Solutions Ltd.,Intelligent Inverter Heat Pump 60,PASRW060S-BP-PS-B,01.11.2021,Outdoor Air/Water,Regulated,1.0,12.89,14.47,R32,"2,000 kg",,61,,61,-7.0,-10.0,56.0,23.0,23.0,23.0,58.0,185.0,135.0,4.71,,,12800,,5639,,2.27,,212.77420223163148,0.0195752302164673,-0.2771972264806721,-212.80796090700835,212.8463625855832,-0.0986069320511437,7.701500060382906,-212.69475878208857,,,,,212.8463625855832,-0.0986069320511437,7.701500060382906,-212.69475878208857,26.196086463128218,21.202542409875488,12.120841030594605
 Guangdong PHNIX Eco-Energy Solutions Ltd.,Intelligent Inverter Heat Pump 60-R290,PASRW060-BP-PS-D,16.06.2022,Outdoor Air/Water,Regulated,1.0,12.62,11.96,R290,"1,300 kg",,64,,64,-7.0,-10.0,75.0,11.0,11.0,11.0,58.0,190.0,151.0,4.84,,,10580,,4541,,2.33,,-99.98997898228602,0.0123998516267385,-0.0040624603348002,99.94190264544751,-4.805510791668423,-0.0812518454920879,7.277061312893926,4.988645324776964,,,,,-4.805510791668423,-0.0812518454920879,7.277061312893926,4.988645324776964,23.93436808054539,20.016850078564698,9.474069439704818
" Guangzhou Sprsun New Energy Technology Dev. Co., Ltd,",EVI DC Inverter Air Source Hear Pumps 025,CGK-025V3L,08.11.2022,Outdoor Air/Water,Regulated,1.0,6.94,7.38,R32,"1,500 kg",,58,,61,-7.0,-10.0,56.0,17.0,17.0,17.0,29.0,182.0,135.0,4.62,,,6530,,2995,,2.18,,148.64798511309738,0.0142459376053879,-0.0681806174268717,-148.69127314083295,283.9311720487853,-0.0956768928151557,7.497608491195797,-283.7590189973055,,,,,283.9311720487853,-0.0956768928151557,7.497608491195797,-283.7590189973055,26.823041017777072,20.808853798313127,13.368077541386414
" Guangzhou Sprsun New Energy Technology Dev. Co., Ltd,",EVI DC Inverter Air Source Hear Pumps 025,CGK025V3L-B,08.11.2022,Outdoor Air/Water,Regulated,1.0,7.07,7.46,R32,"1,500 kg",,61,,63,-7.0,-10.0,57.0,9.0,9.0,9.0,33.0,185.0,137.0,4.7,,,6600,,2882,,2.29,,212.76998504337297,0.0140883289738252,-0.0513395341386846,-212.81209626249773,-88.67351537696753,-0.0986796542364575,7.70228571947825,88.84453745450121,,,,,-88.67351537696753,-0.0986796542364575,7.70228571947825,88.84453745450121,27.355269453348036,21.445906740900178,13.825879977924506
" Guangzhou Sprsun New Energy Technology Dev. Co., Ltd,",EVI DC Inverter Air Source Hear Pumps 030,CGK-030V3L-B,08.11.2022,Outdoor Air/Water,Regulated,1.0,8.03,8.21,R32,"1,700 kg",,64,,65,-7.0,-10.0,56.0,8.0,8.0,8.0,44.0,181.0,134.0,4.61,,,7260,,3241,,2.24,,241.19834547712333,0.0110800297004088,0.0545196238805458,-241.2487113533132,208.4238487220181,-0.086450895378174,7.195910888506618,-208.2300377371208,,,,,208.4238487220181,-0.086450895378174,7.195910888506618,-208.2300377371208,21.437485411854517,14.583325850162916,13.299061293444858
" Guangzhou Sprsun New Energy Technology Dev. Co., Ltd,",EVI DC Inverter Air Source Hear Pumps 040,CGK-040V3L,08.11.2022,Outdoor Air/Water,Regulated,1.0,10.52,10.47,R32,"2,000 kg",,63,,67,-7.0,-10.0,56.0,18.0,18.0,18.0,41.0,181.0,135.0,4.59,,,9260,,4584,,2.02,,81.84584002901275,0.0134050453124959,-0.0561777666620562,-81.89313888033033,-66.99778352172144,-0.0879897061101666,7.163377187847774,67.17743173895059,,,,,-66.99778352172144,-0.0879897061101666,7.163377187847774,67.17743173895059,26.489806868058178,21.239924942388726,10.756652825635836
" Guangzhou Sprsun New Energy Technology Dev. Co., Ltd,",EVI DC Inverter Air Source Hear Pumps 040,CGK040V3L-B,08.11.2022,Outdoor Air/Water,Regulated,1.0,10.69,10.33,R32,"2,000 kg",,67,,67,-7.0,-10.0,56.0,8.0,8.0,8.0,41.0,191.0,138.0,4.84,,,9140,,4080,,2.24,,-71.55809899894673,0.0114504636152718,0.0467952435414738,71.50886193587681,283.9332568271781,-0.0989104938554428,7.740570722649471,-283.7584063140048,,,,,283.9332568271781,-0.0989104938554428,7.740570722649471,-283.7584063140048,25.73457181359444,18.91213700935095,12.627740869875296
" Guangzhou Sprsun New Energy Technology Dev. Co., Ltd,",EVI DC Inverter Air Source Hear Pumps 050,CGK-050V3L-B,08.11.2022,Outdoor Air/Water,Regulated,1.0,13.39,12.91,R32,"2,800 kg",,63,,68,-7.0,-10.0,57.0,14.0,14.0,14.0,32.0,190.0,138.0,4.81,,,11420,,4880,,2.34,,209.92443492608405,0.0116882093316576,0.0566143497003596,-209.9711729246942,-71.44589579472402,-0.0978468868468427,7.721130981913698,71.61585554561007,,,,,-71.44589579472402,-0.0978468868468427,7.721130981913698,71.61585554561007,27.34308774313852,19.24352321176522,12.904188999720667
" Guangzhou Sprsun New Energy Technology Dev. Co., Ltd,",EVI DC Inverter Air Source Hear Pumps 050,CGK060V3L-B,08.11.2022,Outdoor Air/Water,Regulated,1.0,13.34,14.09,R32,"2,800 kg",,68,,71,-7.0,-10.0,56.0,9.0,9.0,9.0,35.0,190.0,139.0,4.82,,,12460,,5235,,2.38,,155.90318539714997,0.0120907022075664,0.0368959980867703,-155.94910351927874,26.84498615946224,-0.0989862317039546,7.787699421247472,-26.66178548374338,,,,,26.84498615946224,-0.0989862317039546,7.787699421247472,-26.66178548374338,26.14481123326661,17.78313460297518,14.838562518332006
 GUILLOT INDUSTRIES SAS - Groupe ATLANTIC ,AHP60-26,EFFIPAC AHP60-26 (brand ATLANTIC) ; TYNEHAM AHP60-26 (brand HAMWORTHY) ; ECOMOD AHP60-26 (brand IDEAL) ; HEATPAC MAX AHP60-26 (brand ACV),24.06.2022,Outdoor Air/Water,Regulated,1.0,20.0,19.0,R32,"4,300 kg",,65,,65,-7.0,-20.0,60.0,22.0,22.0,22.0,0.0,155.0,123.0,3.95,4.55,,17000,18690.0,8995,6189.0,1.89,3.02,74.84546463843657,0.0105799510381639,0.0636052128444217,-74.89830672206828,-8.708649501846851,-0.0595850528504037,5.588841652488598,8.856333651597357,61.78353340402525,-0.0112545739011072,-1.2034321105735908,-61.720527613445846,-8.708649501846851,-0.0595850528504037,5.588841652488598,8.856333651597357,12.66714899173894,9.10641861789806,7.753734110951
 GUILLOT INDUSTRIES SAS - Groupe ATLANTIC ,AHP60-50,EFFIPAC AHP60-50 (brand ATLANTIC) ; TYNEHAM AHP60-50 (brand HAMWORTHY) ; ECOMOD AHP60-50 (brand IDEAL) ; HEATPAC MAX AHP60-50 (brand ACV),24.06.2022,Outdoor Air/Water,Regulated,1.0,44.0,44.0,R32,"8,500 kg",,75,,75,-7.0,-10.0,58.0,22.0,22.0,22.0,76.0,163.0,122.0,4.16,4.72,,39200,36300.0,25290,11710.0,1.55,3.1,-0.4806771431568535,0.0134841405751674,-0.1078177473353119,0.4266772248285519,221.75837787733016,-0.0647854717753724,5.902463267065621,-221.5431529981947,79.52523774234709,-0.015139788313312,-1.0151174845965565,-79.46617796184033,221.75837787733016,-0.0647854717753724,5.902463267065621,-221.5431529981947,13.59651491463826,9.160367151253979,10.429891571434872
" GZ Dotels Electric Appliances Co., Ltd.      ",DC Inverter Heat Pump 120,KS-120W/EN8BP,14.11.2022,Outdoor Air/Water,Regulated,1.0,11.32,11.1,R32,"1,750 kg",,60,,64,-7.0,-10.0,67.0,7.0,7.0,7.0,17.0,184.0,137.0,4.67,,,9820,,4935,,1.99,,212.76452359893352,0.0106460914973445,0.071147561624679,-212.8176639717764,219.5617934118735,-0.0953526655980156,7.603820838041906,-219.30388580250607,,,,,219.5617934118735,-0.0953526655980156,7.603820838041906,-219.30388580250607,24.156419423978264,31.63535070756336,16.39794423029752
" GZ Dotels Electric Appliances Co., Ltd.      ",DC Inverter Heat Pump 80,KS-80W/EN8BP,14.11.2022,Outdoor Air/Water,Regulated,1.0,8.15,6.51,R32,"1,300 kg",,59,,60,-7.0,-10.0,65.0,7.0,7.0,7.0,17.0,177.0,126.0,4.51,,,5760,,3254,,1.77,,-232.6532199635566,0.0081083682343112,0.1667347655014848,232.59430761039272,-52.540655879163744,-0.1114217917417749,8.041614237727332,52.7634443942012,,,,,-52.540655879163744,-0.1114217917417749,8.041614237727332,52.7634443942012,15.640817421456543,20.12388329284789,15.468573631235978
" GZ Dotels Electric Appliances Co., Ltd.      ",DC Inverter Heat Pump-R32,KS-160W/EN8BP,29.07.2022,Outdoor Air/Water,Regulated,1.0,15.45,13.03,R32,"1,700 kg",,67,,68,-7.0,-10.0,55.0,98.0,98.0,98.0,35.0,179.0,131.0,4.55,,,11530,,5708,,2.02,,-124.02948671934234,0.0061609316522788,0.2682431399818378,123.97039161818358,208.4406198622528,-0.0983972544701239,7.610933873969735,-208.21484239346705,,,,,208.4406198622528,-0.0983972544701239,7.610933873969735,-208.21484239346705,28.00965697589065,35.68194042660875,16.544127406957216
 Immergas S.p.A.,M thermal A series 12 14 16 kW,MAGIS M12,18.07.2022,Outdoor Air/Water,Regulated,1.0,12.0,11.58,R32,"1,840 kg",,65,,65,-7.0,-10.0,65.0,14.0,24.0,14.0,0.0,189.0,135.0,4.81,,,10250,,5100,,2.01,,212.7664469308516,0.012971314672506,-0.0415466528717447,-212.8157257810882,141.78753016071465,-0.1093433986346135,8.038426633615925,-141.62781525306465,,,,,141.78753016071465,-0.1093433986346135,8.038426633615925,-141.62781525306465,30.450739494555783,24.106134002995912,14.028101213123215
 Immergas S.p.A.,M thermal A series 12 14 16 kW,MAGIS M14,18.07.2022,Outdoor Air/Water,Regulated,1.0,13.73,12.08,R32,"1,840 kg",,65,,65,-7.0,-10.0,65.0,14.0,24.0,14.0,0.0,186.0,136.0,4.72,,,10690,,5318,,2.01,,-71.56120699485002,0.0081556634350929,0.1706118724711814,71.50581023477805,-222.4695773693321,-0.1038377879909261,7.812590951878023,222.6408153228901,,,,,-222.4695773693321,-0.1038377879909261,7.812590951878023,222.6408153228901,42.578054778080144,36.24214217316956,14.503514907355104
 Immergas S.p.A.,M thermal A series 12 14 16 kW,MAGIS M14 T,18.07.2022,Outdoor Air/Water,Regulated,1.0,13.73,12.08,R32,"1,840 kg",,65,,65,-7.0,-10.0,65.0,20.0,30.0,20.0,0.0,186.0,136.0,4.72,,,10690,,5318,,2.01,,-71.56120699485002,0.0081556634350929,0.1706118724711814,71.50581023477805,-222.4695773693321,-0.1038377879909261,7.812590951878023,222.6408153228901,,,,,-222.4695773693321,-0.1038377879909261,7.812590951878023,222.6408153228901,42.578054778080144,36.24214217316956,14.503514907355104
 Immergas S.p.A.,M thermal A series 12 14 16 kW,MAGIS M16,18.07.2022,Outdoor Air/Water,Regulated,1.0,15.21,13.02,R32,"1,840 kg",,68,,68,-7.0,-10.0,65.0,14.0,24.0,14.0,0.0,182.0,133.0,4.62,,,11520,,5789,,1.99,,440.2215003535,0.0065243454665606,0.2359539303870579,-440.28015802085895,-53.65732640091683,-0.1014990383633742,7.658570692407441,53.83067170154384,,,,,-53.65732640091683,-0.1014990383633742,7.658570692407441,53.83067170154384,52.31804231078621,45.309913031730446,15.016671161803849
 Impetus ConTech GmbH  ,S-Serie 170,Tilbakehr S-Serie 170,08.11.2022,Outdoor Air/Water,Regulated,1.0,4.96,4.77,R290,"0,500 kg",,57,,60,-7.0,-10.0,67.0,10.0,10.0,10.0,42.0,205.0,150.0,5.2,,,4220,,1811,,2.33,,184.33525494260263,0.0121832904452841,0.0203318377096754,-184.3819480124953,-0.3568438715170856,-0.1089820756255799,8.442734577114175,0.5557079539209155,,,,,-0.3568438715170856,-0.1089820756255799,8.442734577114175,0.5557079539209155,14.64655655861592,10.710118131116609,13.322461459972281
 Impetus ConTech GmbH  ,S-Serie 320,Tilbakehr S-Serie 320,08.11.2022,Outdoor Air/Water,Regulated,1.0,12.61,12.38,R290,"1,300 kg",,62,,61,-7.0,-10.0,63.0,11.0,11.0,11.0,17.0,202.0,150.0,5.12,,,10950,,4640,,2.36,,-121.08369301685426,0.0132626075694151,-0.0249644331204451,121.03767467128108,203.9807789200244,-0.0936993688370843,7.815965646669262,-203.79115028459992,,,,,203.9807789200244,-0.0936993688370843,7.815965646669262,-203.79115028459992,22.682765376078777,16.696411510457594,10.030180417842685
 Johnson Controls-Hitachi AirConditioning Spain,01. Yutaki S & S Combi 2.0HP,RAS-2WHVNP  RWD-2.0NWE-200S - Heating Only,,Outdoor Air/Water,Regulated,1.0,4.0,4.0,R410A,"1,400 kg",37.0,61,37.0,61,-7.0,-10.0,55.0,11.0,0.0,11.0,0.0,189.0,137.0,4.8,,,3500,,1522,,2.3,,310.31547325192656,0.0130395108263098,-0.0484739709017998,-310.3656325156242,107.31693343612946,-0.0948553488380929,7.513865759026511,-107.2417800034067,,,,,107.31693343612946,-0.0948553488380929,7.513865759026511,-107.2417800034067,14.68184137364176,10.94687222597182,8.078123681989297
 Johnson Controls-Hitachi AirConditioning Spain,01. Yutaki S 2.0HP R32,01. RAS-2WHVRP  RWM-2.0NRE - Heating Only,02.08.2019,Outdoor Air/Water,Regulated,1.0,4.0,4.0,R32,"1,200 kg",37.0,61,37.0,61,-7.0,-10.0,55.0,12.0,0.0,12.0,0.0,181.0,133.0,4.6,,,3500,,1643,,2.13,,261.4714630418703,0.0147088314917783,-0.1021047430598929,-261.51520633640973,-71.99988983913909,-0.0965776425231759,7.708204766921616,72.17214747128703,,,,,-71.99988983913909,-0.0965776425231759,7.708204766921616,72.17214747128703,30.078608521214434,24.246182643679166,9.547269944926942
 Johnson Controls-Hitachi AirConditioning Spain,01. Yutaki S 2.0HP R32,02. RAS-2WHVRP  RWM-2.0NRE - with cooling kit,02.08.2019,Outdoor Air/Water,Regulated,1.0,4.0,4.0,R32,"1,200 kg",37.0,61,37.0,61,-7.0,-10.0,55.0,12.0,0.0,12.0,0.0,186.0,136.0,4.73,5.57,8.04,3500,4000.0,1643,1000.0,2.13,4.0,261.4714630418703,0.0147088314917783,-0.1021047430598929,-261.51520633640973,-71.99988983913909,-0.0965776425231759,7.708204766921616,72.17214747128703,70.64946771419945,-0.0016666837280102,-1.4958192378807675,-70.57801819461298,-71.99988983913909,-0.0965776425231759,7.708204766921616,72.17214747128703,30.078608521214434,24.246182643679166,9.547269944926942
 Johnson Controls-Hitachi AirConditioning Spain,02. Yutaki S & S Combi 2.5HP,RAS-2.5WHVNP  RWD-2.5NWE-200S - Heating Only,,Outdoor Air/Water,Regulated,1.0,6.0,5.0,R410A,"1,500 kg",37.0,63,37.0,63,-7.0,-10.0,55.0,11.0,0.0,11.0,0.0,177.0,130.0,4.5,,,4420,,2389,,1.85,,-71.56194566288274,0.0103036445669374,0.0428352920898926,71.5051254190512,158.43917658222165,-0.0819850245250819,6.8220375515594,-158.26526297312304,,,,,158.43917658222165,-0.0819850245250819,6.8220375515594,-158.26526297312304,28.962648366933017,23.676234599479542,9.551121380685547
 Johnson Controls-Hitachi AirConditioning Spain,03. Yutaki S & S Combi 3.0HP,RAS-3WHVNP  RWD-3.0NWE-200S - Heating Only,,Outdoor Air/Water,Regulated,1.0,7.0,6.0,R410A,"1,700 kg",37.0,64,37.0,64,-7.0,-10.0,55.0,11.0,0.0,11.0,0.0,165.0,125.0,4.2,,,5100,,2772,,1.84,,184.327901433756,0.0071317455553808,0.1882923645663174,-184.3894342007761,150.65359083086133,-0.0612066502167554,5.802455820101563,-150.5013700197487,,,,,150.65359083086133,-0.0612066502167554,5.802455820101563,-150.5013700197487,27.713742720336057,23.400194503489455,5.690133858640165
 Johnson Controls-Hitachi AirConditioning Spain,04. Yutaki S 2.5HP R32,01. RAS-2.5WHVRP  RWM-2.5NRE - Heating Only,02.08.2019,Outdoor Air/Water,Regulated,1.0,6.0,5.0,R32,"1,300 kg",37.0,63,37.0,63,-7.0,-10.0,55.0,12.0,0.0,12.0,0.0,177.0,127.0,4.5,,,4420,,2389,,1.85,,-135.18043949974947,0.0095629664398249,0.0822090924136911,135.1230198021748,-0.3557494409842547,-0.0998934822520732,7.55566941128413,0.5334406051907621,,,,,-0.3557494409842547,-0.0998934822520732,7.55566941128413,0.5334406051907621,13.051886080389847,7.267632258148532,12.46950648281166
 Johnson Controls-Hitachi AirConditioning Spain,04. Yutaki S 2.5HP R32,02. RAS-2.5WHVRP RWM-2.5NRE - with cooling kit,02.08.2019,Outdoor Air/Water,Regulated,1.0,6.0,5.0,R32,"1,300 kg",37.0,63,37.0,63,-7.0,-10.0,55.0,12.0,0.0,12.0,0.0,180.0,128.0,4.58,5.53,8.5,4420,5300.0,2389,1472.0,1.85,3.6,-135.18043949974947,0.0095629664398249,0.0822090924136911,135.1230198021748,-0.3557494409842547,-0.0998934822520732,7.55566941128413,0.5334406051907621,55.11044314125463,-0.0120635704874933,-1.2946310907488032,-55.04379911977404,-0.3557494409842547,-0.0998934822520732,7.55566941128413,0.5334406051907621,13.051886080389847,7.267632258148532,12.46950648281166
 Johnson Controls-Hitachi AirConditioning Spain,05. Yutaki S & S Combi 5.0HP (mono),RAS-5WHVNPE  RWD-5.0NWE-200S - Heating Only,,Outdoor Air/Water,Regulated,1.0,14.0,12.0,R410A,"3,400 kg",39.0,65,39.0,65,-7.0,-10.0,55.0,13.0,0.0,13.0,0.0,175.0,133.0,4.45,,,10250,,6029,,1.7,,-99.99677300565254,0.0092055543006619,0.0640774701815279,99.93529218847658,68.47569079757594,-0.0697263941752452,6.214357664036849,-68.3396229928031,,,,,68.47569079757594,-0.0697263941752452,6.214357664036849,-68.3396229928031,38.63641278367101,35.2328572476069,5.108292979755072
 Johnson Controls-Hitachi AirConditioning Spain,08. Yutaki S & S Combi 5.0HP (tri),RAS-5WHNPE  RWD-5.0NWE-200S - Heating Only,,Outdoor Air/Water,Regulated,1.0,14.0,12.0,R410A,"3,400 kg",39.0,65,39.0,65,-7.0,-10.0,55.0,19.0,0.0,19.0,0.0,174.0,133.0,4.43,,,10250,,6029,,1.7,,-99.99677300565254,0.0092055543006619,0.0640774701815279,99.93529218847658,68.47569079757594,-0.0697263941752452,6.214357664036849,-68.3396229928031,,,,,68.47569079757594,-0.0697263941752452,6.214357664036849,-68.3396229928031,38.63641278367101,35.2328572476069,5.108292979755072
 Johnson Controls-Hitachi AirConditioning Spain,08. Yutaki S Combi 200L 3.0HP R32,01. RAS-3WHVRP  RWD-3.0NRWE-200S - Heating Only,08.08.2019,Outdoor Air/Water,Regulated,1.0,7.0,6.0,R32,"1,300 kg",37.0,67,37.0,69,-7.0,-10.0,55.0,12.0,0.0,12.0,0.0,177.0,125.0,4.5,,,5100,,2772,,1.84,,212.76295159157652,0.009102046190851,0.1159393376073939,-212.8192640320576,-151.3914725896665,-0.1214687533285074,8.435130908341279,151.59550328885746,,,,,-151.3914725896665,-0.1214687533285074,8.435130908341279,151.59550328885746,26.431224464788784,31.527946891069874,18.527734049438667
 Johnson Controls-Hitachi AirConditioning Spain,08. Yutaki S Combi 200L 3.0HP R32,02. RAS-3WHVRP RWD-3.0NRWE-200S - with cooling kit,08.08.2019,Outdoor Air/Water,Regulated,1.0,7.0,6.0,R32,"1,300 kg",37.0,67,37.0,69,-7.0,-10.0,55.0,12.0,0.0,12.0,0.0,179.0,127.0,4.55,5.27,8.35,5100,6500.0,2772,1940.0,1.84,3.35,212.76295159157652,0.009102046190851,0.1159393376073939,-212.8192640320576,-151.3914725896665,-0.1214687533285074,8.435130908341279,151.59550328885746,-67.04477899009774,-0.0148239759050432,-1.2494126230922225,67.1098564424982,-151.3914725896665,-0.1214687533285074,8.435130908341279,151.59550328885746,26.431224464788784,31.527946891069874,18.527734049438667
 Johnson Controls-Hitachi AirConditioning Spain,10. Yutaki S 8.0HP (tri),RAS-8WHNPE  RWM-8.0NE - Heating Only,,Outdoor Air/Water,Regulated,1.0,18.0,16.0,R410A,"5,000 kg",47.0,73,47.0,73,-7.0,-10.0,55.0,36.0,0.0,36.0,0.0,150.0,120.0,3.83,,,13800,,8364,,1.65,,-39.19665935365857,0.0102484534025754,0.0459220782322978,39.14145609374096,37.36255708371702,-0.0536347569306376,5.265216913044903,-37.259777684138825,,,,,37.36255708371702,-0.0536347569306376,5.265216913044903,-37.259777684138825,11.459436006764701,13.428165565808794,7.857631004291608
 Johnson Controls-Hitachi AirConditioning Spain,11. Yutaki S 10.0HP (tri),RAS-10WHNPE  RWM-10.0NE - Heating Only,,Outdoor Air/Water,Regulated,1.0,20.0,18.0,R410A,"5,000 kg",47.0,74,47.0,74,-7.0,-10.0,55.0,36.0,0.0,36.0,0.0,141.0,116.0,3.6,,,15600,,9455,,1.65,,-21.70531027232986,0.0078862086265576,0.1529686942364822,21.64702735201483,70.1311455203008,-0.044315215702413,4.80040845950353,-70.01030921227142,,,,,70.1311455203008,-0.044315215702413,4.80040845950353,-70.01030921227142,8.050569002169402,5.963607304385559,5.578999788843167
 Johnson Controls-Hitachi AirConditioning Spain,12. Yutaki S80 4.0HP (mono),RAS-4WHVNPE  RWH-4.0VNFE  - Type 1,,Outdoor Air/Water,Regulated,1.0,11.0,11.0,R410A,"3,300 kg",57.0,61,57.0,61,-7.0,-10.0,55.0,17.0,0.0,17.0,0.0,187.0,142.0,4.75,,,9730,,4230,,2.3,,-210.8766950770737,0.0097593569290465,0.091020667433991,210.81905058052092,-140.30464320427834,-0.0669307543340986,6.414948745498463,140.44129919000034,,,,,-140.30464320427834,-0.0669307543340986,6.414948745498463,140.44129919000034,19.352352070055517,13.55812004423058,7.378508395557991
