Manufacturer,Model,Date,Type,Subtype,Group,Refrigerant,Mass of Refrigerant [kg],SPL indoor [dBA],SPL outdoor [dBA],PSB [W],Climate,P_el_ref [W],P_th_ref [W],COP_ref,p1_P_th [1/°C],p2_P_th [1/°C],p3_P_th [-],p1_P_el [1/°C],p2_P_el [1/°C],p3_P_el [-],p1_COP [-],p2_COP [-],p3_COP [-]
Ariston Thermo Group,AEROTOP MONO 04M-RX 1Z,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,1.88,15.0,57.0,13.0,average,1790.0,4100.0,2.29,-0.04344252491763232,-0.006428322709826006,0.9980224304000832,-0.032787702557804985,0.009225283580124958,0.20615738895814734,0.08470997830787817,-0.10410035820649306,7.653214889006156
Ariston Thermo Group,AEROTOP SPLIT 04-RX,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,2.3,36.0,56.0,11.0,average,1800.0,4230.0,2.35,-0.03986449644620337,-0.003607762632311928,0.8882470698228454,-0.03223739587097784,0.01068835065625523,0.14368272033878707,0.13081009077645026,-0.11424079649770233,8.334192061890931
Ariston Thermo Group,AEROTOP MONO 05M-RX 1Z,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,1.88,15.0,59.0,13.0,average,2296.0,5190.0,2.26,-0.037406307430270916,0.0005741626162530241,0.6851014210433467,-0.029946638640690325,0.012106505561748635,0.07029409284822898,0.10420852210252388,-0.09192109250806273,7.172557726896501
Ariston Thermo Group,AEROTOP SPLIT 05M-RX,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,2.3,36.0,58.0,11.0,average,2306.0,5350.0,2.32,-0.034726272415300484,0.002889155961859391,0.5960356284795888,-0.029623826789602275,0.013304341377950486,0.019341020560956074,0.15201826539217253,-0.10090438424199673,7.812774279657908
Ariston Thermo Group,AEROTOP MONO 07M-RX 1Z,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,2.77,15.0,61.0,13.0,average,3037.0,6590.0,2.17,-0.038290732955578166,-0.0030121769838756213,0.8547842145522312,-0.03064415815578083,0.01073673507336365,0.13046608178429814,0.0972942483561978,-0.09317063533741468,7.1872107204769575
Ariston Thermo Group,AEROTOP SPLIT 07M-RX,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,3.08,36.0,60.0,11.0,average,3063.0,6800.0,2.22,-0.03667762204495277,-0.0025936851877798213,0.8252501938012561,-0.031152298357237262,0.010845862811286012,0.11255322878482413,0.14341587479225734,-0.10298384709610513,7.846864182851844
Ariston Thermo Group,AEROTOP MONO 09M-R,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,3.9,15.0,63.0,20.0,average,3582.0,8310.0,2.32,-0.037409046314127455,-0.006208861714076376,1.0113137504281573,-0.031602917232155116,0.009806911175906464,0.1916648632009132,0.11695472017777694,-0.12426799631258262,8.611120852622808
Ariston Thermo Group,AEROTOP SPLIT 09M-R,2017-12-19,Outdoor Air/Water,Regulated,1.0,R410a,4.3,43.0,62.0,18.0,average,3578.0,8300.0,2.32,-0.03523985971386072,-0.0050269455518616975,0.9612010033076159,-0.031630697483817354,0.010247130793141485,0.16728009503864968,0.16636993396456548,-0.1150987829413349,8.385475894732412
Buderus,Buderus Logatherm WLW196i-11 ARE,2017-07-18,Outdoor Air/Water,Regulated,1.0,R410a,3.3,41.0,53.0,23.0,average,4120.0,8940.0,2.17,-0.0242151758044879,0.006085629744317362,0.5531322994680218,-0.02763304433162898,0.01445608485161105,0.02478773630416253,0.1480191267419083,-0.1062608264687036,7.803398965290531
Buderus,Buderus Logatherm WLW196i-11 IRE,2017-07-18,Outdoor Air/Water,Regulated,1.0,R410a,3.3,50.0,,35.0,average,3953.0,8500.0,2.15,-0.02601025053430568,0.0007245748131293463,0.7558345000216765,-0.030654658131472962,0.010443161111515038,0.13952949712908755,0.2050995469329661,-0.1041652450612093,8.102831884713687
Buderus,Buderus Logatherm WLW196i-14 ARE,2017-07-18,Outdoor Air/Water,Regulated,1.0,R410a,4.0,41.0,53.0,24.0,average,4227.0,9510.0,2.25,-0.0380648096272165,-0.004488902835067535,0.9661606287236968,-0.03879736658043411,0.0051046485021363506,0.3854131204592355,0.1356393702102465,-0.08922500308905801,7.292371686040242
Buderus,Buderus Logatherm WLW196i-14 IRE,2017-07-18,Outdoor Air/Water,Regulated,1.0,R410a,4.0,49.0,,35.0,average,4072.0,9000.0,2.21,-0.03352252196467472,-0.002822477865319497,0.907407059262234,-0.035486623094509576,0.007745496170437604,0.2651226733511655,0.20013203076027802,-0.09578576126031388,7.755923435696946
Buderus,Buderus Logatherm WLW196i-4 ARE,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.7,35.0,54.0,17.0,average,1651.0,3500.0,2.12,-0.02470941564063177,0.0022199662022454295,0.7137430451170564,-0.029206771958020124,0.01232338760351022,0.07404940885512316,0.20889338817748812,-0.10953546073315654,8.290404604081049
Buderus,Buderus Logatherm WLW196i-6 ARE,2017-07-18,Outdoor Air/Water,Regulated,1.0,R410a,1.75,35.0,53.0,17.0,average,1802.0,4000.0,2.22,-0.03800031881085189,-0.005044119558490068,0.9938927257833736,-0.03820973360978936,0.0064601384175237385,0.3211423924487697,0.2041018667655096,-0.09836761571135877,7.858280256398674
Buderus,Buderus Logatherm WLW196i.2-4 ARB,2017-07-18,Outdoor Air/Water,Regulated,1.0,R410a,1.75,29.0,47.0,17.0,average,1863.0,3930.0,2.11,-0.030534795715069608,0.0015998768404150404,0.7010490466032977,-0.027511562828293784,0.013130037744737616,0.03115047231615776,0.11674276964661286,-0.11316244199385735,8.186359249775679
Buderus,Buderus Logatherm WLW196i-8 ARE,2017-07-18,Outdoor Air/Water,Regulated,1.0,R410a,2.35,35.0,56.0,17.0,average,2287.0,5100.0,2.23,-0.03921135435027008,-0.0075363294655722566,1.11443832050694,-0.04009942958818378,0.004862932606051402,0.39409636969234096,0.22071737099455954,-0.10341585438783654,8.118659198569034
Buderus,Buderus Logatherm WLW196i.2-6 ARB,2017-07-18,Outdoor Air/Water,Regulated,1.0,R410a,2.35,29.0,50.0,17.0,average,2295.0,5210.0,2.27,-0.027988197061750684,0.003012253667155756,0.6486831033014046,-0.028184963981078694,0.012554421962634104,0.06796057924129308,0.1310846521942381,-0.10990240547711183,8.194098905595864
Buderus,Buderus Logatherm WPLS15.2 RE,2017-09-26,Outdoor Air/Water,Regulated,1.0,R410a,2.3,35.0,67.0,11.0,average,4408.0,9300.0,2.11,-0.030666073135099507,-0.009444403776116007,1.2128966142714674,-0.03543714069776925,0.003173973362835702,0.499980238856962,0.11523339414496495,-0.06017509016386662,5.712701843446598
Buderus,Buderus Logatherm WPLS13.2 RTS,2017-09-26,Outdoor Air/Water,Regulated,1.0,R410a,2.3,35.0,67.0,11.0,average,3981.0,8400.0,2.11,-0.024549442212909143,-0.007576971227095828,1.1692981004946648,-0.0322093857091883,0.004726923101643458,0.4539499678862191,0.11503343109751235,-0.060367506461766925,5.721266026329308
Buderus,Buderus Logatherm WPLS11.2 RTS,2017-09-26,Outdoor Air/Water,Regulated,1.0,R410a,2.3,35.0,67.0,11.0,average,3571.0,7500.0,2.1,-0.019272524743972518,-0.007219833235534922,1.2023022707420843,-0.02933247080338625,0.005756507892646193,0.43562238964621625,0.11302770601904367,-0.06255530516536734,5.812241643992863
Buderus,Buderus Logatherm WPLS2.2 RE,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.0,36.0,64.0,11.0,average,1194.0,2400.0,2.01,-0.03611307831476188,-0.01784631329251012,1.5679877935317044,-0.033122899187408614,0.002949124151598207,0.4907893478283247,0.10799777874022952,-0.06809615301760592,6.074063034389376
Buderus,Buderus Logatherm WPLS4.2 RE,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.6,36.0,65.0,11.0,average,1733.0,3500.0,2.02,-0.013750123384772479,-0.010524817831488169,1.449201759089821,-0.028615556196191064,0.004004844288773994,0.5532986570932998,0.12320781966577853,-0.054739423986983074,5.48294033072235
Buderus,Buderus Logatherm WPLS6.2 RE,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.6,36.0,65.0,11.0,average,2200.0,4400.0,2.0,-0.02258594831086283,-0.009018922494486674,1.2640762798359937,-0.03114893214551705,0.004564795908019279,0.4611973121025396,0.12419159594082893,-0.05477680709719447,5.483282158173169
Buderus,Buderus Logatherm WPLS8.2 RE,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.6,37.0,65.0,11.0,average,2512.0,5300.0,2.11,-0.030726058592147124,-0.009711235777797832,1.2243838028588363,-0.03779973646047655,0.001355835752716109,0.5726050419563946,0.12856174881585444,-0.050593276493892086,5.3629277586220505
Buderus,Buderus Logatherm WPS 10-1,2020-12-17,Brine/Water,On-Off,5.0,R410a,2.4,51.0,,6.0,average,3010.0,9300.0,3.09,-0.0015507704921611028,-0.004081264126041385,1.1967964198724403,0.005889733100489438,0.017392873481468278,0.14006072547687426,-0.03972206358570954,-0.10703014482333956,8.218188450852411
Buderus,Buderus Logatherm WPS 13-1,2020-12-17,Brine/Water,On-Off,5.0,R410a,2.65,48.0,,6.0,average,3893.0,11600.0,2.98,-0.0018156989184768013,-0.005122606183459699,1.2514100510124777,0.0061270922282834345,0.017608657040223737,0.13247284959897507,-0.04116944366000453,-0.10953472441541656,8.226849204589843
Buderus,Buderus Logatherm WPS 17-1,2020-12-17,Brine/Water,On-Off,5.0,R410a,2.8,47.0,,6.0,average,5216.0,15700.0,3.01,-0.0017393814040795015,-0.004449849737843329,1.210006833674964,0.005391413656393292,0.01577401688776758,0.22149024620867164,-0.0343746348653719,-0.09255989755764507,7.434557700528697
Buderus,Buderus Logatherm WPS 22.2 HT,2020-12-17,Brine/Water,Regulated,2.0,R410a,4.5,57.0,,25.0,average,5613.0,18580.0,3.31,-0.020002268541365872,-0.0004914551355339041,0.8117402460798449,-0.012732144738330642,0.013115471373917104,0.11609925772904227,-0.014161531227994243,-0.09422215992907812,8.13470210686015
Buderus,Buderus Logatherm WPS 28.2 HT,2020-12-17,Brine/Water,Regulated,2.0,R410a,5.0,57.0,,25.0,average,7097.0,24770.0,3.49,-0.021294250464399943,-0.0008693778652502941,0.814850752047399,-0.015138781546120032,0.011319407593770757,0.1976629792612757,-0.007246030728112825,-0.08443420225922328,7.799036810581628
Buderus,Buderus Logatherm WPS 38.2 HT,2020-12-17,Brine/Water,Regulated,2.0,R410a,6.3,55.0,,25.0,average,9451.0,31850.0,3.37,-0.020925728066637627,-0.0010376096797571435,0.8417140034238539,-0.014526253655278562,0.01141816211604894,0.19660571254641399,-0.00577218982640452,-0.08108368237063256,7.616204245658604
Buderus,Buderus Logatherm WPS 48.2 HT,2020-12-17,Brine/Water,Regulated,2.0,R410a,7.5,54.0,,25.0,average,11746.0,41580.0,3.54,-0.018786968933557458,0.000966143871142002,0.735375086028847,-0.0147708794964946,0.010561405990430456,0.2396351891692294,-1.3069160620535205e-05,-0.06419330655414733,6.8954404583415325
Buderus,Buderus Logatherm WPS 54.2 HT,2020-12-17,Brine/Water,Regulated,2.0,R410a,9.5,67.0,,25.0,average,13806.0,47770.0,3.46,-0.020577682289425404,0.00019005242249815245,0.7658237741091386,-0.015223803917880231,0.011537520746175749,0.1864778653542239,-0.003925346739352468,-0.08033661613783863,7.579059893542545
Buderus,Buderus Logatherm WPS 6-1,2020-12-17,Brine/Water,On-Off,5.0,R410a,1.55,51.0,,6.0,average,1860.0,5300.0,2.85,-0.0021874986370792444,-0.005730347707800725,1.2753916646665622,0.0056181663658200105,0.016212097241913706,0.2007337470924312,-0.036223278239559724,-0.09641620410850972,7.461088489839406
Buderus,Buderus Logatherm WPS 64.2 HT,2020-12-17,Brine/Water,Regulated,2.0,R410a,9.3,67.0,,25.0,average,16586.0,55730.0,3.36,-0.020636948623721386,0.0001313579061182705,0.7689295609107375,-0.015193495368321687,0.011568711498595412,0.1835912242094518,-0.003426141997634765,-0.07837073877566063,7.3934856424054205
Buderus,Buderus Logatherm WPS 72.2 HT,2020-12-17,Brine/Water,Regulated,2.0,R410a,10.6,67.0,,25.0,average,19208.0,62810.0,3.27,-0.020583824969370317,0.00011138742853629598,0.7712473868606995,-0.014567976106399434,0.0120536060080367,0.15508153820812767,-0.0035660680044167906,-0.07929119378699633,7.4056160244442495
Buderus,Buderus Logatherm WPS 8-1,2020-12-17,Brine/Water,On-Off,5.0,R410a,1.95,52.0,,6.0,average,2329.0,6800.0,2.92,-0.0021883675588204483,-0.006726587737315426,1.3234445634454697,0.006034484171919327,0.017067766577834455,0.15065486363472816,-0.04227505395244651,-0.1117537579850752,8.284498119570564
Buderus,Buderus Logatherm WPS 80.2 HT,2020-12-17,Brine/Water,Regulated,2.0,R410a,10.8,67.0,,25.0,average,20846.0,69000.0,3.31,-0.021072892051089632,-0.00034308889240859084,0.7932661941595721,-0.015640193990076996,0.011138207841781121,0.20202644631844288,-0.001087629177989875,-0.07568183397110066,7.245369744882634
Buderus,Buderus Logatherm WSW196i-12T 190,2020-12-17,Brine/Water,Regulated,2.0,R410a,2.39,49.0,,18.0,average,2971.0,9270.0,3.12,-0.04037231330995488,-0.0018564986781570093,0.7868354490024766,-0.030303360980038017,0.009916039529940707,0.18782496614328886,0.0274258901868688,-0.09200361586421134,7.925383679678196
Buderus,WSW196i.2-12 T180 (+W) / 186-12 T180,2020-12-08,Brine/Water,Regulated,2.0,R410a,2.0,41.0,,14.0,average,3485.0,10140.0,2.91,-0.04281177694065092,-0.006537405042056926,0.9972223085400064,-0.029237301017792237,0.009353211105457405,0.19458723659228155,0.030041130297408805,-0.10518490136737,8.524337028462355
Buderus,WSW196i.2-16 T180 (+W) / 186-16 T180,2020-12-08,Brine/Water,Regulated,2.0,R410a,2.3,41.0,,10.0,average,4543.0,12810.0,2.82,-0.040953050647431696,-0.004990157905088506,0.941433635503234,-0.02964862887203217,0.009135546377477094,0.209474953486262,0.03861185135394666,-0.0923587687172458,7.862191194916482
Buderus,WSW196i.2-6 T180 (+W) / 186-6 T180,2020-12-08,Brine/Water,Regulated,2.0,R410a,1.35,35.0,,11.0,average,1538.0,4630.0,3.01,-0.04034857080949511,-0.00646297815038698,1.0029637054460885,-0.024194675269744,0.01153131085224818,0.12871843050235174,-0.01938373048030581,-0.12477282030684053,9.19315875472866
Buderus,WSW196i.2-8 T180 (+W) / 186-8 T180,2020-12-08,Brine/Water,Regulated,2.0,R410a,1.35,36.0,,11.0,average,1986.0,5860.0,2.95,-0.048167991743056415,-0.00859789553308752,1.1070587187045564,-0.032827952661967384,0.007840938326441591,0.2866420146605589,0.019929858465652255,-0.10546798125637773,8.419457351058053
Bosch Thermotechnik,Bosch CS7001iAW 13 ORMS-S,2017-07-18,Outdoor Air/Water,Regulated,1.0,R410a,3.3,26.0,55.0,23.0,average,3386.0,7720.0,2.28,-0.03589295429601425,-0.006861526548182207,1.1139190716064802,-0.040373520587165465,0.0027995073418084324,0.5142118826972579,0.13405355366786206,-0.08652458437056992,7.135095149900843
Clivet ,WSAN-YMi 91,2021-12-18,Outdoor Air/Water,Regulated,1.0,R32,5.0,,71.0,18.0,average,9076.0,15610.0,1.72,-0.041884266899353866,-0.0010498128025935186,0.7513882069563071,-0.028166549660446006,0.013816292296556574,-0.05443167372417579,0.12100993174756265,-0.10284189205173253,7.524155278161827
Clivet ,WSAN-YMi 101,2021-12-18,Outdoor Air/Water,Regulated,1.0,R32,5.0,,73.0,18.0,average,11391.0,19820.0,1.74,-0.04267096757386184,-0.00013408755430619737,0.7015106229788649,-0.029987763309155775,0.013067869911453776,-0.02506246182062429,0.1354477847733874,-0.09723551369513686,7.320903536563487
Clivet ,WSAN-YMi 121,2021-12-18,Outdoor Air/Water,Regulated,1.0,R32,5.0,,75.0,18.0,average,12213.0,20640.0,1.69,-0.04547201510536948,-0.001736396458188516,0.8087752741422791,-0.033124930227371,0.011874057021298021,0.04707711788144701,0.1492429266666468,-0.10133721469664096,7.449866511863787
Clivet ,WSAN-YMi 141,2021-12-18,Outdoor Air/Water,Regulated,1.0,R32,5.0,,77.0,18.0,average,12337.0,20110.0,1.63,-0.04437741992755132,-0.0020336694383616643,0.8777644084056789,-0.03265928427364718,0.012202797343111452,0.053847846712194974,0.1741054677166224,-0.0951808313720064,7.184971941404539
DAIKIN Europe ,EGSAX10D9W(G) (1PH),2019-06-14,Brine/Water,Regulated,2.0,R32,1.7,41.0,,15.0,average,2365.0,7450.0,3.15,-0.04432748483302465,-0.0005423653862526994,0.7279846379405129,-0.029407673777947983,0.011821639069278559,0.10993010834639624,-0.015614390182977706,-0.08605450571427208,7.611523999568095
DAIKIN Europe ,EGSAX06D9W(G) (1PH),2019-06-14,Brine/Water,Regulated,2.0,R32,1.7,,,15.0,average,1744.0,5460.0,3.13,-0.04407887438980454,-0.0006680908368631817,0.7250896682294706,-0.024765815420166787,0.014311540460599091,0.007636863050505958,-0.07483784946734229,-0.10872130601439664,8.38797736738046
DAIKIN Europe ,EPRA14DV / ETBH16D6V,2020-02-07,Outdoor Air/Water,Regulated,1.0,R32,4.2,44.0,54.0,21.0,average,4534.0,11200.0,2.47,-0.02251879552264251,0.0019874648776098697,0.687952036304264,-0.0275597844234274,0.010606180010624786,0.17199090774910367,0.12902574251303786,-0.07833742772645745,6.8650089793013525
DAIKIN Europe ,EPRA14DW / ETBH16D6V,2020-02-07,Outdoor Air/Water,Regulated,1.0,R32,4.2,44.0,54.0,42.0,average,4568.0,11100.0,2.43,-0.02560636444981271,0.0006598795933684168,0.7278623379293846,-0.029648552540545912,0.00964330019711808,0.19982089400998426,0.13110713217229006,-0.07529046706318313,6.7654848426938905
DAIKIN Europe ,EPGA11DV / EAVX16S18D6V(G),2019-03-06,Outdoor Air/Water,Regulated,1.0,R32,3.5,44.0,64.0,21.0,average,5111.0,11500.0,2.25,-0.02263131353094808,0.0047629401237957465,0.4980922262209936,-0.023404429827161517,0.014894207647670672,-0.0563446500330276,0.1346924723161001,-0.094860231772896,7.3356468140869415
DAIKIN Europe ,EPGA14DV / EAVZ16S18D6V,2019-03-06,Outdoor Air/Water,Regulated,1.0,R32,3.5,44.0,64.0,21.0,average,5668.0,12300.0,2.17,-0.02583483318709118,0.005064251323249136,0.5108504720103563,-0.02737164619227873,0.013916000443700805,-0.004760948827199796,0.15655767468356646,-0.09483039388537656,7.361842928321757
DAIKIN Europe ,EPGA16DV / EAVZ16S18D6V,2019-03-06,Outdoor Air/Water,Regulated,1.0,R32,3.5,44.0,66.0,21.0,average,5874.0,13100.0,2.23,-0.027552082850653414,0.004730447957358309,0.5321055841911863,-0.027969365404253203,0.013783383472108722,0.003791902523864394,0.1677564582573634,-0.09099232235061902,7.333213476299767
DAIKIN Europe ,EBLA11D(3)V3,2020-10-27,Outdoor Air/Water,Regulated,1.0,R32,3.8,,62.0,23.0,average,4895.0,9300.0,1.9,-0.02485361878580322,-0.0009467004729433176,0.7794767311982647,-0.024406786499989886,0.01392398081577847,-0.038054762971174085,0.17063498296598187,-0.11183956821679138,8.128512717071231
DAIKIN Europe ,EBLA14D(3)V3,2020-10-27,Outdoor Air/Water,Regulated,1.0,R32,3.8,,,23.0,average,4653.0,9400.0,2.02,-0.029733206211904686,-0.003006932556354748,0.8922699538982757,-0.030163074919617214,0.010853425409494305,0.118982220792384,0.1836204898287581,-0.10258982624142313,7.810103563128678
DAIKIN Europe ,EBLA16D(3)V3,2020-10-27,Outdoor Air/Water,Regulated,1.0,R32,3.8,,62.0,23.0,average,4821.0,9400.0,1.95,-0.03605575707627972,-0.006574276240966646,1.0716007891672297,-0.03442554067211573,0.00877701063347692,0.21773733703297649,0.19150777769190172,-0.1048746167546136,7.884787728603821
DAIKIN Europe ,EBLA09D(3)V3,2020-10-27,Outdoor Air/Water,Regulated,1.0,R32,3.8,,62.0,23.0,average,4067.0,8500.0,2.09,-0.023268932438437168,-0.0026005339401682357,0.867893441275041,-0.025933434231091426,0.012138547074854749,0.06193573962631425,0.16907356801906967,-0.1123228195380796,8.236839433554742
DAIKIN Europe ,EDLA09D(3)V3,2020-10-27,Outdoor Air/Water,Regulated,1.0,R32,3.8,,62.0,23.0,average,4067.0,8500.0,2.09,-0.02091641718131429,-0.0003368195957957757,0.7671385607582318,-0.02484682945424076,0.013184135659086669,0.015398039907092376,0.16907356801906967,-0.1123228195380796,8.236839433554742
DAIKIN Europe ,ERGA04DV7 / EHSX04P30D2,2020-04-09,Outdoor Air/Water,Regulated,1.0,R32,1.5,,,10.0,average,2690.0,5300.0,1.97,-0.03207294535561055,-0.007723455173154196,1.1147773822086129,-0.026484737511704846,0.011802145405245379,0.08351270431145233,0.1227983715974144,-0.12008277959787787,8.428051248086108
DAIKIN Europe ,ERGA04EV7 / EHSX04P30D3,2020-04-09,Outdoor Air/Water,Regulated,1.0,R32,1.5,,,10.0,average,2690.0,5300.0,1.97,-0.032266061332534665,-0.007927368007350269,1.1236420370863471,-0.026648948035022758,0.011683230943347658,0.08873274490211315,0.1227983715974144,-0.12008277959787787,8.428051248086108
DAIKIN Europe ,ERGA04DV / EHSX(B)04P30D2,2018-08-17,Outdoor Air/Water,Regulated,1.0,R32,1.5,39.0,58.0,10.0,average,2690.0,5300.0,1.97,-0.02374385447063989,-0.0023232970563350857,0.8752309779021428,-0.026291581904233256,0.011859021056371074,0.08097449454351033,0.15251880993172062,-0.09797160975947364,7.446458250720887
DAIKIN Europe ,ERGA06DV / EHSX(B)08P30D2,2018-08-17,Outdoor Air/Water,Regulated,1.0,R32,1.5,39.0,60.0,10.0,average,2980.0,5900.0,1.98,-0.026534164671174136,-0.0014476156420395545,0.8311906860781147,-0.02756047034617096,0.012014941723293069,0.07652688353380192,0.15677401915651126,-0.09665471094428826,7.388796621662121
DAIKIN Europe ,ERGA08DV / EHSX(B)08P30D2,2018-08-17,Outdoor Air/Water,Regulated,1.0,R32,1.5,39.0,62.0,10.0,average,3520.0,6900.0,1.96,-0.025010552491903988,-0.00010653739924877694,0.7633006062269653,-0.028334000729897137,0.011953363624759685,0.06909599214416813,0.1753913202661901,-0.10301906403024724,7.696160705108082
DAIKIN Europe ,ERGA08DVA / EHSX(B)08P30D2,2018-08-17,Outdoor Air/Water,Regulated,1.0,R32,1.5,39.0,62.0,10.0,average,2980.0,5900.0,1.98,-0.03286963977142968,-0.0077504740412923925,1.1251103521660355,-0.034575879414485436,0.007609066459258027,0.2784975424963779,0.1711002807198877,-0.10498186984757646,7.75865079349084
DAIKIN Europe ,ERLA03DV / EHFZ03S18D3V,2020-03-27,Outdoor Air/Water,Regulated,1.0,R32,1.0,,,11.0,average,1448.0,3200.0,2.21,-0.03217977092972698,-0.003414644806759088,0.8667263634863879,-0.030982883296963106,0.009958903745769949,0.15793633881444086,0.14909172645500504,-0.1042620204092934,7.798435908976924
DAIKIN Europe ,ERGA06EVA / EHVH08SU18E6V,2018-03-27,Outdoor Air/Water,Regulated,1.0,R32,1.5,42.0,60.0,10.0,average,2980.0,5900.0,1.98,-0.03286963977142968,-0.0077504740412923925,1.1251103521660355,-0.03451638661979504,0.007628149669048866,0.27788501048751885,0.1693274011778019,-0.10555054121278926,7.776903950067309
DAIKIN Europe ,EGSQH10S18A9W,2017-02-17,Brine/Water,Regulated,2.0,R410a,1.8,46.0,,20.0,average,2667.0,7760.0,2.91,-0.048888044267915966,-0.009995281582381534,1.151938227373316,-0.030705067326728425,0.008225416080450142,0.2731630020802283,-0.009342030356425932,-0.10538689985854252,8.189121788885114
DAIKIN Europe ,RBLQ05C2V3 / RKHWMXB300C,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.3,42.0,61.0,8.0,average,1818.0,3600.0,1.98,-0.020997661549906045,0.0006970977174371975,0.7908485258322074,-0.0266175180687627,0.011977733502452214,0.09994982631353776,0.15740220754241446,-0.09212226239516838,7.159545043435442
DAIKIN Europe ,RBLQ07C2V3 / RKHWMXB300C,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.45,42.0,62.0,8.0,average,2778.0,5500.0,1.98,-0.02984249734452865,-0.0022562412717280237,0.883597943512397,-0.03506210825197115,0.007009286058625617,0.30433436572103284,0.15849157109492631,-0.07575964099124803,6.394517160241902
DAIKIN Europe ,ERSQ011AY1 / EKHBRD011ADY17,2018-06-12,Outdoor Air/Water,Regulated,1.0,R410a,4.5,,,55.0,average,4160.0,9360.0,2.25,-0.02686549351675737,-0.011063136240939736,1.2348613945653129,-0.04434668872911378,-0.009058473129693776,1.0381729436158913,0.13120625403615013,0.011132018448537787,2.5343649761159632
DAIKIN Europe ,ERSQ014AY1 / EKHBRD014ADY17,2018-06-12,Outdoor Air/Water,Regulated,1.0,R410a,4.5,,,55.0,average,5302.0,11400.0,2.15,-0.031668613422625363,-0.008263672482002622,1.0894104674953982,-0.038268249304387984,-0.001802110995558637,0.6976074869633212,0.1171097619942838,-0.0005693900817282807,3.012188604656841
DAIKIN Europe ,ERSQ016AY1 / EKHBRD016ADY17,2018-06-12,Outdoor Air/Water,Regulated,1.0,R410a,4.5,,,55.0,average,5735.0,12100.0,2.11,-0.032975945601625284,-0.007327330962197255,1.0677990097783259,-0.03868286453336384,-0.0008441760418286162,0.6613353238768358,0.12153482139789736,0.0005421416597598597,3.00224200291818
DAIKIN Europe ,EDLQ011CV3,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,3.4,,64.0,55.0,average,4422.0,8800.0,1.99,-0.0240310090698674,-0.005954447766749518,1.0146449464538243,-0.03127270537077965,0.00834478792666933,0.2289795892981868,0.1921794045651473,-0.10360879207977457,7.6851743127244925
DAIKIN Europe ,EDLQ014CV3,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,3.4,,64.0,55.0,average,5682.0,10000.0,1.76,-0.033328871949896005,-0.004755884063694882,0.9738845665141476,-0.030745734032864187,0.009218483672011543,0.1715985049276428,0.14218051093912246,-0.07386388780815936,6.302689355242952
DAIKIN Europe ,EDLQ016CV3,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,3.4,,66.0,55.0,average,6854.0,12200.0,1.78,-0.033951214304769516,-0.004573522490251986,0.9235850691877036,-0.036204969898493713,0.007497618891570102,0.2413605417411845,0.2133699094557877,-0.09619081772560363,7.243514676590866
DAIKIN Europe ,RDLQ05C*V3,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.3,,61.0,8.0,average,1818.0,3600.0,1.98,-0.02003320235930556,0.0021450523530235537,0.7460328114001552,-0.025996821164256743,0.012909591775616626,0.07110779440047475,0.15740220754241446,-0.09212226239516838,7.159545043435442
DAIKIN Europe ,ERLQ011C*V3 / EHSH16P50B,2017-03-30,Outdoor Air/Water,Regulated,1.0,R410a,3.4,39.0,64.0,50.0,average,4639.0,9000.0,1.94,-0.022760316653925226,-0.004696860522070736,0.9584768002061332,-0.029455146825205177,0.009543901711821323,0.17020354423613407,0.1887669431615424,-0.10562843025971663,7.7477929896356175
DAIKIN Europe ,ERLQ014C*V3 / EHSX16P50B,2017-03-21,Outdoor Air/Water,Regulated,1.0,R410a,3.4,39.0,64.0,50.0,average,5677.0,10900.0,1.92,-0.03066394657963129,-0.002161258831675782,0.8263418560097638,-0.03140806696848328,0.009203809181287348,0.1723785426820054,0.17082361088382253,-0.06304825772286604,5.960651221130158
DAIKIN Europe ,ERLQ016C*V3 / EHSX16P50B,2017-03-21,Outdoor Air/Water,Regulated,1.0,R410a,3.4,39.0,66.0,50.0,average,6811.0,12600.0,1.85,-0.03255758712120612,-0.0030857539467645345,0.8545481563680618,-0.03650151255364333,0.007336171896074909,0.2496016937754089,0.22055255287227649,-0.08996166990149122,7.05049846781081
