Manufacturer,Model,Date,Type,Subtype,Group,Refrigerant,Mass of Refrigerant [kg],SPL indoor [dBA],SPL outdoor [dBA],PSB [W],Climate,P_el_ref [W],P_th_ref [W],COP_ref,p1_P_th [1/°C],p2_P_th [1/°C],p3_P_th [-],p1_P_el [1/°C],p2_P_el [1/°C],p3_P_el [-],p1_COP [-],p2_COP [-],p3_COP [-]
Saunier Duval Brand Group,HA 10-6 O 230V,2020-04-07,Outdoor Air/Water,Regulated,1.0,R290,1.3,,60.0,45.0,average,3654.0,8039.0,2.2,-0.011541460636611621,-0.0013814737423182713,0.857708499138627,-0.02063838000855148,0.013037568284483693,0.03813469604462957,0.15145300098187806,-0.10967576904455507,8.292519057469999
Saunier Duval Brand Group,HA 12-6 O 230V B3,2020-04-07,Outdoor Air/Water,Regulated,1.0,R290,1.3,,60.0,45.0,average,4075.0,8640.0,2.12,-0.010986402161776671,0.0012658263453931794,0.7352463400765871,-0.02036251860036836,0.014378560393053309,-0.029589290434458963,0.16725520377607164,-0.1106227752834484,8.309764687152263
Saunier Duval Brand Group,HA 5-6 O 230V,2020-05-11,Outdoor Air/Water,Regulated,1.0,R290,0.6,,54.0,17.0,average,2047.0,4320.0,2.11,-0.02458258606075785,-0.0021308360660056355,0.8328976520701598,-0.02878936310003433,0.010297761922392314,0.14577573855523712,0.1473095530473148,-0.09856722765042954,7.516415015428593
Saunier Duval Brand Group,HA 5-6 O 230V B3,2020-05-11,Outdoor Air/Water,Regulated,1.0,R290,0.6,,,17.0,average,2047.0,4320.0,2.11,-0.01824606102325904,0.002914463326377585,0.6095098700705129,-0.024616522430502732,0.012886210645926429,0.030712652616189308,0.14604852582334432,-0.08450039484048365,6.909781232259933
Saunier Duval Brand Group,HA 3-6 O 230V,2020-05-11,Outdoor Air/Water,Regulated,1.0,R290,0.6,,54.0,17.0,average,1774.0,3690.0,2.08,-0.020221846313180417,-0.0005160358559497645,0.7968146526389982,-0.022843353438894255,0.013639279269277552,0.023376030746810786,0.12179390037516175,-0.09791313128922052,7.395735236753894
Saunier Duval Brand Group,HA 4-6 O 230V B3,2020-05-11,Outdoor Air/Water,Regulated,1.0,R290,0.6,,52.0,17.0,average,1759.0,3730.0,2.12,-0.017487758117253817,-0.00023078054375313725,0.7839525669733104,-0.02358229335255701,0.012487188780795931,0.06559904180613882,0.1388451721880646,-0.09193062426021374,7.254157106501743
Saunier Duval Brand Group,HA 7-5 OS 230V + HA 7-5 WSB,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,2.39,43.0,54.0,11.0,average,2830.0,5660.0,2.0,-0.03349053078095511,-0.006771460320500947,1.0425653115509137,-0.037662899657349334,0.0053521721841750325,0.3489876398636972,0.19150403968892546,-0.08352159300372702,6.963290619405421
Saunier Duval Brand Group,HA 7-6 O 230V,2020-05-11,Outdoor Air/Water,Regulated,1.0,R290,0.9,,55.0,29.0,average,2545.0,5420.0,2.13,-0.025107623567177363,-0.004759662231213547,0.9883443152255272,-0.032658895164894425,0.007413401618610041,0.2879085665582494,0.16400131290685382,-0.09151880159046624,7.3132042090504585
Saunier Duval Brand Group,HA 8-6 O 230V B3,2020-05-11,Outdoor Air/Water,Regulated,1.0,R290,0.9,,,29.0,average,2608.0,5660.0,2.17,-0.029154365462067268,-0.006369165241809621,1.049116376707267,-0.03248696351886222,0.007614875338001069,0.2769334466826607,0.15331740379417885,-0.09543874200728546,7.515345843220807
Saunier Duval Brand Group,HA 6-6 O 230V,2020-05-11,Outdoor Air/Water,Regulated,1.0,R290,0.9,,55.0,29.0,average,1776.0,3890.0,2.19,-0.025893685129211568,-0.014335567199640669,1.4805852569437543,-0.031991020230260105,0.004818691264161882,0.4463964413449025,0.13231959270756052,-0.10176796540283686,7.732655236246058
Saunier Duval Brand Group,HA 6-6 O 230V B3,2020-05-11,Outdoor Air/Water,Regulated,1.0,R290,0.9,,57.0,29.0,average,2589.0,5540.0,2.14,-0.02525643756117097,-0.003590365121183435,0.9381249967647076,-0.02857486447167882,0.010173278898491674,0.16644113678048314,0.1513962761814256,-0.096379689313637,7.55816485323192
STIEBEL ELTRON ,HPA-O 10 Premium,2018-01-08,Outdoor Air/Water,Regulated,1.0,Other,4.7,,54.0,10.0,average,3941.0,10600.0,2.69,-0.004227820119102298,0.002644620722131908,0.7576149481879145,-0.018510538986425767,0.01347567924983766,0.12284308166461792,0.15186898101796142,-0.08495813448414051,7.3588944393294735
STIEBEL ELTRON ,HPA-O 13 Premium,2018-01-08,Outdoor Air/Water,Regulated,1.0,Other,4.7,,54.0,10.0,average,5565.0,13800.0,2.48,-0.01627042264522442,0.0014721090193905901,0.7056180941727547,-0.02702912807528636,0.010300948164683577,0.17795070056521853,0.16915530467819825,-0.08120002989786854,7.1029574617719495
STIEBEL ELTRON ,HPA-O 13 S Premium,2018-01-08,Outdoor Air/Water,Regulated,1.0,Other,4.7,,54.0,16.0,average,5679.0,13800.0,2.43,-0.017207445092047597,0.00033656402634675895,0.7424972492114813,-0.02686560619687933,0.009887985439925605,0.1893079698799432,0.16995068581307074,-0.07547339313683676,6.7595704903118765
STIEBEL ELTRON ,"HPA-O 3 CS Plus + HSBB 200 classic,",2018-12-03,Outdoor Air/Water,Regulated,1.0,R410a,1.1,33.0,52.0,17.0,average,1473.0,3050.0,2.07,-0.033248718315533346,-0.0074227774693919986,1.0272661945327506,-0.03174478926220753,0.008508160686626897,0.21307186848227166,0.14864936628791048,-0.10406379948172308,7.593170325176533
STIEBEL ELTRON ,"HPA-O 4 CS Plus + HSBC 200, HSBC 200",2018-12-03,Outdoor Air/Water,Regulated,1.0,R410a,1.1,52.0,33.0,17.0,average,1659.0,3400.0,2.05,-0.044580919331197434,-0.01172531227691727,1.2278408271782195,-0.041721977574302925,0.0034631635657749395,0.4440994202145373,0.1621724513806484,-0.09572866872314452,7.218069407525798
STIEBEL ELTRON ,"HPA-O 6 CS Plus + HSBB 200, HSBB 200",2018-12-03,Outdoor Air/Water,Regulated,1.0,R410a,2.0,27.0,57.0,17.0,average,2589.0,5100.0,1.97,-0.031812540871095016,-0.007922467525045891,1.1655414593203226,-0.0310963414563447,0.00897657782476384,0.23349444728740715,0.13849293376370247,-0.09176103673437927,7.21831036931386
STIEBEL ELTRON ,"HPA-O 8 CS Plus + HSBB 200, HSBB 200S",2018-12-03,Outdoor Air/Water,Regulated,1.0,R410a,2.0,,,17.0,average,2589.0,5100.0,1.97,-0.05899560916791044,-0.025946101704706064,1.9645583487751928,-0.052184817047195166,-0.00438327089331841,0.8254036815921264,0.14805071067106676,-0.0861026253874509,6.9678502599910574
STIEBEL ELTRON ,HPA-O 7 S Premium,2018-01-08,Outdoor Air/Water,Regulated,1.0,Other,4.2,,50.0,16.0,average,3257.0,7100.0,2.18,-0.020947163386919654,-0.0007425043317023151,0.79426119363169,-0.031178698398256318,0.006585362082787865,0.3325156738809278,0.13121206847385875,-0.05285805373868368,5.432753357608745
STIEBEL ELTRON ,LWZ 8 CS Premium,2020-10-31,Outdoor Air/Water,Regulated,1.0,R410a,2.95,52.0,55.0,27.0,average,2597.0,5870.0,2.26,-0.05513340057028749,-0.021127149606928908,1.6743234022725093,-0.05397570892600862,-0.006831663846965687,0.9217799950986832,0.13230331667496406,-0.07065608912450974,6.2507414552926415
STIEBEL ELTRON ,LWZ 5 S Plus,2020-10-31,Outdoor Air/Water,Regulated,1.0,R410a,2.95,52.0,52.0,27.0,average,2451.0,5540.0,2.26,-0.023639024571776,-0.00046463740732408224,0.7713167797816636,-0.027354639047743875,0.01024704306292995,0.17301769509813233,0.1161598961456534,-0.0784555096266934,6.591598506907796
STIEBEL ELTRON ,LWZ 5 S Smart,2020-10-31,Outdoor Air/Water,Regulated,1.0,R410a,2.95,52.0,,27.0,average,2451.0,5540.0,2.26,-0.023639024571776,-0.00046463740732408224,0.7713167797816636,-0.027292853260654275,0.011766004821150151,0.16153980671405335,0.12565740179592047,-0.07662438672827755,6.209162388279222
STIEBEL ELTRON ,LWZ 5 S Trend,2020-10-31,Outdoor Air/Water,Regulated,1.0,R410a,2.95,52.0,,27.0,average,2451.0,5540.0,2.26,-0.023639024571776,-0.00046463740732408224,0.7713167797816636,-0.027318473025163124,0.010258643529796158,0.17264534689434993,0.11527345457792125,-0.07873984570451588,6.600725105070014
STIEBEL ELTRON ,WPE-I 04 H(K)(W) Premium,2020-09-08,Brine/Water,Regulated,2.0,Other,2.2,38.0,,16.0,average,927.0,3320.0,3.58,-0.045125209140561014,-0.006353362373169614,0.989663376854648,-0.029381465032310712,0.007654632714399399,0.3233910547006997,-0.041518857803345126,-0.08893945590529184,7.9288597990561
STIEBEL ELTRON ,WPE-I 06 H(K)(W) Premium,2020-09-08,Brine/Water,Regulated,2.0,Other,2.2,41.0,,16.0,average,1504.0,5340.0,3.55,-0.04924379868844851,-0.005342294234617268,0.9341781803237876,-0.03557113651053189,0.0066176434436140295,0.3523033886936673,-0.0142467958239442,-0.07943661218838594,7.575497329786817
STIEBEL ELTRON ,WPE-I 08 H(K)(W) Premium,2020-09-08,Brine/Water,Regulated,2.0,Other,2.2,40.0,,16.0,average,1779.0,6120.0,3.44,-0.050203638373166,-0.005281513586816013,0.9287516919574564,-0.03691769319968412,0.006373043253948639,0.3572998909323809,-0.0034894872740062702,-0.07717904346546857,7.395242824585099
STIEBEL ELTRON ,WPE-I 12 H(K)(W) Premium,2020-09-08,Brine/Water,Regulated,2.0,Other,3.1,39.0,,19.0,average,2983.0,10590.0,3.55,-0.04206126189791912,-0.0002403966385738061,0.7087122342853872,-0.030358358216548007,0.010814182251339642,0.15531794567772753,0.009102190007509527,-0.09138382308382854,8.261961253479834
STIEBEL ELTRON ,WPE-I 15 H(K) (W) 230 Premium,2020-09-08,Brine/Water,Regulated,2.0,Other,3.1,39.0,,19.0,average,3576.0,12160.0,3.4,-0.04638497583679994,-0.0025098422821822845,0.80711419782748,-0.035375214525901325,0.00803732925030692,0.2690555053955848,0.03263316915822386,-0.07967581116840393,7.682139916859863
STIEBEL ELTRON ,WPE-I 33H 400 Premium,2020-10-05,Brine/Water,Regulated,2.0,R410a,3.9,47.0,,12.0,average,8771.0,27540.0,3.14,-0.036719029789460164,-0.003937711865560846,0.8931419710651526,-0.02479478490551592,0.010767977826337505,0.157659758277336,0.00435837602640207,-0.10329652164774908,8.478063615549285
STIEBEL ELTRON ,WPE-I 44 H 400 Premium,2020-10-05,Brine/Water,Regulated,2.0,R410a,4.4,50.0,,7.0,average,9816.0,31510.0,3.21,-0.03858247228857231,-0.003751264655514001,0.8813717459019123,-0.02810639656866757,0.009536373879006884,0.20393361904895785,0.028239719133241505,-0.09426410134650487,8.257739466819903
STIEBEL ELTRON ,WPE-I 59 H 400 Premium,2020-10-05,Brine/Water,Regulated,2.0,R410a,6.3,43.0,,18.0,average,16266.0,48960.0,3.01,-0.04191836282209938,-0.004100172205516807,0.8910048095400275,-0.029812211375116256,0.008977239153917193,0.2266258969021347,0.015345408162082541,-0.0834959510107522,7.495214386891195
STIEBEL ELTRON ,WPE-I 87 H 400 Premium,2020-10-05,Brine/Water,Regulated,2.0,R410a,9.0,50.0,,11.0,average,23293.0,69880.0,3.0,-0.04107567663221478,-0.003827941321615043,0.8799940260509503,-0.030023108087530555,0.00896606951169246,0.2247475660825008,0.0342932234808467,-0.07824576359436444,7.324671841335098
STIEBEL ELTRON ,"WPF 04, average climates",2016-08-23,Brine/Water,On-Off,5.0,Other,1.05,45.0,,9.0,average,1509.0,4300.0,2.85,-0.0023597772597007648,-0.006557883128324353,1.3238027320148764,0.0061146270945706535,0.0186361510479496,0.09046620253132767,-0.0408247469673501,-0.11972835612140068,8.537298856058962
STIEBEL ELTRON ,"WPF 10 basic, average climates",2016-08-25,Brine/Water,On-Off,5.0,R410a,2.6,58.0,,3.0,average,3537.0,8700.0,2.46,-0.002323504200848147,-0.007130426934981143,1.3480682767998275,0.007851316650068151,0.02318171664840091,-0.13340540123567662,-0.050044867280275664,-0.1467954067463433,9.36749914238628
STIEBEL ELTRON ,"WPF 13 basic, average climates",2016-08-25,Brine/Water,On-Off,5.0,R410a,2.5,60.0,,3.0,average,4349.0,11700.0,2.69,-0.0013715297432709795,-0.004608030906110545,1.2262356045410343,0.007045973057953592,0.02137508231070509,-0.04788647643382892,-0.042734142374922346,-0.12955430532329698,8.82049874380056
STIEBEL ELTRON ,"WPF 16 basic, all climates",2019-09-04,Brine/Water,On-Off,5.0,R410a,2.6,65.0,,3.0,average,6062.0,15700.0,2.59,-0.001341535285389364,-0.0037848553756050533,1.18575519104803,0.006636873876490586,0.020946546561513384,-0.02801172974857982,-0.03801230652458745,-0.11707948347115935,8.138900317157175
STIEBEL ELTRON ,WPF 20,2019-01-24,Brine/Water,On-Off,5.0,R410a,5.99,59.0,59.0,7.0,average,6824.0,20200.0,2.96,-0.0012700797071738086,-0.003958650385944803,1.193741707774134,0.006378870834374901,0.019970147690301573,0.01907234030646783,-0.040739430243685336,-0.12511715153182262,8.902240089759323
STIEBEL ELTRON ,WPF 27 HT,2019-09-04,Brine/Water,On-Off,5.0,R134a,6.0,,,3.0,average,8268.0,25300.0,3.06,-0.0018065627554568735,-0.005211450888325137,1.2546365544045723,0.004689505645007616,0.014516340622729957,0.2876082035085344,-0.029861210509650432,-0.08852282634063574,7.30248639224333
STIEBEL ELTRON ,WPF 27,2019-01-24,Brine/Water,On-Off,5.0,R410a,7.2,60.0,60.0,7.0,average,9247.0,27000.0,2.92,-0.0021596838134386905,-0.006287326441581586,1.3070190731114162,0.006862692827954376,0.02086428515304841,-0.022590749099834537,-0.0485250024397548,-0.1438728536346225,9.729216852229587
STIEBEL ELTRON ,WPF 35,2016-09-19,Brine/Water,On-Off,5.0,R410a,10.0,60.0,60.0,7.0,average,11695.0,34500.0,2.95,-0.002186541137866264,-0.006432916093981723,1.3139293122517723,0.012543553792555394,0.023996039261478457,-0.10049993474490332,-0.06756714987711726,-0.14988373283049022,9.807488340617953
STIEBEL ELTRON ,WPF 40,2019-01-24,Brine/Water,On-Off,5.0,R410a,10.0,59.0,,7.0,average,13500.0,40500.0,3.0,-0.001334575466356952,-0.004040431309979208,1.1975731860917844,0.006240093936292449,0.0194579207057994,0.04479364749855942,-0.04003892130200396,-0.12199196074355055,8.797359875116515
STIEBEL ELTRON ,WPF 52,2019-09-04,Brine/Water,On-Off,5.0,R410a,12.5,,,7.0,average,16827.0,52500.0,3.12,-0.001266959569651222,-0.0038961177573599726,1.1912205492601873,0.006191203598294674,0.01919151815228169,0.058734967761089066,-0.04061396112830929,-0.12330890168514035,8.982142359375796
STIEBEL ELTRON ,WPF 66,2019-01-24,Brine/Water,On-Off,5.0,R410a,14.5,,,7.0,average,21361.0,62800.0,2.94,-0.0013749340968757884,-0.004220838940467657,1.2070294040959877,0.006168068220310398,0.019207684106456367,0.05727500195609295,-0.0387905926799028,-0.11812516992618027,8.557569790592073
STIEBEL ELTRON ,"WPF 7 basic, average climates",2016-08-25,Brine/Water,On-Off,5.0,R410a,2.0,55.0,,3.0,average,2556.0,6800.0,2.66,-0.0032426574665633807,-0.007913107924947767,1.3844653272295242,0.006713803674435865,0.020768841227129662,-0.016036384972732513,-0.047322551241097056,-0.1374512361464386,9.1530151718777
STIEBEL ELTRON ,WPL 09 IKCS classic,2019-09-04,Outdoor Air/Water,Regulated,1.0,R410a,2.2,45.0,,56.0,average,1775.0,3940.0,2.22,-0.0323347283428288,-0.004038816727724766,0.9379195797991918,-0.030988443572523363,0.010133591698832912,0.17863846479296386,0.16024125246838794,-0.09983392438596482,7.648446767128184
STIEBEL ELTRON ,WPL 09 ICS classic,2019-09-04,Outdoor Air/Water,Regulated,1.0,R410a,2.2,45.0,,56.0,average,1753.0,3980.0,2.27,-0.03275506699649304,-0.004133696880052449,0.9395275094631536,-0.030257277161827825,0.010480362976772432,0.1638496299647046,0.15367545483916065,-0.10293173682260087,7.822914362649793
STIEBEL ELTRON ,WPL 17 IKCS classic,2019-09-04,Outdoor Air/Water,Regulated,1.0,R410a,2.6,,,56.0,average,2948.0,6280.0,2.13,-0.04041460479549964,-0.010021839060847115,1.2628228536091504,-0.044314952811977684,0.0016737072259046747,0.5850177669975838,0.1817624559907373,-0.06927780489032884,6.212755947798359
STIEBEL ELTRON ,WPL 17 ICS classic,2019-09-04,Outdoor Air/Water,Regulated,1.0,R410a,2.6,48.0,,56.0,average,2945.0,6390.0,2.17,-0.03986084880011076,-0.009607330719659586,1.2434347608458074,-0.04394573685728925,0.0019476661903182007,0.5697113457286997,0.18550360062114052,-0.07208621968788392,6.414951200394894
STIEBEL ELTRON ,WPL-A 05 HK 230 Premium,2020-08-07,Outdoor Air/Water,Regulated,1.0,Other,3.0,,47.0,12.0,average,1852.0,4890.0,2.64,-0.015308886379185687,-0.0011165826415701632,0.8381292748028929,-0.02440637907749904,0.009812811861147049,0.2126722538504031,0.14221445989007106,-0.08572399007924009,7.431511548400866
STIEBEL ELTRON ,WPL-A 07 HK 230 Premium,2020-08-07,Outdoor Air/Water,Regulated,1.0,Other,3.0,,47.0,12.0,average,2897.0,7040.0,2.43,-0.029248380304010262,-0.0015974167495717035,0.8032322363760148,-0.034044294301039606,0.007511520120173114,0.2657187041350319,0.17554002058111345,-0.08353614448406378,7.338414895660982
tecalor,TTF 35,2016-11-01,Brine/Water,Regulated,2.0,R410a,10.0,56.0,56.0,7.0,average,11695.0,34500.0,2.95,-0.005052293412452222,-0.006590668108929321,1.3152517359660751,0.01560914869759155,0.02075781168407504,0.005001187099620823,-0.09827146665223398,-0.13438599575478855,9.268468737353645
tecalor,TTF 66,2020-12-17,Brine/Water,On-Off,5.0,R410a,14.5,,,7.0,average,21361.0,62800.0,2.94,-0.0016073487842396244,-0.004655587520848625,1.2184083570606294,0.005928048835444404,0.018796373788857176,0.06877204934376388,-0.0387905926799028,-0.11812516992618027,8.557569790592073
TOSHIBA AIR CONDITIONING,HWS-1105H8-E/HWS-1405XWHM3-E,2019-11-26,Outdoor Air/Water,Regulated,1.0,R410a,2.7,43.0,66.0,17.0,average,3732.0,7800.0,2.09,-0.04422981995025002,-0.007107198228848288,1.0289220012502251,-0.03645910158234846,0.006312245674179411,0.3014326279244541,0.11955403268423682,-0.0696552366021993,6.304709643805777
TOSHIBA AIR CONDITIONING,HWS-1405H8-E/HWS-1405XWHM3-E,2019-11-26,Outdoor Air/Water,Regulated,1.0,R410a,2.7,43.0,68.0,17.0,average,4184.0,8200.0,1.96,-0.043137286292436516,-0.00530402992487737,0.9476357990347491,-0.03553704644010353,0.007439690558079837,0.2420568867306343,0.13375813838977493,-0.06388927154395703,6.0105402246274675
TOSHIBA AIR CONDITIONING,HWS-1605H8-E/HWS-1405XWHM3-E,2019-11-26,Outdoor Air/Water,Regulated,1.0,R410a,2.7,43.0,69.0,17.0,average,4328.0,8700.0,2.01,-0.04078998956326939,-0.0030581738490249146,0.8484644021704535,-0.03641711677941237,0.007329150720511584,0.2514445671281004,0.13833686464372846,-0.0627760948768901,5.989999234986574
TOSHIBA AIR CONDITIONING,HWS-1105H-E/HWS-1405XWHM3-E,2019-11-26,Outdoor Air/Water,Regulated,1.0,R410a,2.7,43.0,66.0,17.0,average,3868.0,8200.0,2.12,-0.03863089467395794,-0.0011804048687176034,0.7581016219321112,-0.033768502609904605,0.009017854832119351,0.17996935540036285,0.12163812171075818,-0.06830944249608828,6.264903659815371
TOSHIBA AIR CONDITIONING,HWS-1405H-E/HWS-1405XWHM3-E,2019-11-26,Outdoor Air/Water,Regulated,1.0,R410a,2.7,43.0,68.0,17.0,average,3865.0,8000.0,2.07,-0.04523442634274048,-0.006081791808207114,0.9783195856067052,-0.04096131988014248,0.004517622515425792,0.3785952778906218,0.1450397982618583,-0.059485126576255924,5.873411932278545
TOSHIBA AIR CONDITIONING,HWS-455H-E/HWS-455XWHM3-E,2019-11-26,Outdoor Air/Water,Regulated,1.0,R410a,1.15,41.0,65.0,17.0,average,1944.0,4200.0,2.16,-0.036210197686268514,0.0008470638808032938,0.7047607237855708,-0.02951879082416088,0.013005939312277023,0.03638063815037527,0.12822802522037122,-0.09234738453708813,7.291893255191113
TOSHIBA AIR CONDITIONING,HWS-805H-E/HWS-805XWHM3-E,2019-11-26,Outdoor Air/Water,Regulated,1.0,R410a,1.8,41.0,65.0,17.0,average,2379.0,4900.0,2.06,-0.04793402916286736,-0.007690113977805601,1.0571167699697794,-0.038570817290346296,0.006276094946199157,0.30933696209270073,0.14668194814643726,-0.08186218001494458,6.8006256195012105
TOSHIBA AIR CONDITIONING,HWS-P1105HR-E/HWS-P1105XWHM3-E,2019-11-26,Outdoor Air/Water,Regulated,1.0,R410a,2.7,43.0,66.0,17.0,average,3990.0,7700.0,1.93,-0.06009170649060184,-0.017690630519924568,1.4986312020343229,-0.0475394957490196,0.0003534932858580745,0.5569624673300086,0.15476641127774765,-0.08468185290300367,6.926756254068643
TOSHIBA AIR CONDITIONING,HWS-P1105H8R-E/HWS-P1105XWHM3-E,2019-11-26,Outdoor Air/Water,Regulated,1.0,R410a,2.7,43.0,67.0,20.0,average,5241.0,9800.0,1.87,-0.03637300030872664,-0.003537854851258645,0.8700927309803114,-0.03304735528085537,0.009383453024923024,0.14995938306014955,0.17617168595180274,-0.0946104232735222,7.304382399196024
TOSHIBA AIR CONDITIONING,HWS-P1405H8R-E/HWS-P1105XWHM3-E,2019-11-26,Outdoor Air/Water,Regulated,1.0,R410a,2.7,43.0,68.0,20.0,average,5838.0,10800.0,1.85,-0.04480836626030568,-0.008384604293166864,1.0920407952294269,-0.03729983421281054,0.00697513905310211,0.2603405083102062,0.17619975781781336,-0.09521054494067382,7.322413329973306
TOSHIBA AIR CONDITIONING,HWS-P805HR-E/HWS-P805XWHM3-E,2019-11-26,Outdoor Air/Water,Regulated,1.0,R410a,2.7,41.0,66.0,17.0,average,4093.0,7900.0,1.93,-0.05341427212307109,-0.01329104887532688,1.3131335549884662,-0.0429834272181986,0.0020253981290502643,0.4966508429952593,0.10405514833538776,-0.06130398803493786,5.7106315696603325
TOSHIBA AIR CONDITIONING,HWS-P805H8R-E/HWS-P805XWHM3-E,2019-11-26,Outdoor Air/Water,Regulated,1.0,R410a,2.7,41.0,66.0,20.0,average,4527.0,9100.0,2.01,-0.0359853310340133,-0.003769680110894693,0.9025094343839528,-0.031880040582965334,0.010304553208018992,0.14793435251096862,0.15260223961808653,-0.0891997520711256,7.0083836378187065
Vaillant Deutschland ,VWF 118/4 35 & 55,2020-12-17,Brine/Water,Regulated,2.0,R410a,2.5,50.0,,7.0,average,3373.0,11400.0,3.38,0.0001731310488426595,0.0008408443328085277,0.9571128244062892,0.006658934270667288,0.021126397319926268,-0.03984636756183909,-0.04113922965959392,-0.12670846711245254,9.390840860799182
Vaillant Deutschland ,VWF 157/4 35 & 55,2020-12-17,Brine/Water,Regulated,2.0,R410a,3.05,48.0,,7.0,average,4298.0,14700.0,3.42,0.0003838714526096987,0.0009908181805815504,0.9519270069311532,0.00648424598023231,0.02012090235849036,0.010724738071158705,-0.03812799671391631,-0.11634217426763448,8.953960228948556
Vaillant Deutschland ,VWF 197/4 35 & 55,2020-12-17,Brine/Water,Regulated,2.0,R410a,3.95,48.0,,7.0,average,5831.0,20000.0,3.43,0.00029012589787850523,0.0009685057535056004,0.952629674079726,0.0057170714251369645,0.017947440055728913,0.11851347039955208,-0.031351544102965506,-0.09561842488320588,7.992863759720597
Vaillant Deutschland ,VWF 58/4 35 & 55,2020-12-17,Brine/Water,Regulated,2.0,R410a,1.5,41.0,,7.0,average,1693.0,5400.0,3.19,8.223299291926223e-06,0.0008058198326530183,0.9590767133609605,0.006553565566603622,0.021233744030125,-0.0454493203916086,-0.03921287725492977,-0.1209950932115461,8.931451399539233
Vaillant Deutschland ,VWF 87/4 35 & 55,2020-12-17,Brine/Water,Regulated,2.0,R410a,2.4,50.0,,7.0,average,2564.0,9000.0,3.51,0.000261299408307726,0.0007664042368782253,0.9599625286504568,0.006445810603358831,0.02021864500304571,0.0043913673570848185,-0.03988811335737418,-0.122114377638875,9.311040128087113
Vaillant Deutschland ,VWL 35/5 AS 230V + VWL 57/5 IS,2021-03-10,Outdoor Air/Water,Regulated,1.0,R410a,1.5,41.0,51.0,11.0,average,1490.0,3100.0,2.08,-0.020970990798511908,-0.008547626204158583,1.1889973121111364,-0.02457464498482357,0.010729567519383565,0.16105821348498175,0.13406459657872302,-0.11574222823408252,8.236913007521096
Vaillant Deutschland ,VWL 55/5 AS 230V + VWL 58/5 IS,2021-03-10,Outdoor Air/Water,Regulated,1.0,R410a,1.5,43.0,53.0,11.0,average,2165.0,4330.0,2.0,-0.030889793984951282,-0.00590681050295517,1.0045789038432194,-0.03470687109674545,0.006886176849704765,0.2821635666616463,0.18895999100657992,-0.08452417470243125,6.9766585368730425
Vaillant Deutschland ,VWL 37/5 230V,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.4,49.0,,11.0,average,1514.0,3210.0,2.12,-0.020701157717861244,-0.007329642267021171,1.1226192276827949,-0.024989906944845427,0.010921934494253004,0.1440740347076424,0.14974958093953386,-0.1151090953539164,8.312751619502512
Vaillant Deutschland ,VWL 57/5 230V,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.4,49.0,,11.0,average,2047.0,4360.0,2.13,-0.04473526192180642,-0.014981265512317776,1.4120934095379374,-0.04130512178611519,0.0028886415368441338,0.4711990610330667,0.171583307807254,-0.10947564412442344,8.141433689451642
Vaillant Deutschland ,VWL 55/3 A 230V 35 & 55,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.8,,,6.0,average,2200.0,4400.0,2.0,-0.007612414082930443,-0.006641218528637,1.1623216998485122,-0.02514075250111655,0.00750102255038571,0.33554271138463737,0.12939903381069154,-0.08395710627716158,6.649378909940003
Vaillant Deutschland ,VWL 75/5 AS 230V + VWL 77/5 IS,2021-03-10,Outdoor Air/Water,Regulated,1.0,R410a,2.39,43.0,54.0,11.0,average,2810.0,5620.0,2.0,-0.03354243225840573,-0.006654394495836945,1.0363123628447242,-0.03750221751610167,0.005112418778396564,0.3622354473546071,0.17771260401414993,-0.07380462762828606,6.4812899593530675
Vaillant Deutschland ,VWL 77/5 230V,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.8,47.0,,10.0,average,2823.0,5590.0,1.98,-0.0351289801440333,-0.00804073958596908,1.0992624083335214,-0.03745017147124564,0.004909144136936102,0.3684962816272412,0.16913808502193195,-0.0780078266243604,6.64953574263562
Vaillant Deutschland ,VWL 85/3 A 230V 35 & 55,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.95,,,5.0,average,2487.0,4900.0,1.97,-0.04066995645368783,-0.017396138800736517,1.5658473229448562,-0.04341230248721247,0.0009639747353303693,0.5688968977234191,0.19756761229766748,-0.10100561401374346,7.689331338680575
Viessmann,AWO-M-AC (AF) 101.A06,2020-06-25,Outdoor Air/Water,Regulated,1.0,R32,1.5,,64.0,19.0,average,2788.0,5800.0,2.08,-0.02556396181916916,-0.0032603971234027858,0.9062913967944041,-0.0271307629988492,0.011126781819230587,0.12719836181573144,0.14473908443301,-0.09768567316001454,7.366358218990518
Viessmann,AWO-M-AC (AF) 101.A08,2020-06-25,Outdoor Air/Water,Regulated,1.0,R32,1.5,,64.0,19.0,average,3298.0,6300.0,1.91,-0.027100476556587733,-0.002355240797956097,0.8524003719651025,-0.02588626604627409,0.012450139086429066,0.0398646038258138,0.1489437416409673,-0.0970472565672475,7.335946348755753
